# logA mnu nnu ns ombh2 omch2 tau theta
1.715344141348427534e+07 -2.078988330554166809e+06 -3.027173799881810322e+06 2.096185833303080127e+07 2.892927356506875157e+07 1.338607556261474341e+08 -1.963573423354121670e+07 -5.741328088416326791e+07
-2.078988330554166809e+06 4.354021731973126880e+05 4.582258720153307659e+05 -2.724639490046822466e+06 2.736956027969164774e+07 -2.842499240582428500e+07 1.156092677841045428e+06 6.379532407805832103e+06
-3.027173799881810322e+06 4.582258720153307659e+05 6.149277647305673454e+05 -3.977378424840144813e+06 -3.192114947675504372e+05 -3.019859073065814748e+07 2.845898689791735727e+06 1.068881203027053364e+07
2.096185833303080127e+07 -2.724639490046822466e+06 -3.977378424840144813e+06 2.737609229877998680e+07 5.143016416519251466e+07 1.794761644481703341e+08 -2.270191584579639882e+07 -7.472784784781888127e+07
2.892927356506875157e+07 2.736956027969164774e+07 -3.192114947675504372e+05 5.143016416519251466e+07 1.069172497353775597e+10 -1.780919749322381020e+09 -2.404731123298417330e+08 -4.949246577769368887e+08
1.338607556261474341e+08 -2.842499240582428500e+07 -3.019859073065814748e+07 1.794761644481703341e+08 -1.780919749322381020e+09 1.882851076040751934e+09 -7.080698418860650063e+07 -3.842865765165578127e+08
-1.963573423354121670e+07 1.156092677841045428e+06 2.845898689791735727e+06 -2.270191584579639882e+07 -2.404731123298417330e+08 -7.080698418860650063e+07 3.072320189123605937e+07 7.082370351693272591e+07
-5.741328088416326791e+07 6.379532407805832103e+06 1.068881203027053364e+07 -7.472784784781888127e+07 -4.949246577769368887e+08 -3.842865765165578127e+08 7.082370351693272591e+07 5.959070030477612019e+08
