# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
3.196921715433495492e+07 2.077459578943508859e+03 -1.709846896585862935e+08 -2.978835824113281909e+06 -1.492939631674474292e+07 -3.509451138547114562e+06 2.455161661993909627e+07 -5.246173915092375129e+07 1.809801454397784173e+07 2.024344785700721741e+08 4.069347629398648441e+07
2.077459578943508859e+03 1.903678953620290271e-01 -9.155683614024261260e+03 -1.340545873776158032e+02 -6.387916870279310615e+02 -1.547404584460913384e+02 1.129089313063733925e+03 -2.195174942215453484e+03 8.040142819336658704e+02 9.247560096440212874e+03 3.135770359193373224e+03
-1.709846896585862935e+08 -9.155683614024261260e+03 1.506822064986215591e+10 8.963266304593661427e+07 1.278684321968697459e+08 5.902547475298710912e+07 -1.733620210259061158e+08 2.800348757910526395e+08 -3.714218108482418060e+08 -4.981770440478364944e+09 -1.995007532581623495e+08
-2.978835824113281909e+06 -1.340545873776158032e+02 8.963266304593661427e+07 1.619329860879069427e+06 7.904789640422580764e+06 1.666238737382140709e+06 -7.874562548141742125e+06 2.472570067573725432e+07 -9.548459383496722206e+06 -9.212329682603356242e+07 -2.994926141207878944e+06
-1.492939631674474292e+07 -6.387916870279310615e+02 1.278684321968697459e+08 7.904789640422580764e+06 6.902147880676275492e+07 9.607975257733322680e+06 -5.026713082421969622e+07 1.743391224952927232e+08 -6.210441860229838639e+07 -4.281290367176339626e+08 -1.456337518472742476e+07
-3.509451138547114562e+06 -1.547404584460913384e+02 5.902547475298710912e+07 1.666238737382140709e+06 9.607975257733322680e+06 1.868510200731145451e+06 -9.549778450643781573e+06 3.028179356175965071e+07 -1.057903959923620149e+07 -9.615802943142127991e+07 -3.466994367826128379e+06
2.455161661993909627e+07 1.129089313063733925e+03 -1.733620210259061158e+08 -7.874562548141742125e+06 -5.026713082421969622e+07 -9.549778450643781573e+06 5.460594143949048966e+07 -1.632356388384054005e+08 5.255240700627698004e+07 4.739290071779329181e+08 2.506004074016026780e+07
-5.246173915092375129e+07 -2.195174942215453484e+03 2.800348757910526395e+08 2.472570067573725432e+07 1.743391224952927232e+08 3.028179356175965071e+07 -1.632356388384054005e+08 7.238752942202311754e+08 -1.728199418533835709e+08 -1.409596535630780935e+09 -4.971836859739471972e+07
1.809801454397784173e+07 8.040142819336658704e+02 -3.714218108482418060e+08 -9.548459383496722206e+06 -6.210441860229838639e+07 -1.057903959923620149e+07 5.255240700627698004e+07 -1.728199418533835709e+08 6.420490288363493234e+07 5.325954695315958858e+08 1.806534689325451106e+07
2.024344785700721741e+08 9.247560096440212874e+03 -4.981770440478364944e+09 -9.212329682603356242e+07 -4.281290367176339626e+08 -9.615802943142127991e+07 4.739290071779329181e+08 -1.409596535630780935e+09 5.325954695315958858e+08 5.363303030461956024e+09 2.057579730373960435e+08
4.069347629398648441e+07 3.135770359193373224e+03 -1.995007532581623495e+08 -2.994926141207878944e+06 -1.456337518472742476e+07 -3.466994367826128379e+06 2.506004074016026780e+07 -4.971836859739471972e+07 1.806534689325451106e+07 2.057579730373960435e+08 5.694622802098686248e+07
