# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
2.764051850476500113e+04 -2.732803259315879973e+00 7.049969317241462879e+06 1.081743754683140141e+05 3.243108126161577529e+05 1.072859046627067582e+05 -6.943010353968529962e+05 1.459319884352976456e+06 -5.092552702775046928e+05 -6.740734148712269962e+06
-2.732803259315879973e+00 4.405164233812383342e-04 -6.931403935593557435e+02 -9.952097218074825946e+00 -3.840629727462557241e+01 -9.893057114692309639e+00 6.983508156316686666e+01 -1.353914822575947596e+02 5.123913052285980996e+01 6.172047250388392285e+02
7.049969317241462879e+06 -6.931403935593557435e+02 1.091219256221771431e+10 3.008545422480420023e+07 -2.370264065814943910e+08 8.504870900784341211e+04 4.354754794528656453e+07 -4.930127710515397787e+08 2.538150964210293442e+07 -1.847373966893195629e+09
1.081743754683140141e+05 -9.952097218074825946e+00 3.008545422480420023e+07 4.644008155727369594e+05 1.146418676253504818e+06 4.527695331929310341e+05 -2.762752600028760731e+06 6.262374583141926676e+06 -2.062690948375683976e+06 -2.876675933876587823e+07
3.243108126161577529e+05 -3.840629727462557241e+01 -2.370264065814943910e+08 1.146418676253504818e+06 2.984678940042577684e+07 2.687725367233883590e+06 -2.181397395860819146e+07 6.802448342840738595e+07 -1.878003853715178743e+07 -6.449894590164363384e+07
1.072859046627067582e+05 -9.893057114692309639e+00 8.504870900784341211e+04 4.527695331929310341e+05 2.687725367233883590e+06 5.679598148777225288e+05 -3.751243804830953944e+06 9.937268255435178056e+06 -2.810599959938699845e+06 -2.806770120756140351e+07
-6.943010353968529962e+05 6.983508156316686666e+01 4.354754794528656453e+07 -2.762752600028760731e+06 -2.181397395860819146e+07 -3.751243804830953944e+06 2.633825993153160810e+07 -7.098003442453950644e+07 1.988160007351048291e+07 1.707124705741313994e+08
1.459319884352976456e+06 -1.353914822575947596e+02 -4.930127710515397787e+08 6.262374583141926676e+06 6.802448342840738595e+07 9.937268255435178056e+06 -7.098003442453950644e+07 5.831637067240304947e+08 -5.389813405677760392e+07 -3.496060013594967127e+08
-5.092552702775046928e+05 5.123913052285980996e+01 2.538150964210293442e+07 -2.062690948375683976e+06 -1.878003853715178743e+07 -2.810599959938699845e+06 1.988160007351048291e+07 -5.389813405677760392e+07 1.610484936190120131e+07 1.245406352871427983e+08
-6.740734148712269962e+06 6.172047250388392285e+02 -1.847373966893195629e+09 -2.876675933876587823e+07 -6.449894590164363384e+07 -2.806770120756140351e+07 1.707124705741313994e+08 -3.496060013594967127e+08 1.245406352871427983e+08 1.795994345516101837e+09
