# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
4.850200983036099205e+04 -1.156090798824328464e+06 -4.219910525531870071e+00 2.219322989024683484e+05 2.281204198960071080e+05 -1.362840230055697262e+06 1.197308788143341430e+07 -1.333628495807192475e+07 8.707945277004046366e+05 3.362823734414693434e+06
-1.156090798824328464e+06 6.147196327422774583e+07 8.049254930052931911e+01 -9.400937461749592796e+06 -1.003153207395945117e+07 4.966684046651735157e+07 -3.748892906375427842e+08 5.078425975715010166e+08 -5.995080654691896588e+07 -1.642405924376347065e+08
-4.219910525531870071e+00 8.049254930052931911e+01 5.834976197677315887e-04 -1.562699756769699455e+01 -1.594265391953516975e+01 1.096520818686213232e+02 -9.710931655794175867e+02 9.696023535289086794e+02 -6.038853464971543161e+01 -2.269882802290344159e+02
2.219322989024683484e+05 -9.400937461749592796e+06 -1.562699756769699455e+01 1.656327793690313818e+06 1.633388226677189348e+06 -7.784681693029347807e+06 9.359234221776217222e+07 -9.146873513250932097e+07 7.795959986009391956e+06 2.414720329001015797e+07
2.281204198960071080e+05 -1.003153207395945117e+07 -1.594265391953516975e+01 1.633388226677189348e+06 1.757734784734544810e+06 -8.969255511627979577e+06 5.940709366615815461e+07 -9.104871237162381411e+07 9.190695418485220522e+06 2.858490066584100574e+07
-1.362840230055697262e+06 4.966684046651735157e+07 1.096520818686213232e+02 -7.784681693029347807e+06 -8.969255511627979577e+06 5.174730395899119228e+07 -1.806854653268944919e+08 4.487014916529513597e+08 -4.795237356779872626e+07 -1.539918711799775958e+08
1.197308788143341430e+07 -3.748892906375427842e+08 -9.710931655794175867e+02 9.359234221776217222e+07 5.940709366615815461e+07 -1.806854653268944919e+08 1.538672698478243446e+10 -5.069161988849324226e+09 1.314499878400061578e+08 2.824870608799057603e+08
-1.333628495807192475e+07 5.078425975715010166e+08 9.696023535289086794e+02 -9.146873513250932097e+07 -9.104871237162381411e+07 4.487014916529513597e+08 -5.069161988849324226e+09 5.142293987655695915e+09 -4.096843248300872445e+08 -1.330756973460631847e+09
8.707945277004046366e+05 -5.995080654691896588e+07 -6.038853464971543161e+01 7.795959986009391956e+06 9.190695418485220522e+06 -4.795237356779872626e+07 1.314499878400061578e+08 -4.096843248300872445e+08 6.719283242152793705e+07 1.676515804862251282e+08
3.362823734414693434e+06 -1.642405924376347065e+08 -2.269882802290344159e+02 2.414720329001015797e+07 2.858490066584100574e+07 -1.539918711799775958e+08 2.824870608799057603e+08 -1.330756973460631847e+09 1.676515804862251282e+08 6.983917852533080578e+08
