# A_ksz logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.191224107118894905e+07 1.464798634484174289e+07 1.967621079782364177e+04 -2.237042768791069742e+06 4.060553458451765031e+07 -2.662880829455921426e+06 1.885123346663268656e+07 -1.305012764912534207e+08 1.506833969891116023e+08 -1.321757132349196263e+07 -4.053998827713029832e+07
1.464798634484174289e+07 1.714646903799441084e+07 6.723270578778029630e+03 -2.077732217853002716e+06 1.570150190085846744e+07 -3.026050945406131446e+06 2.095264331036006659e+07 2.899378231235151738e+07 1.337835660761448741e+08 -1.963007795719274879e+07 -5.740010856496719271e+07
1.967621079782364177e+04 6.723270578778029630e+03 1.756416072326889477e+01 -1.075106323188186252e+03 2.985985614663616798e+04 -1.241627750942654529e+03 9.067130941121959040e+03 -7.485783433320454787e+04 7.349078183446932235e+04 -5.647238875720884607e+03 -1.775325936562448987e+04
-2.237042768791069742e+06 -2.077732217853002716e+06 -1.075106323188186252e+03 4.351629557924917317e+05 -2.464393544340825174e+06 4.580122272809738060e+05 -2.722945174078004435e+06 2.735659521880346164e+07 -2.841013339670747146e+07 1.155162811579666799e+06 6.377084243963669054e+06
4.060553458451765031e+07 1.570150190085846744e+07 2.985985614663616798e+04 -2.464393544340825174e+06 5.680141742641338706e+07 -2.858974267797845416e+06 2.067974562907249853e+07 -1.672299885141191185e+08 1.673072532270098925e+08 -1.358890451771160774e+07 -4.151983810469359159e+07
-2.662880829455921426e+06 -3.026050945406131446e+06 -1.241627750942654529e+03 4.580122272809738060e+05 -2.858974267797845416e+06 6.147478969329735264e+05 -3.975874518167231232e+06 -3.300022987613849109e+05 -3.018562765237044170e+07 2.845040881457395386e+06 1.068687206978031248e+07
1.885123346663268656e+07 2.095264331036006659e+07 9.067130941121959040e+03 -2.722945174078004435e+06 2.067974562907249853e+07 -3.975874518167231232e+06 2.736371686686377972e+07 5.151966954605603218e+07 1.793716172686931789e+08 -2.269467923297934607e+07 -7.471059129459957778e+07
-1.305012764912534207e+08 2.899378231235151738e+07 -7.485783433320454787e+04 2.735659521880346164e+07 -1.672299885141191185e+08 -3.300022987613849109e+05 5.151966954605603218e+07 1.069105877299560547e+10 -1.780127824002950430e+09 -2.405179252759079635e+08 -4.950364636659754515e+08
1.506833969891116023e+08 1.337835660761448741e+08 7.349078183446932235e+04 -2.841013339670747146e+07 1.673072532270098925e+08 -3.018562765237044170e+07 1.793716172686931789e+08 -1.780127824002950430e+09 1.881934416632735491e+09 -7.075027613575197756e+07 -3.841422855611068606e+08
-1.321757132349196263e+07 -1.963007795719274879e+07 -5.647238875720884607e+03 1.155162811579666799e+06 -1.358890451771160774e+07 2.845040881457395386e+06 -2.269467923297934607e+07 -2.405179252759079635e+08 -7.075027613575197756e+07 3.071805278587485105e+07 7.081294620946817100e+07
-4.053998827713029832e+07 -5.740010856496719271e+07 -1.775325936562448987e+04 6.377084243963669054e+06 -4.151983810469359159e+07 1.068687206978031248e+07 -7.471059129459957778e+07 -4.950364636659754515e+08 -3.841422855611068606e+08 7.081294620946817100e+07 5.958874641029599905e+08
