# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
4.849112631555715780e+04 -2.048467548353822565e+01 1.197091968098024279e+07 2.218924243413201766e+05 8.706508602003769483e+05 2.280866400912366807e+05 -1.362579965309361229e+06 3.362414208574070595e+06 -1.155897545961034717e+06 -1.333396330781974830e+07
-2.048467548353822565e+01 1.315467305676194798e-02 -4.647163280256935650e+03 -7.549467755665021684e+01 -2.889766009127109783e+02 -7.720861758933942554e+01 5.312672888307333778e+02 -1.101618957934133277e+03 3.873159731881364678e+02 4.694009953962109648e+03
1.197091968098024279e+07 -4.647163280256935650e+03 1.538600929049627304e+10 9.359744374566179514e+07 1.314232259761832207e+08 5.938749288731306791e+07 -1.806342281176105142e+08 2.818725226980432272e+08 -3.748521761724682450e+08 -5.068035036969886780e+09
2.218924243413201766e+05 -7.549467755665021684e+01 9.359744374566179514e+07 1.655430936002712231e+06 7.795439432753770612e+06 1.634030651007377543e+06 -7.783734014587274753e+06 2.417894054603835940e+07 -9.400233971555100754e+06 -9.149922912580521405e+07
8.706508602003769483e+05 -2.889766009127109783e+02 1.314232259761832207e+08 7.795439432753770612e+06 6.719068826693268120e+07 9.190255172157077119e+06 -4.794890128576816618e+07 1.676461218347872794e+08 -5.994816043828605860e+07 -4.096542739207723737e+08
2.280866400912366807e+05 -7.720861758933942554e+01 5.938749288731306791e+07 1.634030651007377543e+06 9.190255172157077119e+06 1.756854946676550666e+06 -8.968468152460094541e+06 2.854985532649062574e+07 -1.003094299337816611e+07 -9.100187708558283746e+07
-1.362579965309361229e+06 5.312672888307333778e+02 -1.806342281176105142e+08 -7.783734014587274753e+06 -4.794890128576816618e+07 -8.968468152460094541e+06 5.174112292103461921e+07 -1.539825084833177030e+08 4.966223524781056494e+07 4.486466444506387115e+08
3.362414208574070595e+06 -1.101618957934133277e+03 2.818725226980432272e+08 2.417894054603835940e+07 1.676461218347872794e+08 2.854985532649062574e+07 -1.539825084833177030e+08 6.968933612905049324e+08 -1.642334720259516835e+08 -1.328945738895278692e+09
-1.155897545961034717e+06 3.873159731881364678e+02 -3.748521761724682450e+08 -9.400233971555100754e+06 -5.994816043828605860e+07 -1.003094299337816611e+07 4.966223524781056494e+07 -1.642334720259516835e+08 6.146851254340583086e+07 5.078018254272851944e+08
-1.333396330781974830e+07 4.694009953962109648e+03 -5.068035036969886780e+09 -9.149922912580521405e+07 -4.096542739207723737e+08 -9.100187708558283746e+07 4.486466444506387115e+08 -1.328945738895278692e+09 5.078018254272851944e+08 5.139774367867814064e+09
