# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
4.816438158966975607e+04 -1.561889849571078003e+03 1.190391445017784089e+07 2.206461144357897865e+05 8.661996095083957771e+05 2.270326628483692184e+05 -1.354511880885436432e+06 3.349612111351207364e+06 -1.149887702826142544e+06 -1.326191622821247764e+07
-1.561889849571078003e+03 7.130403894890521599e+01 -3.543972641860678559e+05 -5.824390649199120162e+03 -2.233243662193201453e+04 -5.975554284953916067e+03 4.064639906677880936e+04 -8.568989717342452786e+04 2.991862588439401225e+04 3.617024825318959774e+05
1.190391445017784089e+07 -3.543972641860678559e+05 1.537241911420399857e+10 9.334367988694594800e+07 1.305687109541130066e+08 5.917926100754046440e+07 -1.789870855746096373e+08 2.794487689931250811e+08 -3.736609510352171063e+08 -5.053387916131368637e+09
2.206461144357897865e+05 -5.824390649199120162e+03 9.334367988694594800e+07 1.650728693410661304e+06 7.778761963351302780e+06 1.630050796332817059e+06 -7.753291448752957396e+06 2.413063374278846756e+07 -9.377631631346169859e+06 -9.122605638353925943e+07
8.661996095083957771e+05 -2.233243662193201453e+04 1.305687109541130066e+08 7.778761963351302780e+06 6.712188798977366090e+07 9.176096994405239820e+06 -4.783782135561899096e+07 1.674693745449604988e+08 -5.986340486926386505e+07 -4.086959269010637403e+08
2.270326628483692184e+05 -5.975554284953916067e+03 5.917926100754046440e+07 1.630050796332817059e+06 9.176096994405239820e+06 1.753626627499663038e+06 -8.943093105988509953e+06 2.851228252996396273e+07 -1.001194678052019887e+07 -9.077421425947438180e+07
-1.354511880885436432e+06 4.064639906677880936e+04 -1.789870855746096373e+08 -7.753291448752957396e+06 -4.783782135561899096e+07 -8.943093105988509953e+06 5.154296217750045657e+07 -1.536790509480759203e+08 4.951466368302556872e+07 4.468930329349408746e+08
3.349612111351207364e+06 -8.568989717342452786e+04 2.794487689931250811e+08 2.413063374278846756e+07 1.674693745449604988e+08 2.851228252996396273e+07 -1.536790509480759203e+08 6.964694803608592749e+08 -1.640024425971668661e+08 -1.326229069656653166e+09
-1.149887702826142544e+06 2.991862588439401225e+04 -3.736609510352171063e+08 -9.377631631346169859e+06 -5.986340486926386505e+07 -1.001194678052019887e+07 4.951466368302556872e+07 -1.640024425971668661e+08 6.135785982367406040e+07 5.064971128249294758e+08
-1.326191622821247764e+07 3.617024825318959774e+05 -5.053387916131368637e+09 -9.122605638353925943e+07 -4.086959269010637403e+08 -9.077421425947438180e+07 4.468930329349408746e+08 -1.326229069656653166e+09 5.064971128249294758e+08 5.123994757681029320e+09
