# A_ksz logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.195123835833939910e+07 1.465853997055567428e+07 6.461926292181490680e+03 -2.238800047648936044e+06 4.066581362872693688e+07 -2.664577236525593325e+06 1.886550864838506654e+07 -1.305993866943203658e+08 1.507944465106702149e+08 -1.322670920351523533e+07 -4.056125737135253102e+07
1.465853997055567428e+07 1.715043966913148388e+07 2.215763680975432635e+03 -2.078449509851897834e+06 1.571555250555613637e+07 -3.026689056615071371e+06 2.095788773972239718e+07 2.895706936293613538e+07 1.338274328654492199e+08 -1.963329698859212548e+07 -5.740756579537241906e+07
6.461926292181490680e+03 2.215763680975432635e+03 1.880977999415764490e+00 -3.539205926396988389e+02 9.786792568564003886e+03 -4.088362477317528487e+02 2.985267211019142906e+03 -2.460100325647222780e+04 2.418494395466167771e+04 -1.864454254112927174e+03 -5.850365973833670978e+03
-2.238800047648936044e+06 -2.078449509851897834e+06 -3.539205926396988389e+02 4.352998694411282195e+05 -2.466753133852158207e+06 4.581340074918218306e+05 -2.723912090250513516e+06 2.736399206464760005e+07 -2.841860017794874310e+07 1.155693627446582774e+06 6.378475488951423205e+06
4.066581362872693688e+07 1.571555250555613637e+07 9.786792568564003886e+03 -2.466753133852158207e+06 5.690074627058213949e+07 -2.861258197814096697e+06 2.069927579154866934e+07 -1.673684095675275624e+08 1.674580739107431173e+08 -1.360080653818520717e+07 -4.154796518149730563e+07
-2.664577236525593325e+06 -3.026689056615071371e+06 -4.088362477317528487e+02 4.581340074918218306e+05 -2.861258197814096697e+06 6.148497423102011671e+05 -3.976728532558870502e+06 -3.238824726811873843e+05 -3.019297225213844329e+07 2.845528309258584864e+06 1.068796358955208771e+07
1.886550864838506654e+07 2.095788773972239718e+07 2.985267211019142906e+03 -2.723912090250513516e+06 2.069927579154866934e+07 -3.976728532558870502e+06 2.737075509305557609e+07 5.146877541565806419e+07 1.794309909015233517e+08 -2.269879510418954864e+07 -7.472035105143007636e+07
-1.305993866943203658e+08 2.895706936293613538e+07 -2.460100325647222780e+04 2.736399206464760005e+07 -1.673684095675275624e+08 -3.238824726811873843e+05 5.146877541565806419e+07 1.069143716098693466e+10 -1.780577057541897774e+09 -2.404924111506655812e+08 -4.949734182063665390e+08
1.507944465106702149e+08 1.338274328654492199e+08 2.418494395466167771e+04 -2.841860017794874310e+07 1.674580739107431173e+08 -3.019297225213844329e+07 1.794309909015233517e+08 -1.780577057541897774e+09 1.882454010504626274e+09 -7.078249948918668926e+07 -3.842236301764358282e+08
-1.322670920351523533e+07 -1.963329698859212548e+07 -1.864454254112927174e+03 1.155693627446582774e+06 -1.360080653818520717e+07 2.845528309258584864e+06 -2.269879510418954864e+07 -2.404924111506655812e+08 -7.078249948918668926e+07 3.072098006644721329e+07 7.081903795019128919e+07
-4.056125737135253102e+07 -5.740756579537241906e+07 -5.850365973833670978e+03 6.378475488951423205e+06 -4.154796518149730563e+07 1.068796358955208771e+07 -7.472035105143007636e+07 -4.949734182063665390e+08 -3.842236301764358282e+08 7.081903795019128919e+07 5.958983359378284216e+08
