# A_ksz logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.173567973753997311e+07 1.459917982108030654e+07 1.114759176076773729e+05 -2.228931244399253745e+06 4.033696667143697292e+07 -2.654994464731471147e+06 1.878554755183593929e+07 -1.300455488461537361e+08 1.501706931136657000e+08 -1.317529131089437380e+07 -4.044025908968862146e+07
1.459917982108030654e+07 1.712816825335098803e+07 3.958276259383101569e+04 -2.074427247171424562e+06 1.563721483342785388e+07 -3.023089135957318824e+06 2.092855204207693785e+07 2.916469687345177680e+07 1.335809633043605685e+08 -1.961528586073114723e+07 -5.736522514447228611e+07
1.114759176076773729e+05 3.958276259383101569e+04 5.154567818849166088e+02 -6.326215969007623244e+03 1.656341625503986434e+05 -7.310672646873594203e+03 5.314611499001051561e+04 -4.379379649267499335e+05 4.318303983503321069e+05 -3.331964450680475420e+04 -1.048287237132401060e+05
-2.228931244399253745e+06 -2.074427247171424562e+06 -6.326215969007623244e+03 4.345317540374736418e+05 -2.453605052079100627e+06 4.574471086212441442e+05 -2.718502711666013114e+06 2.732214932161786780e+07 -2.837099652575078979e+07 1.152728891190563096e+06 6.370585022449611686e+06
4.033696667143697292e+07 1.563721483342785388e+07 1.656341625503986434e+05 -2.453605052079100627e+06 5.636555259084683657e+07 -2.848479488655835856e+06 2.059084270516624674e+07 -1.665928810437304080e+08 1.666183389335089028e+08 -1.353445757669050992e+07 -4.138973324374766648e+07
-2.654994464731471147e+06 -3.023089135957318824e+06 -7.310672646873594203e+03 4.574471086212441442e+05 -2.848479488655835856e+06 6.142701085982583463e+05 -3.971924918393270578e+06 -3.588341053883806453e+05 -3.015140970382267237e+07 2.842790434851588681e+06 1.068168535825136490e+07
1.878554755183593929e+07 2.092855204207693785e+07 5.314611499001051561e+04 -2.718502711666013114e+06 2.059084270516624674e+07 -3.971924918393270578e+06 2.733149558333980665e+07 5.175578378145605326e+07 1.790982707107098699e+08 -2.267583872638551518e+07 -7.466512693593756855e+07
-1.300455488461537361e+08 2.916469687345177680e+07 -4.379379649267499335e+05 2.732214932161786780e+07 -1.665928810437304080e+08 -3.588341053883806453e+05 5.175578378145605326e+07 1.068926503400305176e+10 -1.778027247553367853e+09 -2.406358087580128312e+08 -4.953377248620511293e+08
1.501706931136657000e+08 1.335809633043605685e+08 4.318303983503321069e+05 -2.837099652575078979e+07 1.666183389335089028e+08 -3.015140970382267237e+07 1.790982707107098699e+08 -1.778027247553367853e+09 1.879525454279599667e+09 -7.060232554177474976e+07 -3.837600197881475091e+08
-1.317529131089437380e+07 -1.961528586073114723e+07 -3.331964450680475420e+04 1.152728891190563096e+06 -1.353445757669050992e+07 2.842790434851588681e+06 -2.267583872638551518e+07 -2.406358087580128312e+08 -7.060232554177474976e+07 3.070459873785905167e+07 7.078460839132490754e+07
-4.044025908968862146e+07 -5.736522514447228611e+07 -1.048287237132401060e+05 6.370585022449611686e+06 -4.138973324374766648e+07 1.068168535825136490e+07 -7.466512693593756855e+07 -4.953377248620511293e+08 -3.837600197881475091e+08 7.078460839132490754e+07 5.958345828832767010e+08
