# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.135529203290547431e+07 -6.711807460749610327e+05 1.372821290565838292e+07 3.871699716045634123e+05 -2.360587026267798152e+06 3.977464307107222825e+07 -2.478645867428161670e+06 1.791329492323755845e+07 -1.451058869910987020e+08 1.455293532617006898e+08 -1.220860579699968547e+07 -3.696477440953736007e+07
-6.711807460749610327e+05 2.745852656702201784e+04 -5.059492577159279026e+05 -7.119275564587463123e+03 1.074774535036468733e+05 -7.443681277163587511e+05 1.067303500776947039e+05 -6.898238745529084699e+05 7.010156556681496091e+06 -6.700960241539459676e+06 3.218909399539805599e+05 1.453140823599739699e+06
1.372821290565838292e+07 -5.059492577159279026e+05 1.604244543957559019e+07 1.389326737114714051e+05 -2.050123262880472001e+06 1.467591351940197125e+07 -2.800528857381074224e+06 1.979873371526497975e+07 2.608289926589387655e+07 1.238287265246672034e+08 -1.873072081601132080e+07 -5.378313061517037451e+07
3.871699716045634123e+05 -7.119275564587463123e+03 1.389326737114714051e+05 5.623708807557155524e+03 -2.518513807324393201e+04 5.552323366348780692e+05 -2.535063103447686808e+04 1.866960420171380392e+05 -1.778106382574932883e+06 1.554127203749107895e+06 -1.151763094102163159e+05 -3.544964350066753686e+05
-2.360587026267798152e+06 1.074774535036468733e+05 -2.050123262880472001e+06 -2.518513807324393201e+04 4.624948975228629424e+05 -2.614150822151973844e+06 4.498715781898237183e+05 -2.745695069337108172e+06 2.991799739214016125e+07 -2.857538501708356291e+07 1.137307634200137109e+06 6.205339201258133166e+06
3.977464307107222825e+07 -7.443681277163587511e+05 1.467591351940197125e+07 5.552323366348780692e+05 -2.614150822151973844e+06 5.547814347163593769e+07 -2.645124548519583885e+06 1.950712872890542448e+07 -1.837106236817213297e+08 1.611147186539442539e+08 -1.246519059072914347e+07 -3.734874232483543456e+07
-2.478645867428161670e+06 1.067303500776947039e+05 -2.800528857381074224e+06 -2.535063103447686808e+04 4.498715781898237183e+05 -2.645124548519583885e+06 5.671191613724635681e+05 -3.737719438384907320e+06 -1.946680464634322561e+04 -2.798782720687972382e+07 2.680238301412015688e+06 9.954089492308201268e+06
1.791329492323755845e+07 -6.898238745529084699e+05 1.979873371526497975e+07 1.866960420171380392e+05 -2.745695069337108172e+06 1.950712872890542448e+07 -3.737719438384907320e+06 2.622677038928968087e+07 4.451909533267880976e+07 1.697445836531650424e+08 -2.175066830433002114e+07 -7.082949308759400249e+07
-1.451058869910987020e+08 7.010156556681496091e+06 2.608289926589387655e+07 -1.778106382574932883e+06 2.991799739214016125e+07 -1.837106236817213297e+08 -1.946680464634322561e+04 4.451909533267880976e+07 1.090379962430248260e+10 -1.839299556689039946e+09 -2.375087795446871519e+08 -4.936873277896580100e+08
1.455293532617006898e+08 -6.700960241539459676e+06 1.238287265246672034e+08 1.554127203749107895e+06 -2.857538501708356291e+07 1.611147186539442539e+08 -2.798782720687972382e+07 1.697445836531650424e+08 -1.839299556689039946e+09 1.789337612735192299e+09 -6.398892201682789624e+07 -3.500352212200198174e+08
-1.220860579699968547e+07 3.218909399539805599e+05 -1.873072081601132080e+07 -1.151763094102163159e+05 1.137307634200137109e+06 -1.246519059072914347e+07 2.680238301412015688e+06 -2.175066830433002114e+07 -2.375087795446871519e+08 -6.398892201682789624e+07 2.980291503109555691e+07 6.793311773958984017e+07
-3.696477440953736007e+07 1.453140823599739699e+06 -5.378313061517037451e+07 -3.544964350066753686e+05 6.205339201258133166e+06 -3.734874232483543456e+07 9.954089492308201268e+06 -7.082949308759400249e+07 -4.936873277896580100e+08 -3.500352212200198174e+08 6.793311773958984017e+07 5.844813283756083250e+08
