# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
4.847081692834738351e+04 -1.155530404265366727e+06 -6.544222743791502239e+01 2.218164173831721710e+05 2.280225281329539430e+05 -1.362085408434559358e+06 1.196681941349048726e+07 -1.332955923847329803e+07 8.703783137333778432e+05 3.361639230700858403e+06
-1.155530404265366727e+06 6.146184907021488249e+07 1.249397072166731277e+03 -9.398872975878922269e+06 -1.002980472553684376e+07 4.965332979375544935e+07 -3.747805789119634032e+08 5.077232144632759094e+08 -5.994305262763183564e+07 -1.642197199241348803e+08
-6.544222743791502239e+01 1.249397072166731277e+03 1.318241632943180086e-01 -2.431252425293563988e+02 -2.486230320902172934e+02 1.701714831089259860e+03 -1.492445048913625760e+04 1.509172906610936479e+04 -9.339507103553248726e+02 -3.551271676444417153e+03
2.218164173831721710e+05 -9.398872975878922269e+06 -2.431252425293563988e+02 1.655898859076874331e+06 1.633026714390848298e+06 -7.781897684415260330e+06 9.356923929272402823e+07 -9.144378049665904045e+07 7.794433388694073074e+06 2.414284029390940443e+07
2.280225281329539430e+05 -1.002980472553684376e+07 -2.486230320902172934e+02 1.633026714390848298e+06 1.757443285299878567e+06 -8.966944559921188280e+06 5.938823295563814044e+07 -9.102800143370226026e+07 9.189405345056781545e+06 2.858153683125444874e+07
-1.362085408434559358e+06 4.965332979375544935e+07 1.701714831089259860e+03 -7.781897684415260330e+06 -8.966944559921188280e+06 5.172914612735406309e+07 -1.805351634506175220e+08 4.485407475340093374e+08 -4.794219042377116531e+07 -1.539644023196161091e+08
1.196681941349048726e+07 -3.747805789119634032e+08 -1.492445048913625760e+04 9.356923929272402823e+07 5.938823295563814044e+07 -1.805351634506175220e+08 1.538549565465110970e+10 -5.067825376573901176e+09 1.313716963190989345e+08 2.822690624784551859e+08
-1.332955923847329803e+07 5.077232144632759094e+08 1.509172906610936479e+04 -9.144378049665904045e+07 -9.102800143370226026e+07 4.485407475340093374e+08 -5.067825376573901176e+09 5.140849723985801697e+09 -4.095964130952486992e+08 -1.330511341068986416e+09
8.703783137333778432e+05 -5.994305262763183564e+07 -9.339507103553248726e+02 7.794433388694073074e+06 9.189405345056781545e+06 -4.794219042377116531e+07 1.313716963190989345e+08 -4.095964130952486992e+08 6.718654608311606944e+07 1.676355864292841256e+08
3.361639230700858403e+06 -1.642197199241348803e+08 -3.551271676444417153e+03 2.414284029390940443e+07 2.858153683125444874e+07 -1.539644023196161091e+08 2.822690624784551859e+08 -1.330511341068986416e+09 1.676355864292841256e+08 6.983543326951651573e+08
