# HMCode_logT_AGN A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
2.764124432519952825e+04 -6.797218220659084618e+05 -9.984242071527773987e+00 7.050121085924773477e+06 1.081767765654999967e+05 3.243190379274887964e+05 1.072880511857293168e+05 -6.943167638318547979e+05 1.459346359659932554e+06 -5.092669363607934793e+05 -6.740882649111422710e+06 -7.556586523456004215e+05
-6.797218220659084618e+05 3.197442916946283355e+07 6.049044589104171337e+02 -1.470195438472529650e+08 -2.392832331793442834e+06 -1.235325507451220602e+07 -2.506025960151548032e+06 1.814336278714041039e+07 -3.729748877201255411e+07 1.389938789404262975e+07 1.473792991430245042e+08 4.070149657679442316e+07
-9.984242071527773987e+00 6.049044589104171337e+02 2.045823970924314644e-02 -2.417546153247481925e+03 -3.551307850937566712e+01 -1.623281744600945160e+02 -3.588970553455666135e+01 2.654791352059749556e+02 -5.050429317241112130e+02 1.959101471806122277e+02 2.190167517820890225e+03 9.390898599149655865e+02
7.050121085924773477e+06 -1.470195438472529650e+08 -2.417546153247481925e+03 1.091222323920152855e+10 3.008594296840438992e+07 -2.370249045862708092e+08 8.546918335909629241e+04 4.354441675839567184e+07 -4.930078684618593454e+08 2.537922975627609342e+07 -1.847404276454480410e+09 -1.863560463068599105e+08
1.081767765654999967e+05 -2.392832331793442834e+06 -3.551307850937566712e+01 3.008594296840438992e+07 4.644084793915901682e+05 1.146445103187973145e+06 4.527762793706699158e+05 -2.762802774619290140e+06 6.262456151739112101e+06 -2.062728231574587990e+06 -2.876723505017903447e+07 -2.657038302197042387e+06
3.243190379274887964e+05 -1.235325507451220602e+07 -1.623281744600945160e+02 -2.370249045862708092e+08 1.146445103187973145e+06 2.984692386569325253e+07 2.687749215016891249e+06 -2.181416374864404276e+07 6.802479832681889832e+07 -1.878018833404680341e+07 -6.450053580644869059e+07 -1.264995004731413536e+07
1.072880511857293168e+05 -2.506025960151548032e+06 -3.588970553455666135e+01 8.546918335909629241e+04 4.527762793706699158e+05 2.687749215016891249e+06 5.679656879025433445e+05 -3.751287785060940310e+06 9.937338849076207727e+06 -2.810633002556232270e+06 -2.806811934862332791e+07 -2.681277228522907477e+06
-6.943167638318547979e+05 1.814336278714041039e+07 2.654791352059749556e+02 4.354441675839567184e+07 -2.762802774619290140e+06 -2.181416374864404276e+07 -3.751287785060940310e+06 2.633859551652573049e+07 -7.098057022151716053e+07 1.988185214427595958e+07 1.707155577563420832e+08 1.981527014237971976e+07
1.459346359659932554e+06 -3.729748877201255411e+07 -5.050429317241112130e+02 -4.930078684618593454e+08 6.262456151739112101e+06 6.802479832681889832e+07 9.937338849076207727e+06 -7.098057022151716053e+07 5.831645548392004967e+08 -5.389854593013188988e+07 -3.496110369118118882e+08 -3.777688975248226523e+07
-5.092669363607934793e+05 1.389938789404262975e+07 1.959101471806122277e+02 2.537922975627609342e+07 -2.062728231574587990e+06 -1.878018833404680341e+07 -2.810633002556232270e+06 1.988185214427595958e+07 -5.389854593013188988e+07 1.610504108492013067e+07 1.245429240807955265e+08 1.490024435597985610e+07
-6.740882649111422710e+06 1.473792991430245042e+08 2.190167517820890225e+03 -1.847404276454480410e+09 -2.876723505017903447e+07 -6.450053580644869059e+07 -2.806811934862332791e+07 1.707155577563420832e+08 -3.496110369118118882e+08 1.245429240807955265e+08 1.796023905847925186e+09 1.635830726406727433e+08
-7.556586523456004215e+05 4.070149657679442316e+07 9.390898599149655865e+02 -1.863560463068599105e+08 -2.657038302197042387e+06 -1.264995004731413536e+07 -2.681277228522907477e+06 1.981527014237971976e+07 -3.777688975248226523e+07 1.490024435597985610e+07 1.635830726406727433e+08 5.695936425378286839e+07
