# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
4.850077815785809798e+04 -1.156069183814724907e+06 -6.052144274751985797e+00 2.219276608282228408e+05 2.281169878110234276e+05 -1.362809971110940445e+06 1.197284864565387554e+07 -1.333603213639589213e+07 8.707782720654461300e+05 3.362788289444098715e+06
-1.156069183814724907e+06 6.147154752616205066e+07 1.149410263687591964e+02 -9.400848987450238317e+06 -1.003146680692746304e+07 4.966627677331632376e+07 -3.748850208150591850e+08 5.078378659531043768e+08 -5.995048737313094735e+07 -1.642399049428856671e+08
-6.052144274751985797e+00 1.149410263687591964e+02 1.199803083997936148e-03 -2.232451306593584661e+01 -2.277972026905926839e+01 1.570162459291966286e+02 -1.388985102252425122e+03 1.386179802624850026e+03 -8.620386748359548790e+01 -3.242459825911645908e+02
2.219276608282228408e+05 -9.400848987450238317e+06 -2.232451306593584661e+01 1.656308831759159919e+06 1.633373804327264428e+06 -7.784561187332216650e+06 9.359140567401526868e+07 -9.146770584711740911e+07 7.795893934989134781e+06 2.414704634446173161e+07
2.281169878110234276e+05 -1.003146680692746304e+07 -2.277972026905926839e+01 1.633373804327264428e+06 1.757725164310964290e+06 -8.969166378682430834e+06 5.940642897565667331e+07 -9.104796950684773922e+07 9.190646180534828454e+06 2.858481407339976355e+07
-1.362809971110940445e+06 4.966627677331632376e+07 1.570162459291966286e+02 -7.784561187332216650e+06 -8.969166378682430834e+06 5.174653740177955478e+07 -1.806794824783670008e+08 4.486949948685516119e+08 -4.795194713036102057e+07 -1.539909384359377325e+08
1.197284864565387554e+07 -3.748850208150591850e+08 -1.388985102252425122e+03 9.359140567401526868e+07 5.940642897565667331e+07 -1.806794824783670008e+08 1.538668144511429024e+10 -5.069111784260993958e+09 1.314468395816744864e+08 2.824805820279775858e+08
-1.333603213639589213e+07 5.078378659531043768e+08 1.386179802624850026e+03 -9.146770584711740911e+07 -9.104796950684773922e+07 4.486949948685516119e+08 -5.069111784260993958e+09 5.142239091378683090e+09 -4.096807974128304124e+08 -1.330749471862323999e+09
8.707782720654461300e+05 -5.995048737313094735e+07 -8.620386748359548790e+01 7.795893934989134781e+06 9.190646180534828454e+06 -4.795194713036102057e+07 1.314468395816744864e+08 -4.096807974128304124e+08 6.719257693728999794e+07 1.676510475163792074e+08
3.362788289444098715e+06 -1.642399049428856671e+08 -3.242459825911645908e+02 2.414704634446173161e+07 2.858481407339976355e+07 -1.539909384359377325e+08 2.824805820279775858e+08 -1.330749471862323999e+09 1.676510475163792074e+08 6.983912710031449795e+08
