# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
4.816438158966975607e+04 -1.149887702826142544e+06 -1.561889849571078003e+03 2.206461144357897865e+05 2.270326628483692184e+05 -1.354511880885436432e+06 1.190391445017784089e+07 -1.326191622821247764e+07 8.661996095083957771e+05 3.349612111351207364e+06
-1.149887702826142544e+06 6.135785982367406040e+07 2.991862588439401225e+04 -9.377631631346169859e+06 -1.001194678052019887e+07 4.951466368302556872e+07 -3.736609510352171063e+08 5.064971128249294758e+08 -5.986340486926386505e+07 -1.640024425971668661e+08
-1.561889849571078003e+03 2.991862588439401225e+04 7.130403894890521599e+01 -5.824390649199120162e+03 -5.975554284953916067e+03 4.064639906677880936e+04 -3.543972641860678559e+05 3.617024825318959774e+05 -2.233243662193201453e+04 -8.568989717342452786e+04
2.206461144357897865e+05 -9.377631631346169859e+06 -5.824390649199120162e+03 1.651479579351782799e+06 1.629285269776508678e+06 -7.753291448752957396e+06 9.333070765865387022e+07 -9.118705368702815473e+07 7.778761963351302780e+06 2.409741037693805620e+07
2.270326628483692184e+05 -1.001194678052019887e+07 -5.975554284953916067e+03 1.629285269776508678e+06 1.754407128725968301e+06 -8.943093105988509953e+06 5.919242649700356275e+07 -9.081398032095712423e+07 9.176096994405239820e+06 2.854618127730517462e+07
-1.354511880885436432e+06 4.951466368302556872e+07 4.064639906677880936e+04 -7.753291448752957396e+06 -8.943093105988509953e+06 5.154296217750045657e+07 -1.789870855746096373e+08 4.468930329349408746e+08 -4.783782135561899096e+07 -1.536790509480759203e+08
1.190391445017784089e+07 -3.736609510352171063e+08 -3.543972641860678559e+05 9.333070765865387022e+07 5.919242649700356275e+07 -1.789870855746096373e+08 1.537271648640469360e+10 -5.054058163540445328e+09 1.305687109541130066e+08 2.799888440359727144e+08
-1.326191622821247764e+07 5.064971128249294758e+08 3.617024825318959774e+05 -9.118705368702815473e+07 -9.081398032095712423e+07 4.468930329349408746e+08 -5.054058163540445328e+09 5.126020817939790726e+09 -4.086959269010637403e+08 -1.327956411913018465e+09
8.661996095083957771e+05 -5.986340486926386505e+07 -2.233243662193201453e+04 7.778761963351302780e+06 9.176096994405239820e+06 -4.783782135561899096e+07 1.305687109541130066e+08 -4.086959269010637403e+08 6.712188798977366090e+07 1.674693745449604988e+08
3.349612111351207364e+06 -1.640024425971668661e+08 -8.568989717342452786e+04 2.409741037693805620e+07 2.854618127730517462e+07 -1.536790509480759203e+08 2.799888440359727144e+08 -1.327956411913018465e+09 1.674693745449604988e+08 6.979551415205606222e+08
