# HMCode_logT_AGN A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
4.850333395465058857e+04 -8.947361396261136979e+05 -1.270000162938635668e+01 1.197334865578352287e+07 2.219368269992574642e+05 8.708113937993306899e+05 2.281246854037096491e+05 -1.362869950995227788e+06 3.362880696319048759e+06 -1.156113583296546480e+06 -1.333656470229467005e+07 -9.268576068070903420e+05
-8.947361396261136979e+05 3.197442916946283728e+07 6.178290388720972715e+02 -1.876254446575235128e+08 -3.109007273233587388e+06 -1.377441843047141470e+07 -3.244538883434401359e+06 2.329253243478605524e+07 -4.759679727261248976e+07 1.687980551343591139e+07 1.939166522946757376e+08 4.070149657679443061e+07
-1.270000162938635668e+01 6.178290388720972715e+02 2.075763564100539804e-02 -2.907865261890541206e+03 -4.469730918880383541e+01 -1.863106058339298841e+02 -4.552270537060566369e+01 3.327749869066482233e+02 -6.437014494520446988e+02 2.371204045609775619e+02 2.782187067586427020e+03 9.512865634341377472e+02
1.197334865578352287e+07 -1.876254446575235128e+08 -2.907865261890541206e+03 1.538647921208809090e+10 9.360616463008362055e+07 1.314529635486525744e+08 5.939470753634367138e+07 -1.806910646355296373e+08 2.819570099328988791e+08 -3.748934564523859620e+08 -5.068544707136700630e+09 -2.185010780912834108e+08
2.219368269992574642e+05 -3.109007273233587388e+06 -4.469730918880383541e+01 9.360616463008362055e+07 1.655591300414147787e+06 7.796013188613998704e+06 1.634167168246750720e+06 -7.784776831770921126e+06 2.418060257964104041e+07 -9.401009575557099655e+06 -9.150864087925751507e+07 -3.164375977486226708e+06
8.708113937993306899e+05 -1.377441843047141470e+07 -1.863106058339298841e+02 1.314529635486525744e+08 7.796013188613998704e+06 6.719306632115775347e+07 9.190745849607868120e+06 -4.795273717292399704e+07 1.676522684254208803e+08 -5.995109162733678520e+07 -4.096876385941994190e+08 -1.337633718122227676e+07
2.281246854037096491e+05 -3.244538883434401359e+06 -4.552270537060566369e+01 5.939470753634367138e+07 1.634167168246750720e+06 9.190745849607868120e+06 1.756966739321288187e+06 -8.969343469132198021e+06 2.855116539188469201e+07 -1.003159966897957772e+07 -9.100978817576022446e+07 -3.195024436936231330e+06
-1.362869950995227788e+06 2.329253243478605524e+07 3.327749869066482233e+02 -1.806910646355296373e+08 -7.784776831770921126e+06 -4.795273717292399704e+07 -8.969343469132198021e+06 5.174793801540315151e+07 -1.539930200798350573e+08 4.966732251069501042e+07 4.487074133519851565e+08 2.368699263439936936e+07
3.362880696319048759e+06 -4.759679727261248976e+07 -6.437014494520446988e+02 2.819570099328988791e+08 2.418060257964104041e+07 1.676522684254208803e+08 2.855116539188469201e+07 -1.539930200798350573e+08 6.969082945973668098e+08 -1.642414918270340562e+08 -1.329040689388387203e+09 -4.456216462685869634e+07
-1.156113583296546480e+06 1.687980551343591139e+07 2.371204045609775619e+02 -3.748934564523859620e+08 -9.401009575557099655e+06 -5.995109162733678520e+07 -1.003159966897957772e+07 4.966732251069501042e+07 -1.642414918270340562e+08 6.147233376417072117e+07 5.078471114993788600e+08 1.686046284562022239e+07
-1.333656470229467005e+07 1.939166522946757376e+08 2.782187067586427020e+03 -5.068544707136700630e+09 -9.150864087925751507e+07 -4.096876385941994190e+08 -9.100978817576022446e+07 4.487074133519851565e+08 -1.329040689388387203e+09 5.078471114993788600e+08 5.140324411859969139e+09 1.974048673129663765e+08
-9.268576068070903420e+05 4.070149657679443061e+07 9.512865634341377472e+02 -2.185010780912834108e+08 -3.164375977486226708e+06 -1.337633718122227676e+07 -3.195024436936231330e+06 2.368699263439936936e+07 -4.456216462685869634e+07 1.686046284562022239e+07 1.974048673129663765e+08 5.695936425378286839e+07
