# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
2.763072666966307224e+04 -5.090806564981635311e+05 -2.227959906936783341e+01 1.081379328517546819e+05 1.072568241775639472e+05 -6.940650802234406583e+05 7.047886531442883424e+06 -6.738647129920203239e+06 3.241813465269322623e+05 1.458996176156050293e+06
-5.090806564981635311e+05 1.610163068838236481e+07 4.168932724467222215e+02 -2.062044959990464384e+06 -2.810084248677830677e+06 1.987733511762496829e+07 2.541734281854588911e+07 1.245039441874795258e+08 -1.877748620342688262e+07 -5.389227742090804875e+07
-2.227959906936783341e+01 4.168932724467222215e+02 2.751102684707795384e-02 -8.142794495799471122e+01 -8.096919364449986745e+01 5.682407778773558675e+02 -5.643692991928262018e+03 5.052579758965537621e+03 -3.096739594503640660e+02 -1.108204748417477276e+03
1.081379328517546819e+05 -2.062044959990464384e+06 -8.142794495799471122e+01 4.650158640791138751e+05 4.518954253108195844e+05 -2.761878068966044579e+06 3.006465096032052487e+07 -2.871995723279542476e+07 1.145946481914807577e+06 6.227944335000927560e+06
1.072568241775639472e+05 -2.810084248677830677e+06 -8.096919364449986745e+01 4.518954253108195844e+05 5.686582932838072302e+05 -3.750553331752702594e+06 9.228670650472221314e+04 -2.810136764665941149e+07 2.687338668580051977e+06 9.970310268913064152e+06
-6.940650802234406583e+05 1.987733511762496829e+07 5.682407778773558675e+02 -2.761878068966044579e+06 -3.750553331752702594e+06 2.633253697746522725e+07 4.359694867506285757e+07 1.706627255673369467e+08 -2.181070086343718320e+07 -7.097239263113902509e+07
7.047886531442883424e+06 2.541734281854588911e+07 -5.643692991928262018e+03 3.006465096032052487e+07 9.228670650472221314e+04 4.359694867506285757e+07 1.091205603005621529e+10 -1.847600335769798279e+09 -2.370513969914013445e+08 -4.925334288083130121e+08
-6.738647129920203239e+06 1.245039441874795258e+08 5.052579758965537621e+03 -2.871995723279542476e+07 -2.810136764665941149e+07 1.706627255673369467e+08 -1.847600335769798279e+09 1.797575377329985142e+09 -6.447237539160630852e+07 -3.512674659452176690e+08
3.241813465269322623e+05 -1.877748620342688262e+07 -3.096739594503640660e+02 1.145946481914807577e+06 2.687338668580051977e+06 -2.181070086343718320e+07 -2.370513969914013445e+08 -6.447237539160630852e+07 2.984452867660510913e+07 6.801979878227835894e+07
1.458996176156050293e+06 -5.389227742090804875e+07 -1.108204748417477276e+03 6.227944335000927560e+06 9.970310268913064152e+06 -7.097239263113902509e+07 -4.925334288083130121e+08 -3.512674659452176690e+08 6.801979878227835894e+07 5.846410890124285221e+08
