# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.195123835833939910e+07 -6.794024808246666798e+05 1.389332829879179411e+07 6.442023183663973214e+03 -2.391696857198833488e+06 4.066581362872693688e+07 -2.505050586908166762e+06 1.813525116115547344e+07 -1.469514356800065041e+08 1.473131505376823246e+08 -1.234815271699263901e+07 -3.728554850055559725e+07
-6.794024808246666798e+05 2.763445675302950985e+04 -5.091487670102389529e+05 -1.078545129010427672e+02 1.081522379572162317e+05 -7.552262132321224781e+05 1.072680735281199886e+05 -6.941573618004391901e+05 7.048693465344426222e+06 -6.739458385367432609e+06 3.242317520379876369e+05 1.459119303654281190e+06
1.389332829879179411e+07 -5.091487670102389529e+05 1.610291906111402437e+07 2.096584628342356154e+03 -2.062304712941284291e+06 1.489214726009764709e+07 -2.810289803823458031e+06 1.987904717926687002e+07 2.540305058223987371e+07 1.245185794049932808e+08 -1.877850649095375836e+07 -5.389458956745456159e+07
6.442023183663973214e+03 -1.078545129010427672e+02 2.096584628342356154e+03 1.876313050845855646e+00 -3.816524643963703056e+02 9.765085689102921606e+03 -3.813918210963059323e+02 2.840074756296314717e+03 -2.722361598934102949e+04 2.352001120979806001e+04 -1.727958047062529658e+03 -5.279431289495253623e+03
-2.391696857198833488e+06 1.081522379572162317e+05 -2.062304712941284291e+06 -3.816524643963703056e+02 4.650707116758538177e+05 -2.655500105577856302e+06 4.519389490478166845e+05 -2.762230672824796755e+06 3.006779244641001150e+07 -2.872308422011843696e+07 1.146136020284711616e+06 6.228424159183432348e+06
4.066581362872693688e+07 -7.552262132321224781e+05 1.489214726009764709e+07 9.765085689102921606e+03 -2.655500105577856302e+06 5.690074627058213949e+07 -2.679963197373899166e+06 1.980420945024655759e+07 -1.862602506882060766e+08 1.634930838059192896e+08 -1.264330287356979959e+07 -3.776117152822656184e+07
-2.505050586908166762e+06 1.072680735281199886e+05 -2.810289803823458031e+06 -3.813918210963059323e+02 4.519389490478166845e+05 -2.679963197373899166e+06 5.686907817138140090e+05 -3.750829413815372624e+06 9.463762939330004156e+04 -2.810378869196470827e+07 2.687492533304162789e+06 9.970644522785300389e+06
1.813525116115547344e+07 -6.941573618004391901e+05 1.987904717926687002e+07 2.840074756296314717e+03 -2.762230672824796755e+06 1.980420945024655759e+07 -3.750829413815372624e+06 2.633484132242894173e+07 4.357717381903696805e+07 1.706826248441179395e+08 -2.181201293330319971e+07 -7.097541916549134254e+07
-1.469514356800065041e+08 7.048693465344426222e+06 2.540305058223987371e+07 -2.722361598934102949e+04 3.006779244641001150e+07 -1.862602506882060766e+08 9.463762939330004156e+04 4.357717381903696805e+07 1.091222838929652596e+10 -1.847776744756631374e+09 -2.370414540217003226e+08 -4.925096961551686525e+08
1.473131505376823246e+08 -6.739458385367432609e+06 1.245185794049932808e+08 2.352001120979806001e+04 -2.872308422011843696e+07 1.634930838059192896e+08 -2.810378869196470827e+07 1.706826248441179395e+08 -1.847776744756631374e+09 1.797752311054553032e+09 -6.448295204669209570e+07 -3.512932997368752956e+08
-1.234815271699263901e+07 3.242317520379876369e+05 -1.877850649095375836e+07 -1.727958047062529658e+03 1.146136020284711616e+06 -1.264330287356979959e+07 2.687492533304162789e+06 -2.181201293330319971e+07 -2.370414540217003226e+08 -6.448295204669209570e+07 2.984543197328745574e+07 6.802164715102010965e+07
-3.728554850055559725e+07 1.459119303654281190e+06 -5.389458956745456159e+07 -5.279431289495253623e+03 6.228424159183432348e+06 -3.776117152822656184e+07 9.970644522785300389e+06 -7.097541916549134254e+07 -4.925096961551686525e+08 -3.512932997368752956e+08 6.802164715102010965e+07 5.846442299602664709e+08
