# HMCode_logT_AGN logA mnu nnu ns ombh2 omch2 tau theta
2.764365545789850512e+04 -5.093085974769156892e+05 1.081853576977360790e+05 1.072951372629731632e+05 -6.943726533390695695e+05 7.050626595746809617e+06 -6.741386557964378968e+06 3.243497426804303541e+05 1.459427740374243353e+06
-5.093085974769156892e+05 1.610578178913627379e+07 -2.062875076894785045e+06 -2.810753650163537823e+06 1.988282482671537995e+07 2.537088578849133104e+07 1.245514701353126019e+08 -1.878077270827438310e+07 -5.389994982901228219e+07
1.081853576977360790e+05 -2.062875076894785045e+06 4.651898962892206036e+05 4.520357748514880077e+05 -2.762999804174607154e+06 3.007476706654377654e+07 -2.873002457857934013e+07 1.146551946047657402e+06 6.229517004040015861e+06
1.072951372629731632e+05 -2.810753650163537823e+06 4.520357748514880077e+05 5.687658473089885665e+05 -3.751447749702747446e+06 1.000457203285703872e+05 -2.810933335437191278e+07 2.687839079000488389e+06 9.971451320748675615e+06
-6.943726533390695695e+05 1.988282482671537995e+07 -2.762999804174607154e+06 -3.751447749702747446e+06 2.633988705791725963e+07 4.353305099008506536e+07 1.707270413613275588e+08 -2.181490624563319981e+07 -7.098238511620840430e+07
7.050626595746809617e+06 2.537088578849133104e+07 3.007476706654377654e+07 1.000457203285703872e+05 4.353305099008506536e+07 1.091262284850966454e+10 -1.848179318508815050e+09 -2.370191258697578609e+08 -4.924527610444280505e+08
-6.741386557964378968e+06 1.245514701353126019e+08 -2.873002457857934013e+07 -2.810933335437191278e+07 1.707270413613275588e+08 -1.848179318508815050e+09 1.798154861642597437e+09 -6.450669297423642874e+07 -3.513545116302086711e+08
3.243497426804303541e+05 -1.878077270827438310e+07 1.146551946047657402e+06 2.687839079000488389e+06 -2.181490624563319981e+07 -2.370191258697578609e+08 -6.450669297423642874e+07 2.984743918080011383e+07 6.802590873564395308e+07
1.459427740374243353e+06 -5.389994982901228219e+07 6.229517004040015861e+06 9.971451320748675615e+06 -7.098238511620840430e+07 -4.924527610444280505e+08 -3.513545116302086711e+08 6.802590873564395308e+07 5.846524218202486038e+08
