# HMCode_logT_AGN A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
4.681597859112878359e+04 -8.461409578071383294e+05 -6.491763525517974631e+04 1.161572760580012202e+07 2.152507835689641943e+05 8.471332132958770962e+05 2.224616138168034377e+05 -1.319909339895547600e+06 3.293879645558277145e+06 -1.123978645664106356e+06 -1.295197552120849304e+07 -8.694069517206239980e+05
-8.461409578071383294e+05 2.961862924362123758e+07 2.385361796766227111e+06 -1.766036339319202602e+08 -2.920210155736643821e+06 -1.302660412064987607e+07 -3.084681633092882112e+06 2.197139170827735960e+07 -4.568049437646605074e+07 1.593008486458138190e+07 1.830577868307048380e+08 3.737489561677531153e+07
-6.491763525517974631e+04 2.385361796766227111e+06 1.973254819438850973e+05 -1.470136027087186649e+07 -2.259381086176892277e+05 -9.481179461415213300e+05 -2.336808203503187979e+05 1.664988024612936424e+06 -3.357237996386473067e+06 1.202927623794008279e+06 1.414741551063687168e+07 3.145159989437135402e+06
1.161572760580012202e+07 -1.766036339319202602e+08 -1.470136027087186649e+07 1.531066658288992500e+10 9.220090225905059278e+07 1.267621406995801330e+08 5.823104747045455873e+07 -1.715884940047584176e+08 2.682771933231232762e+08 -3.683096088422795534e+08 -4.987572028951531410e+09 -2.047381388882661164e+08
2.152507835689641943e+05 -2.920210155736643821e+06 -2.259381086176892277e+05 9.220090225905059278e+07 1.629602866929698037e+06 7.704366458337190561e+06 1.612021631498278119e+06 -7.617091595759450458e+06 2.390974168955825642e+07 -9.276255572770848870e+06 -9.000143160034206510e+07 -2.938137865427425131e+06
8.471332132958770962e+05 -1.302660412064987607e+07 -9.481179461415213300e+05 1.267621406995801330e+08 7.704366458337190561e+06 6.681496856162655354e+07 9.112402573058500886e+06 -4.734335579707841575e+07 1.666660776410371065e+08 -5.948506870872018486e+07 -4.044342223566840291e+08 -1.249636958876957558e+07
2.224616138168034377e+05 -3.084681633092882112e+06 -2.336808203503187979e+05 5.823104747045455873e+07 1.612021631498278119e+06 9.112402573058500886e+06 1.738862963177494006e+06 -8.828574460138309747e+06 2.833853809471689910e+07 -9.926020076603569090e+06 -8.974578670843905210e+07 -3.006168309781826567e+06
-1.319909339895547600e+06 2.197139170827735960e+07 1.664988024612936424e+06 -1.715884940047584176e+08 -7.617091595759450458e+06 -4.734335579707841575e+07 -8.828574460138309747e+06 5.065978309667760879e+07 -1.522955927386380434e+08 4.885503002445462346e+07 4.390724374753063321e+08 2.208223308152923733e+07
3.293879645558277145e+06 -4.568049437646605074e+07 -3.357237996386473067e+06 2.682771933231232762e+08 2.390974168955825642e+07 1.666660776410371065e+08 2.833853809471689910e+07 -1.522955927386380434e+08 6.944792728022160530e+08 -1.629471002354937196e+08 -1.313846629574752092e+09 -4.237089214636994153e+07
-1.123978645664106356e+06 1.593008486458138190e+07 1.202927623794008279e+06 -3.683096088422795534e+08 -9.276255572770848870e+06 -5.948506870872018486e+07 -9.926020076603569090e+06 4.885503002445462346e+07 -1.629471002354937196e+08 6.086204843454443663e+07 5.006604748983017206e+08 1.572926825044029020e+07
-1.295197552120849304e+07 1.830577868307048380e+08 1.414741551063687168e+07 -4.987572028951531410e+09 -9.000143160034206510e+07 -4.044342223566840291e+08 -8.974578670843905210e+07 4.390724374753063321e+08 -1.313846629574752092e+09 5.006604748983017206e+08 5.053469199982038498e+09 1.844137427022801638e+08
-8.694069517206239980e+05 3.737489561677531153e+07 3.145159989437135402e+06 -2.047381388882661164e+08 -2.938137865427425131e+06 -1.249636958876957558e+07 -3.006168309781826567e+06 2.208223308152923733e+07 -4.237089214636994153e+07 1.572926825044029020e+07 1.844137427022801638e+08 5.190621919527257234e+07
