# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.197442916946283355e+07 -6.797218220659084618e+05 1.389938789404262975e+07 6.049044589104171337e+02 -2.392832331793442834e+06 4.070149657679442316e+07 -2.506025960151548032e+06 1.814336278714041039e+07 -1.470195438472529650e+08 1.473792991430245042e+08 -1.235325507451220602e+07 -3.729748877201255411e+07
-6.797218220659084618e+05 2.764124432519952825e+04 -5.092669363607934793e+05 -9.984242071527773987e+00 1.081767765654999967e+05 -7.556586523456004215e+05 1.072880511857293168e+05 -6.943167638318547979e+05 7.050121085924773477e+06 -6.740882649111422710e+06 3.243190379274887964e+05 1.459346359659932554e+06
1.389938789404262975e+07 -5.092669363607934793e+05 1.610504108492013067e+07 1.959101471806122277e+02 -2.062728231574587990e+06 1.490024435597985610e+07 -2.810633002556232270e+06 1.988185214427595958e+07 2.537922975627609342e+07 1.245429240807955265e+08 -1.878018833404680341e+07 -5.389854593013188988e+07
6.049044589104171337e+02 -9.984242071527773987e+00 1.959101471806122277e+02 2.045823970924314644e-02 -3.551307850937566712e+01 9.390898599149655865e+02 -3.588970553455666135e+01 2.654791352059749556e+02 -2.417546153247481925e+03 2.190167517820890225e+03 -1.623281744600945160e+02 -5.050429317241112130e+02
-2.392832331793442834e+06 1.081767765654999967e+05 -2.062728231574587990e+06 -3.551307850937566712e+01 4.651593653327116626e+05 -2.657038302197042387e+06 4.520107528143616510e+05 -2.762802774619290140e+06 3.007297074011230841e+07 -2.872823235366792977e+07 1.146445103187973145e+06 6.229232785888700746e+06
4.070149657679442316e+07 -7.556586523456004215e+05 1.490024435597985610e+07 9.390898599149655865e+02 -2.657038302197042387e+06 5.695936425378286839e+07 -2.681277228522907477e+06 1.981527014237971976e+07 -1.863560463068599105e+08 1.635830726406727433e+08 -1.264995004731413536e+07 -3.777688975248226523e+07
-2.506025960151548032e+06 1.072880511857293168e+05 -2.810633002556232270e+06 -3.588970553455666135e+01 4.520107528143616510e+05 -2.681277228522907477e+06 5.687461891288484912e+05 -3.751287785060940310e+06 9.863467282219554181e+04 -2.810788541010607779e+07 2.687749215016891249e+06 9.971237596417421475e+06
1.814336278714041039e+07 -6.943167638318547979e+05 1.988185214427595958e+07 2.654791352059749556e+02 -2.762802774619290140e+06 1.981527014237971976e+07 -3.751287785060940310e+06 2.633859551652573049e+07 4.354441675839567184e+07 1.707155577563420832e+08 -2.181416374864404276e+07 -7.098057022151716053e+07
-1.470195438472529650e+08 7.050121085924773477e+06 2.537922975627609342e+07 -2.417546153247481925e+03 3.007297074011230841e+07 -1.863560463068599105e+08 9.863467282219554181e+04 4.354441675839567184e+07 1.091252061140222359e+10 -1.848074523863557100e+09 -2.370249045862708092e+08 -4.924677934190117121e+08
1.473792991430245042e+08 -6.740882649111422710e+06 1.245429240807955265e+08 2.190167517820890225e+03 -2.872823235366792977e+07 1.635830726406727433e+08 -2.810788541010607779e+07 1.707155577563420832e+08 -1.848074523863557100e+09 1.798049966106686831e+09 -6.450053580644869059e+07 -3.513383791681771278e+08
-1.235325507451220602e+07 3.243190379274887964e+05 -1.878018833404680341e+07 -1.623281744600945160e+02 1.146445103187973145e+06 -1.264995004731413536e+07 2.687749215016891249e+06 -2.181416374864404276e+07 -2.370249045862708092e+08 -6.450053580644869059e+07 2.984692386569325253e+07 6.802479832681889832e+07
-3.729748877201255411e+07 1.459346359659932554e+06 -5.389854593013188988e+07 -5.050429317241112130e+02 6.229232785888700746e+06 -3.777688975248226523e+07 9.971237596417421475e+06 -7.098057022151716053e+07 -4.924677934190117121e+08 -3.513383791681771278e+08 6.802479832681889832e+07 5.846502159989018440e+08
