# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
2.764124432519954280e+04 -1.774702152720119663e+00 7.050121085924774408e+06 1.081767765655000112e+05 3.243190379274889128e+05 1.072880511857293459e+05 -6.943167638318550307e+05 1.459346359659933019e+06 -5.092669363607935957e+05 -6.740882649111423641e+06
-1.774702152720119663e+00 1.702398438775247784e-04 -4.514853932758054498e+02 -6.537689079440800910e+00 -2.413022783840074936e+01 -6.490654998970753375e+00 4.523071196209094325e+01 -8.856126089352619601e+01 3.309912585923333239e+01 4.059210525764510180e+02
7.050121085924774408e+06 -4.514853932758054498e+02 1.091222323920153046e+10 3.008594296840438247e+07 -2.370249045862708092e+08 8.546918335909262532e+04 4.354441675839570910e+07 -4.930078684618593454e+08 2.537922975627610087e+07 -1.847404276454480410e+09
1.081767765655000112e+05 -6.537689079440800910e+00 3.008594296840438247e+07 4.644084793915901100e+05 1.146445103187973844e+06 4.527762793706699740e+05 -2.762802774619290140e+06 6.262456151739113964e+06 -2.062728231574588222e+06 -2.876723505017903447e+07
3.243190379274889128e+05 -2.413022783840074936e+01 -2.370249045862708092e+08 1.146445103187973844e+06 2.984692386569325998e+07 2.687749215016891249e+06 -2.181416374864404649e+07 6.802479832681889832e+07 -1.878018833404680714e+07 -6.450053580644871294e+07
1.072880511857293459e+05 -6.490654998970753375e+00 8.546918335909262532e+04 4.527762793706699740e+05 2.687749215016891249e+06 5.679656879025433445e+05 -3.751287785060940776e+06 9.937338849076207727e+06 -2.810633002556232270e+06 -2.806811934862332791e+07
-6.943167638318550307e+05 4.523071196209094325e+01 4.354441675839570910e+07 -2.762802774619290140e+06 -2.181416374864404649e+07 -3.751287785060940776e+06 2.633859551652573049e+07 -7.098057022151716053e+07 1.988185214427595958e+07 1.707155577563421130e+08
1.459346359659933019e+06 -8.856126089352619601e+01 -4.930078684618593454e+08 6.262456151739113964e+06 6.802479832681889832e+07 9.937338849076207727e+06 -7.098057022151716053e+07 5.831645548392004967e+08 -5.389854593013190478e+07 -3.496110369118118882e+08
-5.092669363607935957e+05 3.309912585923333239e+01 2.537922975627610087e+07 -2.062728231574588222e+06 -1.878018833404680714e+07 -2.810633002556232270e+06 1.988185214427595958e+07 -5.389854593013190478e+07 1.610504108492013067e+07 1.245429240807955265e+08
-6.740882649111423641e+06 4.059210525764510180e+02 -1.847404276454480410e+09 -2.876723505017903447e+07 -6.450053580644871294e+07 -2.806811934862332791e+07 1.707155577563421130e+08 -3.496110369118118882e+08 1.245429240807955265e+08 1.796023905847925186e+09
