# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
4.849575289872500434e+04 -1.155980319100319175e+06 -1.224818408286531302e+01 2.219094110570893972e+05 2.281013180552673002e+05 -1.362690726232995512e+06 1.197184936320290342e+07 -1.333496134645001590e+07 8.707122493925947929e+05 3.362595803315711673e+06
-1.155980319100319175e+06 6.146998632676878572e+07 2.315007653028846164e+02 -9.400532049949692562e+06 -1.003119804727393016e+07 4.966419199320459366e+07 -3.748681369482062459e+08 5.078193122054888010e+08 -5.994929116728758067e+07 -1.642366199595834911e+08
-1.224818408286531302e+01 2.315007653028846164e+02 4.841063475777894996e-03 -4.504851897245026748e+01 -4.601668837391844136e+01 3.174277242012072406e+02 -2.792166171813888013e+03 2.800188629599526848e+03 -1.731723935012968809e+02 -6.555293140474216216e+02
2.219094110570893972e+05 -9.400532049949692562e+06 -4.504851897245026748e+01 1.656243300786843058e+06 1.633317940057086758e+06 -7.784134054358532652e+06 9.358783766637344658e+07 -9.146385106309647858e+07 7.795659704598943703e+06 2.414636574098397046e+07
2.281013180552673002e+05 -1.003119804727393016e+07 -4.601668837391844136e+01 1.633317940057086758e+06 1.757679318239581306e+06 -8.968807250294618309e+06 5.940347213889420778e+07 -9.104472305519279838e+07 9.190445579552639276e+06 2.858427601280196756e+07
-1.362690726232995512e+06 4.966419199320459366e+07 3.174277242012072406e+02 -7.784134054358532652e+06 -8.968807250294618309e+06 5.174374180545068532e+07 -1.806561657059751749e+08 4.486700561266965866e+08 -4.795037579710987955e+07 -1.539866208624046445e+08
1.197184936320290342e+07 -3.748681369482062459e+08 -2.792166171813888013e+03 9.358783766637344658e+07 5.940347213889420778e+07 -1.806561657059751749e+08 1.538648920664907455e+10 -5.068902773151920319e+09 1.314346945804988295e+08 2.824459096677957773e+08
-1.333496134645001590e+07 5.078193122054888010e+08 2.800188629599526848e+03 -9.146385106309647858e+07 -9.104472305519279838e+07 4.486700561266965866e+08 -5.068902773151920319e+09 5.142013293677417755e+09 -4.096671383316830993e+08 -1.330710453406112432e+09
8.707122493925947929e+05 -5.994929116728758067e+07 -1.731723935012968809e+02 7.795659704598943703e+06 9.190445579552639276e+06 -4.795037579710987955e+07 1.314346945804988295e+08 -4.096671383316830993e+08 6.719160751743271947e+07 1.676485330432850122e+08
3.362595803315711673e+06 -1.642366199595834911e+08 -6.555293140474216216e+02 2.414636574098397046e+07 2.858427601280196756e+07 -1.539866208624046445e+08 2.824459096677957773e+08 -1.330710453406112432e+09 1.676485330432850122e+08 6.983851099571077824e+08
