# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
2.764124432519954280e+04 -5.092669363607935957e+05 -1.774702152720119663e+00 1.081767765655000112e+05 1.072880511857293459e+05 -6.943167638318550307e+05 7.050121085924774408e+06 -6.740882649111423641e+06 3.243190379274889128e+05 1.459346359659933019e+06
-5.092669363607935957e+05 1.610504108492013067e+07 3.309912585923333239e+01 -2.062728231574588222e+06 -2.810633002556232270e+06 1.988185214427595958e+07 2.537922975627610087e+07 1.245429240807955265e+08 -1.878018833404680714e+07 -5.389854593013190478e+07
-1.774702152720119663e+00 3.309912585923333239e+01 1.702398438775247784e-04 -6.537689079440800910e+00 -6.490654998970753375e+00 4.523071196209094325e+01 -4.514853932758054498e+02 4.059210525764510180e+02 -2.413022783840074936e+01 -8.856126089352619601e+01
1.081767765655000112e+05 -2.062728231574588222e+06 -6.537689079440800910e+00 4.651593653327116044e+05 4.520107528143617092e+05 -2.762802774619290140e+06 3.007297074011230096e+07 -2.872823235366792977e+07 1.146445103187973844e+06 6.229232785888702609e+06
1.072880511857293459e+05 -2.810633002556232270e+06 -6.490654998970753375e+00 4.520107528143617092e+05 5.687461891288484912e+05 -3.751287785060940776e+06 9.863467282219187473e+04 -2.810788541010607779e+07 2.687749215016891249e+06 9.971237596417421475e+06
-6.943167638318550307e+05 1.988185214427595958e+07 4.523071196209094325e+01 -2.762802774619290140e+06 -3.751287785060940776e+06 2.633859551652573049e+07 4.354441675839570910e+07 1.707155577563421130e+08 -2.181416374864404649e+07 -7.098057022151716053e+07
7.050121085924774408e+06 2.537922975627610087e+07 -4.514853932758054498e+02 3.007297074011230096e+07 9.863467282219187473e+04 4.354441675839570910e+07 1.091252061140222549e+10 -1.848074523863557100e+09 -2.370249045862708092e+08 -4.924677934190117121e+08
-6.740882649111423641e+06 1.245429240807955265e+08 4.059210525764510180e+02 -2.872823235366792977e+07 -2.810788541010607779e+07 1.707155577563421130e+08 -1.848074523863557100e+09 1.798049966106686831e+09 -6.450053580644871294e+07 -3.513383791681771278e+08
3.243190379274889128e+05 -1.878018833404680714e+07 -2.413022783840074936e+01 1.146445103187973844e+06 2.687749215016891249e+06 -2.181416374864404649e+07 -2.370249045862708092e+08 -6.450053580644871294e+07 2.984692386569325998e+07 6.802479832681889832e+07
1.459346359659933019e+06 -5.389854593013190478e+07 -8.856126089352619601e+01 6.229232785888702609e+06 9.971237596417421475e+06 -7.098057022151716053e+07 -4.924677934190117121e+08 -3.513383791681771278e+08 6.802479832681889832e+07 5.846502159989018440e+08
