# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
2.763845279993292934e+04 -5.416621725453383718e+00 7.049544550843664445e+06 1.081670203676760430e+05 3.242840109277190641e+05 1.072799740035356081e+05 -6.942531393412926700e+05 1.459252865543371998e+06 -5.092196173644353403e+05 -6.740310081785724498e+06
-5.416621725453383718e+00 1.648053394017643834e-03 -1.373854364764412367e+03 -1.980339766252879130e+01 -7.523135602308109071e+01 -1.968303554648270293e+01 1.382086995187314358e+02 -2.692086762544929570e+02 1.013484310710025795e+02 1.228743313513067505e+03
7.049544550843664445e+06 -1.373854364764412367e+03 1.091210849712224770e+10 3.008393720187633857e+07 -2.370313684901349247e+08 8.389803463201335398e+04 4.355712907511328161e+07 -4.930246422727662325e+08 2.538851676201868802e+07 -1.847287568822245359e+09
1.081670203676760430e+05 -1.980339766252879130e+01 3.008393720187633857e+07 4.643744554489674629e+05 1.146325758386069909e+06 4.527484516271920293e+05 -2.762582999056703877e+06 6.262139393155920319e+06 -2.062564913503071060e+06 -2.876524113244662061e+07
3.242840109277190641e+05 -7.523135602308109071e+01 -2.370313684901349247e+08 1.146325758386069909e+06 2.984634406166012585e+07 2.687648968839999288e+06 -2.181333196243434772e+07 6.802355417514941096e+07 -1.877953537596338242e+07 -6.449367479803099483e+07
1.072799740035356081e+05 -1.968303554648270293e+01 8.389803463201335398e+04 4.527484516271920293e+05 2.687648968839999288e+06 5.679438888250943273e+05 -3.751109754257544875e+06 9.937101262674808502e+06 -2.810499138103405945e+06 -2.806651235035626963e+07
-6.942531393412926700e+05 1.382086995187314358e+02 4.355712907511328161e+07 -2.762582999056703877e+06 -2.181333196243434772e+07 -3.751109754257544875e+06 2.633715172342282161e+07 -7.097854499122394621e+07 1.988076886806489155e+07 1.707027781590256393e+08
1.459252865543371998e+06 -2.692086762544929570e+02 -4.930246422727662325e+08 6.262139393155920319e+06 6.802355417514941096e+07 9.937101262674808502e+06 -7.097854499122394621e+07 5.831620868564870358e+08 -5.389698391888790578e+07 -3.495930943375377655e+08
-5.092196173644353403e+05 1.013484310710025795e+02 2.538851676201868802e+07 -2.062564913503071060e+06 -1.877953537596338242e+07 -2.810499138103405945e+06 1.988076886806489155e+07 -5.389698391888790578e+07 1.610421831877889298e+07 1.245334403994420916e+08
-6.740310081785724498e+06 1.228743313513067505e+03 -1.847287568822245359e+09 -2.876524113244662061e+07 -6.449367479803099483e+07 -2.806651235035626963e+07 1.707027781590256393e+08 -3.495930943375377655e+08 1.245334403994420916e+08 1.795907418890191555e+09
