# logA m_wdm mnu nnu ns ombh2 omch2 tau theta
1.715221899823844060e+07 8.070180908061912817e+01 -2.078768686925447080e+06 -3.026977786536493339e+06 2.096024045436924323e+07 2.894048790185620263e+07 1.338472341992381811e+08 -1.963473876992675662e+07 -5.741098638380432874e+07
8.070180908061912817e+01 9.481551740851910373e-04 -1.400470643021943218e+01 -1.573547620454210261e+01 1.083938020262473430e+02 -9.444511042869700077e+02 9.459953341093275867e+02 -6.153457029242920129e+01 -2.209927954642341206e+02
-2.078768686925447080e+06 -1.400470643021943218e+01 4.353604501400333829e+05 4.581886972208638326e+05 -2.724342922797763720e+06 2.736731453368871287e+07 -2.842239911194988713e+07 1.155929250142132165e+06 6.379107439681310207e+06
-3.026977786536493339e+06 -1.573547620454210261e+01 4.581886972208638326e+05 6.148965841623861343e+05 -3.977115487757547293e+06 -3.210722728809680557e+05 -3.019633296992172673e+07 2.845748020253665280e+06 1.068847731268266588e+07
2.096024045436924323e+07 1.083938020262473430e+02 -2.724342922797763720e+06 -3.977115487757547293e+06 2.737391631407606974e+07 5.144574811585453153e+07 1.794578278747054040e+08 -2.270063975683759525e+07 -7.472483587300927937e+07
2.894048790185620263e+07 -9.444511042869700077e+02 2.736731453368871287e+07 -3.210722728809680557e+05 5.144574811585453153e+07 1.069161084856635284e+10 -1.780782453068121433e+09 -2.404809679823135734e+08 -4.949438244237602353e+08
1.338472341992381811e+08 9.459953341093275867e+02 -2.842239911194988713e+07 -3.019633296992172673e+07 1.794578278747054040e+08 -1.780782453068121433e+09 1.882690925440382481e+09 -7.079698398751530051e+07 -3.842615033963596821e+08
-1.963473876992675662e+07 -6.153457029242920129e+01 1.155929250142132165e+06 2.845748020253665280e+06 -2.270063975683759525e+07 -2.404809679823135734e+08 -7.079698398751530051e+07 3.072229497270876169e+07 7.082181777415060997e+07
-5.741098638380432874e+07 -2.209927954642341206e+02 6.379107439681310207e+06 1.068847731268266588e+07 -7.472483587300927937e+07 -4.949438244237602353e+08 -3.842615033963596821e+08 7.082181777415060997e+07 5.959036663247505426e+08
