# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
4.837846292634697602e+04 -3.885562784370211489e+02 1.194805056499561481e+07 2.214682881019264460e+05 8.691313549735501874e+05 2.277276822666144872e+05 -1.359825983033747412e+06 3.358054819135897793e+06 -1.153848978721768595e+06 -1.330938406499025971e+07
-3.885562784370211489e+02 4.526229547666782871e+00 -8.834247772019261902e+04 -1.445335534406556690e+03 -5.544666688154014082e+03 -1.479978167164327033e+03 1.010564820638724086e+04 -2.117420418179417902e+04 7.424061763221307046e+03 8.973930048099912528e+04
1.194805056499561481e+07 -8.834247772019261902e+04 1.538144148309415817e+10 9.351200913588543236e+07 1.311345839135422558e+08 5.931748863433015347e+07 -1.800790513728840649e+08 2.810593018311753869e+08 -3.744506083613055944e+08 -5.063095855385058403e+09
2.214682881019264460e+05 -1.445335534406556690e+03 9.351200913588543236e+07 1.653847892516940134e+06 7.789812177236406133e+06 1.632692126316294307e+06 -7.773470024499532767e+06 2.416271931057936326e+07 -9.392617379522718489e+06 -9.140713464097371697e+07
8.691313549735501874e+05 -5.544666688154014082e+03 1.311345839135422558e+08 7.789812177236406133e+06 6.716745961364220083e+07 9.185482149464389309e+06 -4.791138155452557653e+07 1.675866381140108705e+08 -5.991954895938855410e+07 -4.093303615640242100e+08
2.277276822666144872e+05 -1.479978167164327033e+03 5.931748863433015347e+07 1.632692126316294307e+06 9.185482149464389309e+06 1.755770273362166015e+06 -8.959920519587747753e+06 2.853725325966882706e+07 -1.002454731504633464e+07 -9.092517536219671369e+07
-1.359825983033747412e+06 1.010564820638724086e+04 -1.800790513728840649e+08 -7.773470024499532767e+06 -4.791138155452557653e+07 -8.959920519587747753e+06 5.167421323128806055e+07 -1.538804494501698017e+08 4.961243775439569354e+07 4.480543473148450851e+08
3.358054819135897793e+06 -2.117420418179417902e+04 2.810593018311753869e+08 2.416271931057936326e+07 1.675866381140108705e+08 2.853725325966882706e+07 -1.538804494501698017e+08 6.967515501876755953e+08 -1.641558116928824782e+08 -1.328031665747790337e+09
-1.153848978721768595e+06 7.424061763221307046e+03 -3.744506083613055944e+08 -9.392617379522718489e+06 -5.991954895938855410e+07 -1.002454731504633464e+07 4.961243775439569354e+07 -1.641558116928824782e+08 6.143119230299501121e+07 5.073614651407251954e+08
-1.330938406499025971e+07 8.973930048099912528e+04 -5.063095855385058403e+09 -9.140713464097371697e+07 -4.093303615640242100e+08 -9.092517536219671369e+07 4.480543473148450851e+08 -1.328031665747790337e+09 5.073614651407251954e+08 5.134445532032176971e+09
