# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
2.763445675302950985e+04 -1.320038356855985029e+01 7.048693465344424360e+06 1.081522379572162754e+05 3.242317520379877533e+05 1.072680735281200032e+05 -6.941573618004391901e+05 1.459119303654281190e+06 -5.091487670102390111e+05 -6.739458385367432609e+06
-1.320038356855985029e+01 9.792141664757222225e-03 -3.344015198708992102e+03 -4.817999275175876051e+01 -1.839654213910968110e+02 -4.790601823213110322e+01 3.367651935316788467e+02 -6.556501919097103155e+02 2.470450044044521007e+02 2.989297601295395907e+03
7.048693465344424360e+06 -3.344015198708992102e+03 1.091193101709583282e+10 3.008076467470208183e+07 -2.370414540217003822e+08 8.147213993020178168e+04 4.357717381903697550e+07 -4.930497711980162263e+08 2.540305058223986626e+07 -1.847106497347554684e+09
1.081522379572162754e+05 -4.817999275175876051e+01 3.008076467470208183e+07 4.643198257347324979e+05 1.146136020284712780e+06 4.527044756041252404e+05 -2.762230672824798152e+06 6.261647525033847429e+06 -2.062304712941285223e+06 -2.876208691662954539e+07
3.242317520379877533e+05 -1.839654213910968110e+02 -2.370414540217003822e+08 1.146136020284712780e+06 2.984543197328745946e+07 2.687492533304163255e+06 -2.181201293330319971e+07 6.802164715102012455e+07 -1.877850649095375836e+07 -6.448295204669210315e+07
1.072680735281200032e+05 -4.790601823213110322e+01 8.147213993020178168e+04 4.527044756041252404e+05 2.687492533304163255e+06 5.679102804875088623e+05 -3.750829413815372624e+06 9.936745775444086641e+06 -2.810289803823458031e+06 -2.806402263048196211e+07
-6.941573618004391901e+05 3.367651935316788467e+02 4.357717381903697550e+07 -2.762230672824798152e+06 -2.181201293330319971e+07 -3.750829413815372624e+06 2.633484132242893800e+07 -7.097541916549132764e+07 1.987904717926687002e+07 1.706826248441179395e+08
1.459119303654281190e+06 -6.556501919097103155e+02 -4.930497711980162263e+08 6.261647525033847429e+06 6.802164715102012455e+07 9.936745775444086641e+06 -7.097541916549132764e+07 5.831585688005651236e+08 -5.389458956745456159e+07 -3.495659574805100560e+08
-5.091487670102390111e+05 2.470450044044521007e+02 2.540305058223986626e+07 -2.062304712941285223e+06 -1.877850649095375836e+07 -2.810289803823458031e+06 1.987904717926687002e+07 -5.389458956745456159e+07 1.610291906111402437e+07 1.245185794049932808e+08
-6.739458385367432609e+06 2.989297601295395907e+03 -1.847106497347554684e+09 -2.876208691662954539e+07 -6.448295204669210315e+07 -2.806402263048196211e+07 1.706826248441179395e+08 -3.495659574805100560e+08 1.245185794049932808e+08 1.795726250795791388e+09
