# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
4.850077815785809798e+04 -6.052144274751985797e+00 1.197284864565387554e+07 2.219276608282228408e+05 8.707782720654461300e+05 2.281169878110234276e+05 -1.362809971110940445e+06 3.362788289444098715e+06 -1.156069183814724907e+06 -1.333603213639589213e+07
-6.052144274751985797e+00 1.199803083997936148e-03 -1.388985102252425122e+03 -2.232451306593584661e+01 -8.620386748359548790e+01 -2.277972026905926839e+01 1.570162459291966286e+02 -3.242459825911645908e+02 1.149410263687591964e+02 1.386179802624850026e+03
1.197284864565387554e+07 -1.388985102252425122e+03 1.538638407291359520e+10 9.360437790230734646e+07 1.314468395816744864e+08 5.939326348619357497e+07 -1.806794824783670008e+08 2.819405069851299524e+08 -3.748850208150591850e+08 -5.068441536851917267e+09
2.219276608282228408e+05 -2.232451306593584661e+01 9.360437790230734646e+07 1.655557945818038424e+06 7.795893934989134781e+06 1.634139330883572809e+06 -7.784561187332216650e+06 2.418026971031214297e+07 -9.400848987450238317e+06 -9.150670854362851381e+07
8.707782720654461300e+05 -8.620386748359548790e+01 1.314468395816744864e+08 7.795893934989134781e+06 6.719257693728999794e+07 9.190646180534828454e+06 -4.795194713036102057e+07 1.676510475163792074e+08 -5.995048737313094735e+07 -4.096807974128304124e+08
2.281169878110234276e+05 -2.277972026905926839e+01 5.939326348619357497e+07 1.634139330883572809e+06 9.190646180534828454e+06 1.756944663084659027e+06 -8.969166378682430834e+06 2.855091532605855167e+07 -1.003146680692746304e+07 -9.100820344536499679e+07
-1.362809971110940445e+06 1.570162459291966286e+02 -1.806794824783670008e+08 -7.784561187332216650e+06 -4.795194713036102057e+07 -8.969166378682430834e+06 5.174653740177955478e+07 -1.539909384359377325e+08 4.966627677331632376e+07 4.486949948685516119e+08
3.362788289444098715e+06 -3.242459825911645908e+02 2.819405069851299524e+08 2.418026971031214297e+07 1.676510475163792074e+08 2.855091532605855167e+07 -1.539909384359377325e+08 6.969056098434436321e+08 -1.642399049428856671e+08 -1.329022129605958700e+09
-1.156069183814724907e+06 1.149410263687591964e+02 -3.748850208150591850e+08 -9.400848987450238317e+06 -5.995048737313094735e+07 -1.003146680692746304e+07 4.966627677331632376e+07 -1.642399049428856671e+08 6.147154752616205066e+07 5.078378659531043768e+08
-1.333603213639589213e+07 1.386179802624850026e+03 -5.068441536851917267e+09 -9.150670854362851381e+07 -4.096807974128304124e+08 -9.100820344536499679e+07 4.486949948685516119e+08 -1.329022129605958700e+09 5.078378659531043768e+08 5.140213031119921684e+09
