# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.186062829184404016e+07 -8.927981835754235508e+05 1.684465784958063439e+07 4.300239420262244676e+04 -3.102054168555960990e+06 4.052637797920983285e+07 -3.238627712628486101e+06 2.324340639807981625e+07 -1.872094779324189425e+08 1.935104762926015854e+08 -1.374678271674886346e+07 -4.752617616637839377e+07
-8.927981835754235508e+05 4.844402866708223883e+04 -1.155044344196771737e+06 -8.792352345922930681e+02 2.217157988005472289e+05 -9.243909868815478403e+05 2.279374126104572788e+05 -1.361431620151763782e+06 1.196139252412720956e+07 -1.332372703541211784e+07 8.700176753957119072e+05 3.360606328757466748e+06
1.684465784958063439e+07 -1.155044344196771737e+06 6.145300445802529901e+07 1.608370930411005793e+04 -9.397068086976133287e+06 1.681587107433435693e+07 -1.002829023384670354e+07 4.964152855114044249e+07 -3.746854509646806121e+08 5.076188751193679571e+08 -5.993627005540838838e+07 -1.642013462826211751e+08
4.300239420262244676e+04 -8.792352345922930681e+02 1.608370930411005793e+04 8.013216828865215291e+01 -3.044078220271648661e+03 6.449610937178107997e+04 -3.060782394216191278e+03 2.271631220501403732e+04 -2.105471827474244346e+05 1.896715827604169026e+05 -1.256871694208866757e+04 -4.239660064336821233e+04
-3.102054168555960990e+06 2.217157988005472289e+05 -9.397068086976133287e+06 -3.044078220271648661e+03 1.655523781793166418e+06 -3.155529310532842763e+06 1.632709781544291414e+06 -7.779465400735520758e+06 9.354900474632184207e+07 -9.142196228287795186e+07 7.793099409660881385e+06 2.413900254260424152e+07
4.052637797920983285e+07 -9.243909868815478403e+05 1.681587107433435693e+07 6.449610937178107997e+04 -3.155529310532842763e+06 5.667192748253827542e+07 -3.187556924285670277e+06 2.362357781762574613e+07 -2.179510451238321364e+08 1.968870283677901626e+08 -1.334163727555288188e+07 -4.447500109481937438e+07
-3.238627712628486101e+06 2.279374126104572788e+05 -1.002829023384670354e+07 -3.060782394216191278e+03 1.632709781544291414e+06 -3.187556924285670277e+06 1.757186688473768299e+06 -8.964920393787264824e+06 5.937166837263186276e+07 -9.100984270258244872e+07 9.188274682564513758e+06 2.857855899595846608e+07
2.324340639807981625e+07 -1.361431620151763782e+06 4.964152855114044249e+07 2.271631220501403732e+04 -7.779465400735520758e+06 2.362357781762574613e+07 -8.964920393787264824e+06 5.171328655510119349e+07 -1.804036705232055187e+08 4.484003844296489954e+08 -4.793329685657174140e+07 -1.539402548119456172e+08
-1.872094779324189425e+08 1.196139252412720956e+07 -3.746854509646806121e+08 -2.105471827474244346e+05 9.354900474632184207e+07 -2.179510451238321364e+08 5.937166837263186276e+07 -1.804036705232055187e+08 1.538441472331849670e+10 -5.066655685100918770e+09 1.313032797347543091e+08 2.820768539713945985e+08
1.935104762926015854e+08 -1.332372703541211784e+07 5.076188751193679571e+08 1.896715827604169026e+05 -9.142196228287795186e+07 1.968870283677901626e+08 -9.100984270258244872e+07 4.484003844296489954e+08 -5.066655685100918770e+09 5.139587321970317841e+09 -4.095196364146777391e+08 -1.330295132977987766e+09
-1.374678271674886346e+07 8.700176753957119072e+05 -5.993627005540838838e+07 -1.256871694208866757e+04 7.793099409660881385e+06 -1.334163727555288188e+07 9.188274682564513758e+06 -4.793329685657174140e+07 1.313032797347543091e+08 -4.095196364146777391e+08 6.718103916176858544e+07 1.676215083763410151e+08
-4.752617616637839377e+07 3.360606328757466748e+06 -1.642013462826211751e+08 -4.239660064336821233e+04 2.413900254260424152e+07 -4.447500109481937438e+07 2.857855899595846608e+07 -1.539402548119456172e+08 2.820768539713945985e+08 -1.330295132977987766e+09 1.676215083763410151e+08 6.983208878880510330e+08
