# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
3.186062829184404388e+07 4.252130910740654508e+04 -1.303699798791583627e+08 -2.234701361676217057e+06 -1.320537472552274168e+07 -2.660609357021688949e+06 1.883223786244492978e+07 -4.051135032738724351e+07 1.463390421580843255e+07 1.505353234057568312e+08 4.052637797920982540e+07
4.252130910740654508e+04 7.945323485773685945e+01 -1.634148447475993016e+05 -2.352754604834219663e+03 -1.237351373161277479e+04 -2.717988687918747928e+03 1.981798527033678329e+04 -3.890677050779186538e+04 1.471763588923859606e+04 1.607468242566195549e+05 6.408346416807861533e+04
-1.303699798791583627e+08 -1.634148447475993016e+05 1.069024989634443092e+10 2.735968127854439989e+07 -2.405518612610164881e+08 -3.514110519412100548e+05 5.158755758724517375e+07 -4.956622547861388922e+08 2.904285058244505152e+07 -1.778855223421078920e+09 -1.670455922863630056e+08
-2.234701361676217057e+06 -2.352754604834219663e+03 2.735968127854439989e+07 4.342302723994536209e+05 1.154460170037672622e+06 4.586153275354233920e+05 -2.721663501982069109e+06 6.408443872480332851e+06 -2.076779894479943439e+06 -2.843786919736114889e+07 -2.461264846093364991e+06
-1.320537472552274168e+07 -1.237351373161277479e+04 -2.405518612610164881e+08 1.154460170037672622e+06 3.071417052367461473e+07 2.844392644904917572e+06 -2.268923411812683940e+07 7.080480485053521395e+07 -1.962580979668972269e+07 -7.070756225204670429e+07 -1.357311299090902507e+07
-2.660609357021688949e+06 -2.717988687918747928e+03 -3.514110519412100548e+05 4.586153275354233920e+05 2.844392644904917572e+06 6.138305410170835676e+05 -3.974737338182834908e+06 1.065149396615606733e+07 -3.025199486010321416e+06 -3.013603425530715287e+07 -2.855934774528866168e+06
1.883223786244492978e+07 1.981798527033678329e+04 5.158755758724517375e+07 -2.721663501982069109e+06 -2.268923411812683940e+07 -3.974737338182834908e+06 2.735440394173154607e+07 -7.469753278641988337e+07 2.094569041641192883e+07 1.792927693081462383e+08 2.065390154817488417e+07
-4.051135032738724351e+07 -3.890677050779186538e+04 -4.956622547861388922e+08 6.408443872480332851e+06 7.080480485053521395e+07 1.065149396615606733e+07 -7.469753278641988337e+07 5.943868362477816343e+08 -5.739010678564859927e+07 -3.823054641075974107e+08 -4.148224209603118896e+07
1.463390421580843255e+07 1.471763588923859606e+04 2.904285058244505152e+07 -2.076779894479943439e+06 -1.962580979668972269e+07 -3.025199486010321416e+06 2.094569041641192883e+07 -5.739010678564859927e+07 1.714119482593822479e+07 1.337252050328332782e+08 1.568285746575301886e+07
1.505353234057568312e+08 1.607468242566195549e+05 -1.778855223421078920e+09 -2.843786919736114889e+07 -7.070756225204670429e+07 -3.013603425530715287e+07 1.792927693081462383e+08 -3.823054641075974107e+08 1.337252050328332782e+08 1.879215195356776953e+09 1.671072594460554719e+08
4.052637797920982540e+07 6.408346416807861533e+04 -1.670455922863630056e+08 -2.461264846093364991e+06 -1.357311299090902507e+07 -2.855934774528866168e+06 2.065390154817488417e+07 -4.148224209603118896e+07 1.568285746575301886e+07 1.671072594460554719e+08 5.667192748253827542e+07
