# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.196470692734462768e+07 -8.945679366097307066e+05 1.687688497901804745e+07 2.601924267862384113e+03 -3.108436339296033140e+06 4.068669220285387337e+07 -3.244039576729886699e+06 2.328847929734453931e+07 -1.875904896132652760e+08 1.938826440846109986e+08 -1.377211873711688817e+07 -4.759066650688829273e+07
-8.945679366097307066e+05 4.849835850851259602e+04 -1.156027459706204478e+06 -5.278578149774340034e+01 2.219192299490985752e+05 -9.266439065695508616e+05 2.281094081554283330e+05 -1.362754689404993318e+06 1.197237437663569115e+07 -1.333552454779595137e+07 8.707472789580716053e+05 3.362690981808142271e+06
1.687688497901804745e+07 -1.156027459706204478e+06 6.147084412118604034e+07 9.665787557514573791e+02 -9.400709060833308846e+06 1.685677238107236475e+07 -1.003134267316534743e+07 4.966535288150523603e+07 -3.748772912156567574e+08 5.078294285711163878e+08 -5.994994584237248451e+07 -1.642383213232446313e+08
2.601924267862384113e+03 -5.278578149774340034e+01 9.665787557514573791e+02 3.047347541297529272e-01 -1.828271467943196456e+02 3.927710272204316425e+03 -1.839221766086839978e+02 1.365156048968748792e+03 -1.259322011706537160e+04 1.138929271736931878e+04 -7.561099790154864877e+02 -2.550333855414680784e+03
-3.108436339296033140e+06 2.219192299490985752e+05 -9.400709060833308846e+06 -1.828271467943196456e+02 1.656280377472755499e+06 -3.163652285208077636e+06 1.633348574422930600e+06 -7.784375129385189153e+06 9.358980048640456796e+07 -9.146598443252165616e+07 7.795790333443462849e+06 2.414672763428635895e+07
4.068669220285387337e+07 -9.266439065695508616e+05 1.685677238107236475e+07 3.927710272204316425e+03 -3.163652285208077636e+06 5.693527073046109080e+07 -3.194396626236367971e+06 2.368179000066619366e+07 -2.184550075465807319e+08 1.973616694501057565e+08 -1.337346263579178602e+07 -4.455463411475107074e+07
-3.244039576729886699e+06 2.281094081554283330e+05 -1.003134267316534743e+07 -1.839221766086839978e+02 1.633348574422930600e+06 -3.194396626236367971e+06 1.757703231294544181e+06 -8.969003096494853497e+06 5.940503437826474011e+07 -9.104645036225742102e+07 9.190553292701898143e+06 2.858454132716361061e+07
2.328847929734453931e+07 -1.362754689404993318e+06 4.966535288150523603e+07 1.365156048968748792e+03 -7.784375129385189153e+06 2.368179000066619366e+07 -8.969003096494853497e+06 5.174531153893350810e+07 -1.806689756824877262e+08 4.486838117869690657e+08 -4.795124924307461083e+07 -1.539888931584444046e+08
-1.875904896132652760e+08 1.197237437663569115e+07 -3.748772912156567574e+08 -1.259322011706537160e+04 9.358980048640456796e+07 -2.184550075465807319e+08 5.940503437826474011e+07 -1.806689756824877262e+08 1.538659147137382507e+10 -5.069015000549550056e+09 1.314412801661769599e+08 2.824634366732890010e+08
1.938826440846109986e+08 -1.333552454779595137e+07 5.078294285711163878e+08 1.138929271736931878e+04 -9.146598443252165616e+07 1.973616694501057565e+08 -9.104645036225742102e+07 4.486838117869690657e+08 -5.069015000549550056e+09 5.142135188925288200e+09 -4.096745787378618717e+08 -1.330730372742358685e+09
-1.377211873711688817e+07 8.707472789580716053e+05 -5.994994584237248451e+07 -7.561099790154864877e+02 7.795790333443462849e+06 -1.337346263579178602e+07 9.190553292701898143e+06 -4.795124924307461083e+07 1.314412801661769599e+08 -4.096745787378618717e+08 6.719213444464446604e+07 1.676498319871854484e+08
-4.759066650688829273e+07 3.362690981808142271e+06 -1.642383213232446313e+08 -2.550333855414680784e+03 2.414672763428635895e+07 -4.455463411475107074e+07 2.858454132716361061e+07 -1.539888931584444046e+08 2.824634366732890010e+08 -1.330730372742358685e+09 1.676498319871854484e+08 6.983878922831759453e+08
