# HMCode_logT_AGN A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
2.675791277195298244e+04 -6.429172512219896307e+05 -4.915803442940600507e+04 6.847616421683139168e+06 1.046237760297981149e+05 3.122941699338194449e+05 1.044660062237612001e+05 -6.717346951498206472e+05 1.428124939136427827e+06 -4.925884705552094383e+05 -6.539549152429056354e+06 -7.092042775012558559e+05
-6.429172512219896307e+05 2.961862924362124130e+07 2.314299709341723938e+06 -1.384906632874491513e+08 -2.245286073312972207e+06 -1.168634939459261857e+07 -2.381703207716050092e+06 1.709619384943157062e+07 -3.578857531704753637e+07 1.311598585404729843e+07 1.390296642785210013e+08 3.737489561677531153e+07
-4.915803442940600507e+04 2.314299709341723938e+06 1.875733401688932790e+05 -1.179963252349731326e+07 -1.728129610281599162e+05 -8.088822796474465868e+05 -1.777256482633964624e+05 1.277477809969946742e+06 -2.550929006984181236e+06 9.637934769927486777e+05 1.071748583092064410e+07 3.079634824070239440e+06
6.847616421683139168e+06 -1.384906632874491513e+08 -1.179963252349731326e+07 1.086498357363712311e+10 2.925931361259103194e+07 -2.395499140248005986e+08 -5.498954234844287857e+05 4.871734445170654356e+07 -4.996263784127982259e+08 2.910899726486778632e+07 -1.800758317160440207e+09 -1.749638012189363241e+08
1.046237760297981149e+05 -2.245286073312972207e+06 -1.728129610281599162e+05 2.925931361259103194e+07 4.503128745504870312e+05 1.098896470112411305e+06 4.413915688044197159e+05 -2.672782576606868766e+06 6.134548456562402658e+06 -1.996397027594401268e+06 -2.796108705039682612e+07 -2.468073877813850529e+06
3.122941699338194449e+05 -1.168634939459261857e+07 -8.088822796474465868e+05 -2.395499140248005986e+08 1.098896470112411305e+06 2.961715195892003551e+07 2.648381515854164492e+06 -2.148370521088639274e+07 6.753981062490186095e+07 -1.852229458101176098e+07 -6.185410319939740002e+07 -1.183395665581025742e+07
1.044660062237612001e+05 -2.381703207716050092e+06 -1.777256482633964624e+05 -5.498954234844287857e+05 4.413915688044197159e+05 2.648381515854164492e+06 5.592432961459597573e+05 -3.679427572013510857e+06 9.844662866492118686e+06 -2.757120530429443344e+06 -2.743190877794385701e+07 -2.523944298119183630e+06
-6.717346951498206472e+05 1.709619384943157062e+07 1.277477809969946742e+06 4.871734445170654356e+07 -2.672782576606868766e+06 -2.148370521088639274e+07 -3.679427572013510857e+06 2.575251240354247764e+07 -7.017478130138598382e+07 1.944605149176616594e+07 1.656275145567758381e+08 1.846614194139428437e+07
1.428124939136427827e+06 -3.578857531704753637e+07 -2.550929006984181236e+06 -4.996263784127982259e+08 6.134548456562402658e+06 6.753981062490186095e+07 9.844662866492118686e+06 -7.017478130138598382e+07 5.822389393404049873e+08 -5.328302599657035619e+07 -3.426750731265055537e+08 -3.592887361505688727e+07
-4.925884705552094383e+05 1.311598585404729843e+07 9.637934769927486777e+05 2.910899726486778632e+07 -1.996397027594401268e+06 -1.852229458101176098e+07 -2.757120530429443344e+06 1.944605149176616594e+07 -5.328302599657035619e+07 1.577667359495111927e+07 1.208005549564196616e+08 1.391449629716088809e+07
-6.539549152429056354e+06 1.390296642785210013e+08 1.071748583092064410e+07 -1.800758317160440207e+09 -2.796108705039682612e+07 -6.185410319939740002e+07 -2.743190877794385701e+07 1.656275145567758381e+08 -3.426750731265055537e+08 1.208005549564196616e+08 1.750255267273806095e+09 1.528757776019845903e+08
-7.092042775012558559e+05 3.737489561677531153e+07 3.079634824070239440e+06 -1.749638012189363241e+08 -2.468073877813850529e+06 -1.183395665581025742e+07 -2.523944298119183630e+06 1.846614194139428437e+07 -3.592887361505688727e+07 1.391449629716088809e+07 1.528757776019845903e+08 5.190621919527256489e+07
