# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
3.193849783345912769e+07 1.062832114104108587e+04 -1.708865940544680655e+08 -2.977084712444716133e+06 -1.492138082627922110e+07 -3.507763680407221429e+06 2.453764214837310836e+07 -5.244094289914046973e+07 1.808805396860691905e+07 2.023225550767621994e+08 4.064586978404413164e+07
1.062832114104108587e+04 5.065439612940464187e+00 -4.693623804733612633e+04 -7.014653364047115929e+02 -3.343854992523419696e+03 -8.114898265067663488e+02 5.886166339757203787e+03 -1.158133221119449627e+04 4.204408832193267699e+03 4.830634121049982787e+04 1.604198902959464976e+04
-1.708865940544680655e+08 -4.693623804733612633e+04 1.506771214062878036e+10 8.962228137425230443e+07 1.278293724714548588e+08 5.901610702461153269e+07 -1.732883358193497360e+08 2.799244732651685476e+08 -3.713681458913799524e+08 -4.981125613192119598e+09 -1.993713599662152231e+08
-2.977084712444716133e+06 -7.014653364047115929e+02 8.962228137425230443e+07 1.619122382992409635e+06 7.903963902677784674e+06 1.666044246360479621e+06 -7.873096001514324918e+06 2.472329077863754705e+07 -9.547358068068061024e+06 -9.211032610163719952e+07 -2.992725436174103059e+06
-1.492138082627922110e+07 -3.343854992523419696e+03 1.278293724714548588e+08 7.903963902677784674e+06 6.901765756525427103e+07 9.607197342529989779e+06 -5.026109247516836226e+07 1.743292295164720714e+08 -6.209977451001610607e+07 -4.280778948850414753e+08 -1.455332150018518977e+07
-3.507763680407221429e+06 -8.114898265067663488e+02 5.901610702461153269e+07 1.666044246360479621e+06 9.607197342529989779e+06 1.868335950306393905e+06 -9.548419880407799035e+06 3.027972658458812907e+07 -1.057801413743945584e+07 -9.614607188677221537e+07 -3.464870291991389357e+06
2.453764214837310836e+07 5.886166339757203787e+03 -1.732883358193497360e+08 -7.873096001514324918e+06 -5.026109247516836226e+07 -9.548419880407799035e+06 5.459542652571175247e+07 -1.632190331127059162e+08 5.254452747261399031e+07 4.738378117666054964e+08 2.504197117440966517e+07
-5.244094289914046973e+07 -1.158133221119449627e+04 2.799244732651685476e+08 2.472329077863754705e+07 1.743292295164720714e+08 3.027972658458812907e+07 -1.632190331127059162e+08 7.238515832018101215e+08 -1.728072239369154274e+08 -1.409451050365113735e+09 -4.969265564884274453e+07
1.808805396860691905e+07 4.204408832193267699e+03 -3.713681458913799524e+08 -9.547358068068061024e+06 -6.209977451001610607e+07 -1.057801413743945584e+07 5.254452747261399031e+07 -1.728072239369154274e+08 6.419893852727708220e+07 5.325270354733242989e+08 1.805277770820848271e+07
2.023225550767621994e+08 4.830634121049982787e+04 -4.981125613192119598e+09 -9.211032610163719952e+07 -4.280778948850414753e+08 -9.614607188677221537e+07 4.738378117666054964e+08 -1.409451050365113735e+09 5.325270354733242989e+08 5.362496914265802383e+09 2.056159044583249390e+08
4.064586978404413164e+07 1.604198902959464976e+04 -1.993713599662152231e+08 -2.992725436174103059e+06 -1.455332150018518977e+07 -3.464870291991389357e+06 2.504197117440966517e+07 -4.969265564884274453e+07 1.805277770820848271e+07 2.056159044583249390e+08 5.686753764173108339e+07
