# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
3.186062829184404388e+07 4.329344271030959499e+04 -1.706355937143879831e+08 -2.972640442875257693e+06 -1.490102259176023118e+07 -3.503452016171616036e+06 2.450222961526789516e+07 -5.238743220452148467e+07 1.806273745717142522e+07 2.020380058471646309e+08 4.052637797920983285e+07
4.329344271030959499e+04 8.073675644834639797e+01 -1.939246964331395866e+05 -2.897931772449409891e+03 -1.380665088568449937e+04 -3.352224261022190603e+03 2.428791758962684980e+04 -4.785169414110340585e+04 1.736331871622734252e+04 1.995154354977948533e+05 6.482447410851632594e+04
-1.706355937143879831e+08 -1.939246964331395866e+05 1.506643549603132248e+10 8.959632104681529105e+07 1.277318287825307101e+08 5.899260534064635634e+07 -1.731042443217943311e+08 2.796465138054387569e+08 -3.712339282063858509e+08 -4.979511298390286446e+09 -1.990419147532157302e+08
-2.972640442875257693e+06 -2.897931772449409891e+03 8.959632104681529105e+07 1.618604479475259548e+06 7.901905290529649705e+06 1.665557933917052113e+06 -7.869440427387560718e+06 2.471725364706358686e+07 -9.544609386410992593e+06 -9.207793128508242965e+07 -2.987169418406540994e+06
-1.490102259176023118e+07 -1.380665088568449937e+04 1.277318287825307101e+08 7.901905290529649705e+06 6.900813908781228960e+07 9.605254257583396509e+06 -5.024605473167124391e+07 1.743044698127282858e+08 -6.208819668219681084e+07 -4.279503064086762071e+08 -1.452793340611884929e+07
-3.503452016171616036e+06 -3.352224261022190603e+03 5.899260534064635634e+07 1.665557933917052113e+06 9.605254257583396509e+06 1.867899124903917545e+06 -9.545027573833437636e+06 3.027453016356100142e+07 -1.057544974615092576e+07 -9.611614735893566906e+07 -3.459473181364163756e+06
2.450222961526789516e+07 2.428791758962684980e+04 -1.731042443217943311e+08 -7.869440427387560718e+06 -5.024605473167124391e+07 -9.545027573833437636e+06 5.456927187717107683e+07 -1.631774819056400359e+08 5.252488721284892410e+07 4.736104220532270074e+08 2.499644849442021921e+07
-5.238743220452148467e+07 -4.785169414110340585e+04 2.796465138054387569e+08 2.471725364706358686e+07 1.743044698127282858e+08 3.027453016356100142e+07 -1.631774819056400359e+08 7.237916988551928997e+08 -1.727753530256556273e+08 -1.409086133199452877e+09 -4.962686482534303516e+07
1.806273745717142522e+07 1.736331871622734252e+04 -3.712339282063858509e+08 -9.544609386410992593e+06 -6.208819668219681084e+07 -1.057544974615092576e+07 5.252488721284892410e+07 -1.727753530256556273e+08 6.418405360523585230e+07 5.323561232228876352e+08 1.802100757604801282e+07
2.020380058471646309e+08 1.995154354977948533e+05 -4.979511298390286446e+09 -9.207793128508242965e+07 -4.279503064086762071e+08 -9.611614735893566906e+07 4.736104220532270074e+08 -1.409086133199452877e+09 5.323561232228876352e+08 5.360482474606544495e+09 2.052567371251858175e+08
4.052637797920983285e+07 6.482447410851632594e+04 -1.990419147532157302e+08 -2.987169418406540994e+06 -1.452793340611884929e+07 -3.459473181364163756e+06 2.499644849442021921e+07 -4.962686482534303516e+07 1.802100757604801282e+07 2.052567371251858175e+08 5.667192748253826797e+07
