# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
3.195123835833939910e+07 6.461926292181490680e+03 -1.305993866943203658e+08 -2.238800047648936044e+06 -1.322670920351523533e+07 -2.664577236525593325e+06 1.886550864838506654e+07 -4.056125737135253102e+07 1.465853997055567428e+07 1.507944465106702149e+08 4.066581362872693688e+07
6.461926292181490680e+03 1.880977999415764490e+00 -2.460100325647222780e+04 -3.539205926396988389e+02 -1.864454254112927174e+03 -4.088362477317528487e+02 2.985267211019142906e+03 -5.850365973833670978e+03 2.215763680975432635e+03 2.418494395466167771e+04 9.786792568564003886e+03
-1.305993866943203658e+08 -2.460100325647222780e+04 1.069113978878623962e+10 2.737696429293968156e+07 -2.404924111506655812e+08 -3.370479621442866628e+05 5.146877541565806419e+07 -4.955134932492141724e+08 2.895706936293613538e+07 -1.779906810132821083e+09 -1.673684095675275624e+08
-2.238800047648936044e+06 -3.539205926396988389e+02 2.737696429293968156e+07 4.345489835000067251e+05 1.155693627446582774e+06 4.588995340481300955e+05 -2.723912090250513516e+06 6.411698854801834561e+06 -2.078449509851897834e+06 -2.845760287445984781e+07 -2.466753133852158207e+06
-1.322670920351523533e+07 -1.864454254112927174e+03 -2.404924111506655812e+08 1.155693627446582774e+06 3.072098006644721329e+07 2.845528309258584864e+06 -2.269879510418954864e+07 7.081903795019128919e+07 -1.963329698859212548e+07 -7.078249948918668926e+07 -1.360080653818520717e+07
-2.664577236525593325e+06 -4.088362477317528487e+02 -3.370479621442866628e+05 4.588995340481300955e+05 2.845528309258584864e+06 6.140692410838960204e+05 -3.976728532558870502e+06 1.065406484221087396e+07 -3.026689056615071371e+06 -3.015320619065569341e+07 -2.861258197814096697e+06
1.886550864838506654e+07 2.985267211019142906e+03 5.146877541565806419e+07 -2.723912090250513516e+06 -2.269879510418954864e+07 -3.976728532558870502e+06 2.737075509305557609e+07 -7.472035105143007636e+07 2.095788773972239718e+07 1.794309909015233517e+08 2.069927579154866934e+07
-4.056125737135253102e+07 -5.850365973833670978e+03 -4.955134932492141724e+08 6.411698854801834561e+06 7.081903795019128919e+07 1.065406484221087396e+07 -7.472035105143007636e+07 5.944126747781270742e+08 -5.740756579537241906e+07 -3.824962879200705886e+08 -4.154796518149730563e+07
1.465853997055567428e+07 2.215763680975432635e+03 2.895706936293613538e+07 -2.078449509851897834e+06 -1.963329698859212548e+07 -3.026689056615071371e+06 2.095788773972239718e+07 -5.740756579537241906e+07 1.715043966913148388e+07 1.338274328654492199e+08 1.571555250555613637e+07
1.507944465106702149e+08 2.418494395466167771e+04 -1.779906810132821083e+09 -2.845760287445984781e+07 -7.078249948918668926e+07 -3.015320619065569341e+07 1.794309909015233517e+08 -3.824962879200705886e+08 1.338274328654492199e+08 1.880427950245864630e+09 1.674580739107431173e+08
4.066581362872693688e+07 9.786792568564003886e+03 -1.673684095675275624e+08 -2.466753133852158207e+06 -1.360080653818520717e+07 -2.861258197814096697e+06 2.069927579154866934e+07 -4.154796518149730563e+07 1.571555250555613637e+07 1.674580739107431173e+08 5.690074627058213949e+07
