# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
2.762329878842664039e+04 -5.089492273682796513e+05 -4.202317803774197102e+01 1.081104464754570508e+05 1.072347214531209902e+05 -6.938871797739025205e+05 7.046304766576656140e+06 -6.737065579777706414e+06 3.240844757842274266e+05 1.458748027354953112e+06
-5.089492273682796513e+05 1.609922399990575761e+07 7.864774430724095282e+02 -2.061562237894572085e+06 -2.809696580624242779e+06 1.987414153574408218e+07 2.544429697924206406e+07 1.244764222572581619e+08 -1.877557842659599707e+07 -5.388784381637192518e+07
-4.202317803774197102e+01 7.864774430724095282e+02 9.757781821458356986e-02 -1.535448552702937377e+02 -1.527125949877063249e+02 1.071720669384515077e+03 -1.064099443372795031e+04 9.527441178436438349e+03 -5.846392197726225959e+02 -2.090824845868162356e+03
1.081104464754570508e+05 -2.061562237894572085e+06 -1.535448552702937377e+02 4.649143163651715731e+05 4.518137934551082435e+05 -2.761223488264571410e+06 3.005875087629690766e+07 -2.871410154774008691e+07 1.145594564380978001e+06 6.227031484593261965e+06
1.072347214531209902e+05 -2.809696580624242779e+06 -1.527125949877063249e+02 4.518137934551082435e+05 5.685960462040647399e+05 -3.750033277277410962e+06 8.778341590435472608e+04 -2.809675423546425253e+07 2.687048941144902259e+06 9.969652434724895284e+06
-6.938871797739025205e+05 1.987414153574408218e+07 1.071720669384515077e+03 -2.761223488264571410e+06 -3.750033277277410962e+06 2.632824437358871847e+07 4.363421290320893377e+07 1.706253437767459154e+08 -2.180825225605704263e+07 -7.096659419282153249e+07
7.046304766576656140e+06 2.544429697924206406e+07 -1.064099443372795031e+04 3.005875087629690766e+07 8.778341590435472608e+04 4.363421290320893377e+07 1.091172535755335426e+10 -1.847264130966371298e+09 -2.370700836687372923e+08 -4.925800344019336700e+08
-6.737065579777706414e+06 1.244764222572581619e+08 9.527441178436438349e+03 -2.871410154774008691e+07 -2.809675423546425253e+07 1.706253437767459154e+08 -1.847264130966371298e+09 1.797239539333896399e+09 -6.445253005259648710e+07 -3.512172204776234031e+08
3.240844757842274266e+05 -1.877557842659599707e+07 -5.846392197726225959e+02 1.145594564380978001e+06 2.687048941144902259e+06 -2.180825225605704263e+07 -2.370700836687372923e+08 -6.445253005259648710e+07 2.984283306836470962e+07 6.801626355941842496e+07
1.458748027354953112e+06 -5.388784381637192518e+07 -2.090824845868162356e+03 6.227031484593261965e+06 9.969652434724895284e+06 -7.096659419282153249e+07 -4.925800344019336700e+08 -3.512172204776234031e+08 6.801626355941842496e+07 5.846345832535550594e+08
