# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
2.961862924362124130e+07 2.415428637738716323e+06 -1.610968390070831478e+08 -2.799580870541452896e+06 -1.412204952491683140e+07 -3.337659265235171188e+06 2.316416876109922677e+07 -5.032681912231381238e+07 1.709004048621313646e+07 1.912132303067520559e+08 3.737489561677531153e+07
2.415428637738716323e+06 2.020695867153924191e+05 -1.373061899055344798e+07 -2.202548867914618459e+05 -1.047795667295894586e+06 -2.578559221267889370e+05 1.789252354996875627e+06 -3.785182421261867974e+06 1.313710932268982753e+06 1.505012977676068246e+07 3.178958243848299142e+06
-1.610968390070831478e+08 -1.373061899055344798e+07 1.500591229860664368e+10 8.839553241085660458e+07 1.233046028791672885e+08 5.789232360755363852e+07 -1.647081058604113460e+08 2.664113584324800074e+08 -3.650651768400384188e+08 -4.905344355329664230e+09 -1.871871916743614376e+08
-2.799580870541452896e+06 -2.202548867914618459e+05 8.839553241085660458e+07 1.594895954509105999e+06 7.809051158124046400e+06 1.643152660936966771e+06 -7.704537555134749040e+06 2.443609582394176349e+07 -9.419534534348728135e+06 -9.060512678111232817e+07 -2.782620599764254410e+06
-1.412204952491683140e+07 -1.047795667295894586e+06 1.233046028791672885e+08 7.809051158124046400e+06 6.858202154572923481e+07 9.517108196862680838e+06 -4.957717680071714520e+07 1.731685068831272125e+08 -6.156807560329712182e+07 -4.222464781752629876e+08 -1.361553282604422979e+07
-3.337659265235171188e+06 -2.578559221267889370e+05 5.789232360755363852e+07 1.643152660936966771e+06 9.517108196862680838e+06 1.847611424519201973e+06 -9.391198974338896573e+06 3.002987045933810249e+07 -1.045803895120197348e+07 -9.474891685896311700e+07 -3.264771698693565093e+06
2.316416876109922677e+07 1.789252354996875627e+06 -1.647081058604113460e+08 -7.704537555134749040e+06 -4.957717680071714520e+07 -9.391198974338896573e+06 5.340865204172618687e+07 -1.612730001571826637e+08 5.164446252028219402e+07 4.634480368474604487e+08 2.337663046166307107e+07
-5.032681912231381238e+07 -3.785182421261867974e+06 2.664113584324800074e+08 2.443609582394176349e+07 1.731685068831272125e+08 3.002987045933810249e+07 -1.612730001571826637e+08 7.209182076950783730e+08 -1.712997324914799035e+08 -1.392242779633106232e+09 -4.726930365733575821e+07
1.709004048621313646e+07 1.313710932268982753e+06 -3.650651768400384188e+08 -9.419534534348728135e+06 -6.156807560329712182e+07 -1.045803895120197348e+07 5.164446252028219402e+07 -1.712997324914799035e+08 6.351057425465591997e+07 5.246412427883331180e+08 1.687174108067998663e+07
1.912132303067520559e+08 1.505012977676068246e+07 -4.905344355329664230e+09 -9.060512678111232817e+07 -4.222464781752629876e+08 -9.474891685896311700e+07 4.634480368474604487e+08 -1.392242779633106232e+09 5.246412427883331180e+08 5.269686299357596397e+09 1.923995698520795107e+08
3.737489561677531153e+07 3.178958243848299142e+06 -1.871871916743614376e+08 -2.782620599764254410e+06 -1.361553282604422979e+07 -3.264771698693565093e+06 2.337663046166307107e+07 -4.726930365733575821e+07 1.687174108067998663e+07 1.923995698520795107e+08 5.190621919527256489e+07
