# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
3.195971901192832738e+07 3.705063501563921818e+03 -1.709546524613321722e+08 -2.978305304007810540e+06 -1.492694807003417611e+07 -3.508932644555297680e+06 2.454735908222481236e+07 -5.245526915801898390e+07 1.809497741713529080e+07 2.024002612689773440e+08 4.067886881813635677e+07
3.705063501563921818e+03 6.495516598874140346e-01 -1.596170594012516995e+04 -2.344422159421151548e+02 -1.114657353024421354e+03 -2.708531475194911877e+02 1.977204739095417835e+03 -3.844537581873859835e+03 1.405180889936807262e+03 1.618224531020788527e+04 5.667835730087914271e+03
-1.709546524613321722e+08 -1.596170594012516995e+04 1.506807279724164581e+10 8.962965583614593744e+07 1.278570664636556357e+08 5.902273347544158250e+07 -1.733404941813103259e+08 2.800023108567422628e+08 -3.714061935337903500e+08 -4.981581606999325752e+09 -1.994612899328505397e+08
-2.978305304007810540e+06 -2.344422159421151548e+02 8.962965583614593744e+07 1.619270066469146637e+06 7.904550560267936438e+06 1.666182244685284561e+06 -7.874136893547469750e+06 2.472499728313482553e+07 -9.548140619284290820e+06 -9.211952340088364482e+07 -2.994262139918259811e+06
-1.492694807003417611e+07 -1.114657353024421354e+03 1.278570664636556357e+08 7.904550560267936438e+06 6.902036672213923931e+07 9.607747873467233032e+06 -5.026536708378560841e+07 1.743362133278249204e+08 -6.210306745844464004e+07 -4.281140687077099085e+08 -1.456031929465384968e+07
-3.508932644555297680e+06 -2.708531475194911877e+02 5.902273347544158250e+07 1.666182244685284561e+06 9.607747873467233032e+06 1.868458992941661971e+06 -9.549380570110186934e+06 3.028118063136202842e+07 -1.057874000881355442e+07 -9.615451544909431040e+07 -3.466345370436270721e+06
2.454735908222481236e+07 1.977204739095417835e+03 -1.733404941813103259e+08 -7.874136893547469750e+06 -5.026536708378560841e+07 -9.549380570110186934e+06 5.460287084341529012e+07 -1.632307439925647676e+08 5.255010816685545444e+07 4.739022936760935187e+08 2.505456217591010407e+07
-5.245526915801898390e+07 -3.844537581873859835e+03 2.800023108567422628e+08 2.472499728313482553e+07 1.743362133278249204e+08 3.028118063136202842e+07 -1.632307439925647676e+08 7.238681504814097881e+08 -1.728162030659435093e+08 -1.409553458650039196e+09 -4.971042349337247014e+07
1.809497741713529080e+07 1.405180889936807262e+03 -3.714061935337903500e+08 -9.548140619284290820e+06 -6.210306745844464004e+07 -1.057874000881355442e+07 5.255010816685545444e+07 -1.728162030659435093e+08 6.420316823452360928e+07 5.325754556908050179e+08 1.806153228039161861e+07
2.024002612689773440e+08 1.618224531020788527e+04 -4.981581606999325752e+09 -9.211952340088364482e+07 -4.281140687077099085e+08 -9.615451544909431040e+07 4.739022936760935187e+08 -1.409553458650039196e+09 5.325754556908050179e+08 5.363066168390746117e+09 2.057147457873318493e+08
4.067886881813635677e+07 5.667835730087914271e+03 -1.994612899328505397e+08 -2.994262139918259811e+06 -1.456031929465384968e+07 -3.466345370436270721e+06 2.505456217591010407e+07 -4.971042349337247014e+07 1.806153228039161861e+07 2.057147457873318493e+08 5.692223604020117968e+07
