# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.197224069201808423e+07 -8.946956433228981914e+05 1.687910158912675828e+07 1.369649286588719406e+03 -3.108872473114707507e+06 4.069825992347798496e+07 -3.244414884027570486e+06 2.329156139284822345e+07 -1.876171896967571676e+08 1.939084206447834074e+08 -1.377385979827725887e+07 -4.759519427165298909e+07
-8.946956433228981914e+05 4.850200983036096295e+04 -1.156090798824328464e+06 -2.706908817636622189e+01 2.219322989024683193e+05 -9.268085379791782470e+05 2.281204198960069916e+05 -1.362840230055696797e+06 1.197308788143341616e+07 -1.333628495807191916e+07 8.707945277004044037e+05 3.362823734414692037e+06
1.687910158912675828e+07 -1.156090798824328464e+06 6.147196327422774583e+07 4.931324502501507254e+02 -9.400937461749592796e+06 1.685961366513924673e+07 -1.003153207395945117e+07 4.966684046651735157e+07 -3.748892906375428438e+08 5.078425975715010762e+08 -5.995080654691896588e+07 -1.642405924376347065e+08
1.369649286588719406e+03 -2.706908817636622189e+01 4.931324502501507254e+02 8.537465772063239366e-02 -9.344944242750817409e+01 2.079992985328275608e+03 -9.353087485733276196e+01 6.982664901274487192e+02 -6.563748624188697249e+03 5.820929010507741623e+03 -3.845947984525467405e+02 -1.286405909834636077e+03
-3.108872473114707507e+06 2.219322989024683193e+05 -9.400937461749592796e+06 -9.344944242750817409e+01 1.656327793690313585e+06 -3.164211575808046386e+06 1.633388226677189348e+06 -7.784681693029346876e+06 9.359234221776215732e+07 -9.146873513250932097e+07 7.795959986009391956e+06 2.414720329001015425e+07
4.069825992347798496e+07 -9.268085379791782470e+05 1.685961366513924673e+07 2.079992985328275608e+03 -3.164211575808046386e+06 5.695418187646215409e+07 -3.194877138767336495e+06 2.368580108691054583e+07 -2.184905278807863891e+08 1.973948827747081220e+08 -1.337567406022311747e+07 -4.456034013554046303e+07
-3.244414884027570486e+06 2.281204198960069916e+05 -1.003153207395945117e+07 -9.353087485733276196e+01 1.633388226677189348e+06 -3.194877138767336495e+06 1.757734784734545043e+06 -8.969255511627977714e+06 5.940709366615815461e+07 -9.104871237162381411e+07 9.190695418485220522e+06 2.858490066584100574e+07
2.329156139284822345e+07 -1.362840230055696797e+06 4.966684046651735157e+07 6.982664901274487192e+02 -7.784681693029346876e+06 2.368580108691054583e+07 -8.969255511627977714e+06 5.174730395899118483e+07 -1.806854653268945217e+08 4.487014916529514194e+08 -4.795237356779873371e+07 -1.539918711799775958e+08
-1.876171896967571676e+08 1.197308788143341616e+07 -3.748892906375428438e+08 -6.563748624188697249e+03 9.359234221776215732e+07 -2.184905278807863891e+08 5.940709366615815461e+07 -1.806854653268945217e+08 1.538672698478243446e+10 -5.069161988849324226e+09 1.314499878400062025e+08 2.824870608799059987e+08
1.939084206447834074e+08 -1.333628495807191916e+07 5.078425975715010762e+08 5.820929010507741623e+03 -9.146873513250932097e+07 1.973948827747081220e+08 -9.104871237162381411e+07 4.487014916529514194e+08 -5.069161988849324226e+09 5.142293987655696869e+09 -4.096843248300872445e+08 -1.330756973460631847e+09
-1.377385979827725887e+07 8.707945277004044037e+05 -5.995080654691896588e+07 -3.845947984525467405e+02 7.795959986009391956e+06 -1.337567406022311747e+07 9.190695418485220522e+06 -4.795237356779873371e+07 1.314499878400062025e+08 -4.096843248300872445e+08 6.719283242152793705e+07 1.676515804862250984e+08
-4.759519427165298909e+07 3.362823734414692037e+06 -1.642405924376347065e+08 -1.286405909834636077e+03 2.414720329001015425e+07 -4.456034013554046303e+07 2.858490066584100574e+07 -1.539918711799775958e+08 2.824870608799059987e+08 -1.330756973460631847e+09 1.676515804862250984e+08 6.983917852533079386e+08
