# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
2.764051850476500113e+04 -5.092552702775046928e+05 -2.732803259315879973e+00 1.081743754683140141e+05 1.072859046627067582e+05 -6.943010353968529962e+05 7.049969317241462879e+06 -6.740734148712269962e+06 3.243108126161577529e+05 1.459319884352976456e+06
-5.092552702775046928e+05 1.610484936190120131e+07 5.123913052285980996e+01 -2.062690948375683976e+06 -2.810599959938699845e+06 1.988160007351048291e+07 2.538150964210293442e+07 1.245406352871427983e+08 -1.878003853715178743e+07 -5.389813405677760392e+07
-2.732803259315879973e+00 5.123913052285980996e+01 4.405164233812383342e-04 -9.952097218074825946e+00 -9.893057114692309639e+00 6.983508156316686666e+01 -6.931403935593557435e+02 6.172047250388392285e+02 -3.840629727462557241e+01 -1.353914822575947596e+02
1.081743754683140141e+05 -2.062690948375683976e+06 -9.952097218074825946e+00 4.651517015138584538e+05 4.520040066366227693e+05 -2.762752600028760731e+06 3.007248199651211873e+07 -2.872775664225477353e+07 1.146418676253504818e+06 6.229151217291515321e+06
1.072859046627067582e+05 -2.810599959938699845e+06 -9.893057114692309639e+00 4.520040066366227693e+05 5.687403161040276755e+05 -3.751243804830953944e+06 9.821419847094266152e+04 -2.810746726904415339e+07 2.687725367233883590e+06 9.971167002776391804e+06
-6.943010353968529962e+05 1.988160007351048291e+07 6.983508156316686666e+01 -2.762752600028760731e+06 -3.751243804830953944e+06 2.633825993153160810e+07 4.354754794528656453e+07 1.707124705741313994e+08 -2.181397395860819146e+07 -7.098003442453950644e+07
7.049969317241462879e+06 2.538150964210293442e+07 -6.931403935593557435e+02 3.007248199651211873e+07 9.821419847094266152e+04 4.354754794528656453e+07 1.091248993441840935e+10 -1.848044214302272320e+09 -2.370264065814943910e+08 -4.924726960086921453e+08
-6.740734148712269962e+06 1.245406352871427983e+08 6.172047250388392285e+02 -2.872775664225477353e+07 -2.810746726904415339e+07 1.707124705741313994e+08 -1.848044214302272320e+09 1.798020405774863482e+09 -6.449894590164363384e+07 -3.513333436158619523e+08
3.243108126161577529e+05 -1.878003853715178743e+07 -3.840629727462557241e+01 1.146418676253504818e+06 2.687725367233883590e+06 -2.181397395860819146e+07 -2.370264065814943910e+08 -6.449894590164363384e+07 2.984678940042577684e+07 6.802448342840738595e+07
1.459319884352976456e+06 -5.389813405677760392e+07 -1.353914822575947596e+02 6.229151217291515321e+06 9.971167002776391804e+06 -7.098003442453950644e+07 -4.924726960086921453e+08 -3.513333436158619523e+08 6.802448342840738595e+07 5.846493678837318420e+08
