# A_ksz logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
2.961862924362124130e+07 1.709004048621313646e+07 2.415428637738716323e+06 -2.799580870541452896e+06 3.737489561677531153e+07 -3.337659265235171188e+06 2.316416876109922677e+07 -1.610968390070831478e+08 1.912132303067520559e+08 -1.412204952491683140e+07 -5.032681912231381238e+07
1.709004048621313646e+07 6.351057425465591997e+07 1.313710932268982753e+06 -9.419534534348728135e+06 1.687174108067998663e+07 -1.045803895120197348e+07 5.164446252028219402e+07 -3.650651768400384188e+08 5.246412427883331180e+08 -6.156807560329712182e+07 -1.712997324914799035e+08
2.415428637738716323e+06 1.313710932268982753e+06 2.020695867153924191e+05 -2.202548867914618459e+05 3.178958243848299142e+06 -2.578559221267889370e+05 1.789252354996875627e+06 -1.373061899055344798e+07 1.505012977676068246e+07 -1.047795667295894586e+06 -3.785182421261867974e+06
-2.799580870541452896e+06 -9.419534534348728135e+06 -2.202548867914618459e+05 1.595646840450227493e+06 -2.782620599764254410e+06 1.642387134380658390e+06 -7.704537555134749040e+06 8.838256018256452680e+07 -9.056612408460122347e+07 7.809051158124046400e+06 2.440287245809135213e+07
3.737489561677531153e+07 1.687174108067998663e+07 3.178958243848299142e+06 -2.782620599764254410e+06 5.190621919527256489e+07 -3.264771698693565093e+06 2.337663046166307107e+07 -1.871871916743614376e+08 1.923995698520795107e+08 -1.361553282604422979e+07 -4.726930365733575821e+07
-3.337659265235171188e+06 -1.045803895120197348e+07 -2.578559221267889370e+05 1.642387134380658390e+06 -3.264771698693565093e+06 1.848391925745507237e+06 -9.391198974338896573e+06 5.790548909701673687e+07 -9.478868292044585943e+07 9.517108196862680838e+06 3.006376920667931437e+07
2.316416876109922677e+07 5.164446252028219402e+07 1.789252354996875627e+06 -7.704537555134749040e+06 2.337663046166307107e+07 -9.391198974338896573e+06 5.340865204172618687e+07 -1.647081058604113460e+08 4.634480368474604487e+08 -4.957717680071714520e+07 -1.612730001571826637e+08
-1.610968390070831478e+08 -3.650651768400384188e+08 -1.373061899055344798e+07 8.838256018256452680e+07 -1.871871916743614376e+08 5.790548909701673687e+07 -1.647081058604113460e+08 1.500620967080733871e+10 -4.906014602738740921e+09 1.233046028791672885e+08 2.669514334753276408e+08
1.912132303067520559e+08 5.246412427883331180e+08 1.505012977676068246e+07 -9.056612408460122347e+07 1.923995698520795107e+08 -9.478868292044585943e+07 4.634480368474604487e+08 -4.906014602738740921e+09 5.271712359616357803e+09 -4.222464781752629876e+08 -1.393970121889471531e+09
-1.412204952491683140e+07 -6.156807560329712182e+07 -1.047795667295894586e+06 7.809051158124046400e+06 -1.361553282604422979e+07 9.517108196862680838e+06 -4.957717680071714520e+07 1.233046028791672885e+08 -4.222464781752629876e+08 6.858202154572923481e+07 1.731685068831272125e+08
-5.032681912231381238e+07 -1.712997324914799035e+08 -3.785182421261867974e+06 2.440287245809135213e+07 -4.726930365733575821e+07 3.006376920667931437e+07 -1.612730001571826637e+08 2.669514334753276408e+08 -1.393970121889471531e+09 1.731685068831272125e+08 7.224038688547797203e+08
