# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
2.763979371829150841e+04 -3.920667476479660962e+00 7.049822771319408901e+06 1.081715998584862537e+05 3.243001285063300165e+05 1.072838865264595079e+05 -6.942830556943843840e+05 1.459299430657161167e+06 -5.092418219787250855e+05 -6.740584561316197738e+06
-3.920667476479660962e+00 9.045132251777195879e-04 -9.935936905217679396e+02 -1.426434994389880906e+01 -5.519619674224463068e+01 -1.418307153426357203e+01 1.001709462222896150e+02 -1.941795318360384783e+02 7.351572950896409964e+01 8.846209337701186541e+02
7.049822771319408901e+06 -9.935936905217679396e+02 1.091216427825518417e+10 3.008487456690629199e+07 -2.370284097576923072e+08 8.466054573200340383e+04 4.355116199581253529e+07 -4.930161889620389342e+08 2.538417016650776938e+07 -1.847343502819974184e+09
1.081715998584862537e+05 -1.426434994389880906e+01 3.008487456690629199e+07 4.643898724998802645e+05 1.146379394223497482e+06 4.527614194740533130e+05 -2.762683085155924782e+06 6.262290668265451677e+06 -2.062639204040292418e+06 -2.876616453888629749e+07
3.243001285063300165e+05 -5.519619674224463068e+01 -2.370284097576923072e+08 1.146379394223497482e+06 2.984660984740089253e+07 2.687695297939737327e+06 -2.181371049509547651e+07 6.802414463472588360e+07 -1.877983293477489054e+07 -6.449681049273830652e+07
1.072838865264595079e+05 -1.418307153426357203e+01 8.466054573200340383e+04 4.527614194740533130e+05 2.687695297939737327e+06 5.679544907200731104e+05 -3.751193351740795653e+06 9.937221885856742039e+06 -2.810561907133525703e+06 -2.806728265207625553e+07
-6.942830556943843840e+05 1.001709462222896150e+02 4.355116199581253529e+07 -2.762683085155924782e+06 -2.181371049509547651e+07 -3.751193351740795653e+06 2.633781404210981354e+07 -7.097952363668914139e+07 1.988126542879379541e+07 1.707087247242101729e+08
1.459299430657161167e+06 -1.941795318360384783e+02 -4.930161889620389342e+08 6.262290668265451677e+06 6.802414463472588360e+07 9.937221885856742039e+06 -7.097952363668914139e+07 5.831634297090188265e+08 -5.389773694071929902e+07 -3.496019761747393608e+08
-5.092418219787250855e+05 7.351572950896409964e+01 2.538417016650776938e+07 -2.062639204040292418e+06 -1.877983293477489054e+07 -2.810561907133525703e+06 1.988126542879379541e+07 -5.389773694071929902e+07 1.610459531537380815e+07 1.245378466446598768e+08
-6.740584561316197738e+06 8.846209337701186541e+02 -1.847343502819974184e+09 -2.876616453888629749e+07 -6.449681049273830652e+07 -2.806728265207625553e+07 1.707087247242101729e+08 -3.496019761747393608e+08 1.245378466446598768e+08 1.795962691330414057e+09
