# A_ksz logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.186062829184404388e+07 1.463390421580843255e+07 4.252130910740654508e+04 -2.234701361676217057e+06 4.052637797920982540e+07 -2.660609357021688949e+06 1.883223786244492978e+07 -1.303699798791583627e+08 1.505353234057568312e+08 -1.320537472552274168e+07 -4.051135032738724351e+07
1.463390421580843255e+07 1.714119482593822479e+07 1.471763588923859606e+04 -2.076779894479943439e+06 1.568285746575301886e+07 -3.025199486010321416e+06 2.094569041641192883e+07 2.904285058244505152e+07 1.337252050328332782e+08 -1.962580979668972269e+07 -5.739010678564859927e+07
4.252130910740654508e+04 1.471763588923859606e+04 7.945323485773685945e+01 -2.352754604834219663e+03 6.408346416807861533e+04 -2.717988687918747928e+03 1.981798527033678329e+04 -1.634148447475993016e+05 1.607468242566195549e+05 -1.237351373161277479e+04 -3.890677050779186538e+04
-2.234701361676217057e+06 -2.076779894479943439e+06 -2.352754604834219663e+03 4.349811583405751153e+05 -2.461264846093364991e+06 4.578498009791151271e+05 -2.721663501982069109e+06 2.734670905025231838e+07 -2.839886650085004419e+07 1.154460170037672622e+06 6.375220506629921496e+06
4.052637797920982540e+07 1.568285746575301886e+07 6.408346416807861533e+04 -2.461264846093364991e+06 5.667192748253827542e+07 -2.855934774528866168e+06 2.065390154817488417e+07 -1.670455922863630056e+08 1.671072594460554719e+08 -1.357311299090902507e+07 -4.148224209603118896e+07
-2.660609357021688949e+06 -3.025199486010321416e+06 -2.717988687918747928e+03 4.578498009791151271e+05 -2.855934774528866168e+06 6.146110422433887143e+05 -3.974737338182834908e+06 -3.382455624781107763e+05 -3.017580031678990275e+07 2.844392644904917572e+06 1.068539271349728107e+07
1.883223786244492978e+07 2.094569041641192883e+07 1.981798527033678329e+04 -2.721663501982069109e+06 2.065390154817488417e+07 -3.974737338182834908e+06 2.735440394173154607e+07 5.158755758724517375e+07 1.792927693081462383e+08 -2.268923411812683940e+07 -7.469753278641988337e+07
-1.303699798791583627e+08 2.904285058244505152e+07 -1.634148447475993016e+05 2.734670905025231838e+07 -1.670455922863630056e+08 -3.382455624781107763e+05 5.158755758724517375e+07 1.069054726854512596e+10 -1.779525470830155611e+09 -2.405518612610164881e+08 -4.951221797432912588e+08
1.505353234057568312e+08 1.337252050328332782e+08 1.607468242566195549e+05 -2.839886650085004419e+07 1.671072594460554719e+08 -3.017580031678990275e+07 1.792927693081462383e+08 -1.779525470830155611e+09 1.881241255615538597e+09 -7.070756225204670429e+07 -3.840328063639626503e+08
-1.320537472552274168e+07 -1.962580979668972269e+07 -1.237351373161277479e+04 1.154460170037672622e+06 -1.357311299090902507e+07 2.844392644904917572e+06 -2.268923411812683940e+07 -2.405518612610164881e+08 -7.070756225204670429e+07 3.071417052367461473e+07 7.080480485053521395e+07
-4.051135032738724351e+07 -5.739010678564859927e+07 -3.890677050779186538e+04 6.375220506629921496e+06 -4.148224209603118896e+07 1.068539271349728107e+07 -7.469753278641988337e+07 -4.951221797432912588e+08 -3.840328063639626503e+08 7.080480485053521395e+07 5.958724974074829817e+08
