# logA m_wdm mnu nnu ns ombh2 omch2 tau theta
1.708438883660505340e+07 2.091643659383453632e+04 -2.066494545557336882e+06 -3.015977257666781545e+06 2.087111247177703306e+07 2.957704335499902070e+07 1.330968348188652992e+08 -1.958002509268315881e+07 -5.728128025108200312e+07
2.091643659383453632e+04 5.830919573785723742e+01 -3.672247749023814777e+03 -4.119697880316759438e+03 2.804291742526219605e+04 -2.459084720571079233e+05 2.477266137456113356e+05 -1.570174848272344752e+04 -5.786658430648387730e+04
-2.066494545557336882e+06 -3.672247749023814777e+03 4.330111089597686660e+05 4.560848909510526573e+05 -2.707871187170465011e+06 2.723874594934869558e+07 -2.827706026523482427e+07 1.146916223203205736e+06 6.354886145098435692e+06
-3.015977257666781545e+06 -4.119697880316759438e+03 4.560848909510526573e+05 6.131173610433778958e+05 -3.962475252920375671e+06 -4.288288908389647258e+05 -3.006931846373608336e+07 2.837413217367294710e+06 1.066913338072332926e+07
2.087111247177703306e+07 2.804291742526219605e+04 -2.707871187170465011e+06 -3.962475252920375671e+06 2.725493796365044266e+07 5.232346663939095289e+07 1.784472305404864252e+08 -2.263109721608117968e+07 -7.455617562406976521e+07
2.957704335499902070e+07 -2.459084720571079233e+05 2.723874594934869558e+07 -4.288288908389647258e+05 5.232346663939095289e+07 1.068487579875722694e+10 -1.772961663439082861e+09 -2.409183946248292625e+08 -4.960727716334232688e+08
1.330968348188652992e+08 2.477266137456113356e+05 -2.827706026523482427e+07 -3.006931846373608336e+07 1.784472305404864252e+08 -1.772961663439082861e+09 1.873769619211371422e+09 -7.025079806569388509e+07 -3.828418816225556731e+08
-1.958002509268315881e+07 -1.570174848272344752e+04 1.146916223203205736e+06 2.837413217367294710e+06 -2.263109721608117968e+07 -2.409183946248292625e+08 -7.025079806569388509e+07 3.067255812767976895e+07 7.071671203691250086e+07
-5.728128025108200312e+07 -5.786658430648387730e+04 6.354886145098435692e+06 1.066913338072332926e+07 -7.455617562406976521e+07 -4.960727716334232688e+08 -3.828418816225556731e+08 7.071671203691250086e+07 5.957058737726773024e+08
