# m_wdm ombh2 mnu tau nnu ns theta logA omch2
1.466044356503245182e-02 -4.581711609718379805e+03 -7.787871733662422002e+01 -3.343410417166574575e+02 -8.896530890664251956e+01 5.965594976007371315e+02 -1.293105232400649356e+03 4.428940594858756867e+02 5.232021029275114415e+03
-4.581711609718379805e+03 1.506792963535713577e+10 8.962678951492954791e+07 1.278462281550131142e+08 5.902008935610431433e+07 -1.733200786151436567e+08 2.799704942896934152e+08 -3.713912673548504114e+08 -4.981401023643007278e+09
-7.787871733662422002e+01 8.962678951492954791e+07 1.619213730337889865e+06 7.904324869853835553e+06 1.666128512460115366e+06 -7.873736978354338557e+06 2.472432221260873228e+07 -9.547839406525954604e+06 -9.211595468863429129e+07
-3.343410417166574575e+02 1.278462281550131142e+08 7.904324869853835553e+06 6.901930989660926163e+07 9.607530954077688977e+06 -5.026370797196659446e+07 1.743334076722988486e+08 -6.210178572883551568e+07 -4.280998993505535722e+08
-8.896530890664251956e+01 5.902008935610431433e+07 1.666128512460115366e+06 9.607530954077688977e+06 1.868409577010321198e+06 -9.549003075421132147e+06 3.028057998524806648e+07 -1.057845387536081113e+07 -9.615115567110301554e+07
5.965594976007371315e+02 -1.733200786151436567e+08 -7.873736978354338557e+06 -5.026370797196659446e+07 -9.549003075421132147e+06 5.459998986230418086e+07 -1.632260542728214264e+08 5.254794295794597268e+07 4.738771012605123520e+08
-1.293105232400649356e+03 2.799704942896934152e+08 2.472432221260873228e+07 1.743334076722988486e+08 3.028057998524806648e+07 -1.632260542728214264e+08 7.238610020755243301e+08 -1.728125934382514358e+08 -1.409511815105963469e+09
4.428940594858756867e+02 -3.713912673548504114e+08 -9.547839406525954604e+06 -6.210178572883551568e+07 -1.057845387536081113e+07 5.254794295794597268e+07 -1.728125934382514358e+08 6.420152282491451502e+07 5.325564763330567479e+08
5.232021029275114415e+03 -4.981401023643007278e+09 -9.211595468863429129e+07 -4.280998993505535722e+08 -9.615115567110301554e+07 4.738771012605123520e+08 -1.409511815105963469e+09 5.325564763330567479e+08 5.362841238895038605e+09
