# m_wdm ombh2 mnu tau nnu ns theta logA omch2
2.991102379850325149e-02 -5.441471216288314281e+03 -8.102313221689593092e+01 -3.490889514399091240e+02 -9.082871284913235854e+01 6.219488089902996535e+02 -1.273751058237872030e+03 4.629938693737232711e+02 5.467611532646777050e+03
-5.441471216288314281e+03 1.069101149649865723e+10 2.737440561725138128e+07 -2.405012092883838117e+08 -3.391224989652157528e+05 5.148629601315248013e+07 -4.955343900852096677e+08 2.896968732275871187e+07 -1.779753710058034182e+09
-8.102313221689593092e+01 2.737440561725138128e+07 4.345010423833014793e+05 1.155508539656659123e+06 4.588574263624240411e+05 -2.723574844541249797e+06 6.411223064380298369e+06 -2.078199651217438746e+06 -2.845467062141447142e+07
-3.490889514399091240e+02 -2.405012092883838117e+08 1.155508539656659123e+06 3.071996913951948285e+07 2.845360747260734905e+06 -2.269736789664658904e+07 7.081696937516996264e+07 -1.963218306693725288e+07 -7.077138424731519818e+07
-9.082871284913235854e+01 -3.391224989652157528e+05 4.588574263624240411e+05 2.845360747260734905e+06 6.140347666111823637e+05 -3.976434942664356437e+06 1.065370366869775951e+07 -3.026470067957710475e+06 -3.015070586952352524e+07
6.219488089902996535e+02 5.148629601315248013e+07 -2.723574844541249797e+06 -2.269736789664658904e+07 -3.976434942664356437e+06 2.736831096539127454e+07 -7.471704091894043982e+07 2.095606963859549537e+07 1.794105202841614485e+08
-1.273751058237872030e+03 -4.955343900852096677e+08 6.411223064380298369e+06 7.081696937516996264e+07 1.065370366869775951e+07 -7.471704091894043982e+07 5.944092298195046186e+08 -5.740504099113897234e+07 -3.824690604539501667e+08
4.629938693737232711e+02 2.896968732275871187e+07 -2.078199651217438746e+06 -1.963218306693725288e+07 -3.026470067957710475e+06 2.095606963859549537e+07 -5.740504099113897234e+07 1.714906548775882646e+07 1.338123318141600341e+08
5.467611532646777050e+03 -1.779753710058034182e+09 -2.845467062141447142e+07 -7.077138424731519818e+07 -3.015070586952352524e+07 1.794105202841614485e+08 -3.824690604539501667e+08 1.338123318141600341e+08 1.880250348377119064e+09
