# A_ksz logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.196921715433495492e+07 1.809801454397784173e+07 2.077459578943508859e+03 -2.978835824113281909e+06 4.069347629398648441e+07 -3.509451138547114562e+06 2.455161661993909627e+07 -1.709846896585862935e+08 2.024344785700721741e+08 -1.492939631674474292e+07 -5.246173915092375129e+07
1.809801454397784173e+07 6.420490288363493234e+07 8.040142819336658704e+02 -9.548459383496722206e+06 1.806534689325451106e+07 -1.057903959923620149e+07 5.255240700627698004e+07 -3.714218108482418060e+08 5.325954695315958858e+08 -6.210441860229838639e+07 -1.728199418533835709e+08
2.077459578943508859e+03 8.040142819336658704e+02 1.903678953620290271e-01 -1.340545873776158032e+02 3.135770359193373224e+03 -1.547404584460913384e+02 1.129089313063733925e+03 -9.155683614024261260e+03 9.247560096440212874e+03 -6.387916870279310615e+02 -2.195174942215453484e+03
-2.978835824113281909e+06 -9.548459383496722206e+06 -1.340545873776158032e+02 1.620080746820190921e+06 -2.994926141207878944e+06 1.665473210825832328e+06 -7.874562548141742125e+06 8.961969081764453650e+07 -9.208429412952245772e+07 7.904789640422580764e+06 2.469247730988684297e+07
4.069347629398648441e+07 1.806534689325451106e+07 3.135770359193373224e+03 -2.994926141207878944e+06 5.694622802098686248e+07 -3.466994367826128379e+06 2.506004074016026780e+07 -1.995007532581623495e+08 2.057579730373960435e+08 -1.456337518472742476e+07 -4.971836859739471972e+07
-3.509451138547114562e+06 -1.057903959923620149e+07 -1.547404584460913384e+02 1.665473210825832328e+06 -3.466994367826128379e+06 1.869290701957450714e+06 -9.549778450643781573e+06 5.903864024245020747e+07 -9.619779549290402234e+07 9.607975257733322680e+06 3.031569230910086259e+07
2.455161661993909627e+07 5.255240700627698004e+07 1.129089313063733925e+03 -7.874562548141742125e+06 2.506004074016026780e+07 -9.549778450643781573e+06 5.460594143949048966e+07 -1.733620210259061158e+08 4.739290071779329181e+08 -5.026713082421969622e+07 -1.632356388384054005e+08
-1.709846896585862935e+08 -3.714218108482418060e+08 -9.155683614024261260e+03 8.961969081764453650e+07 -1.995007532581623495e+08 5.903864024245020747e+07 -1.733620210259061158e+08 1.506851802206285095e+10 -4.982440687887441635e+09 1.278684321968697459e+08 2.805749508339002728e+08
2.024344785700721741e+08 5.325954695315958858e+08 9.247560096440212874e+03 -9.208429412952245772e+07 2.057579730373960435e+08 -9.619779549290402234e+07 4.739290071779329181e+08 -4.982440687887441635e+09 5.365329090720717430e+09 -4.281290367176339626e+08 -1.411323877887146235e+09
-1.492939631674474292e+07 -6.210441860229838639e+07 -6.387916870279310615e+02 7.904789640422580764e+06 -1.456337518472742476e+07 9.607975257733322680e+06 -5.026713082421969622e+07 1.278684321968697459e+08 -4.281290367176339626e+08 6.902147880676275492e+07 1.743391224952927232e+08
-5.246173915092375129e+07 -1.728199418533835709e+08 -2.195174942215453484e+03 2.469247730988684297e+07 -4.971836859739471972e+07 3.031569230910086259e+07 -1.632356388384054005e+08 2.805749508339002728e+08 -1.411323877887146235e+09 1.743391224952927232e+08 7.253609553799325228e+08
