# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
3.191224107118895277e+07 2.002856648747939107e+04 -1.708027535885091126e+08 -2.975603417289405130e+06 -1.491457724820633605e+07 -3.506322038439852651e+06 2.452580948213372380e+07 -5.242300912535401434e+07 1.807959972653215379e+07 2.022274438290384114e+08 4.060553458451765031e+07
2.002856648747939107e+04 1.783012533648877351e+01 -8.863007578561210539e+04 -1.320661954495488089e+03 -6.292003491291671708e+03 -1.527305868031755836e+03 1.108351342099252361e+04 -2.177924269221301438e+04 7.914780928906611734e+03 9.096402011879855127e+04 3.019874834046624892e+04
-1.708027535885091126e+08 -8.863007578561210539e+04 1.506729400562809753e+10 8.961376621846075356e+07 1.277973314756577611e+08 5.900838645339408517e+07 -1.732277295442407727e+08 2.798331038099790812e+08 -3.713240723933976293e+08 -4.980594475362324715e+09 -1.992612362796975970e+08
-2.975603417289405130e+06 -1.320661954495488089e+03 8.961376621846075356e+07 1.618952524220282910e+06 7.903287799415442161e+06 1.665884537825546693e+06 -7.871893435289720073e+06 2.472130756472495943e+07 -9.546455603724999353e+06 -9.209967347392117977e+07 -2.990872208495011088e+06
-1.491457724820633605e+07 -6.292003491291671708e+03 1.277973314756577611e+08 7.903287799415442161e+06 6.901452807180619240e+07 9.606558062371930107e+06 -5.025613538769346476e+07 1.743210796930654049e+08 -6.209596804124005884e+07 -4.280358592266452909e+08 -1.454483009488885477e+07
-3.506322038439852651e+06 -1.527305868031755836e+03 5.900838645339408517e+07 1.665884537825546693e+06 9.606558062371930107e+06 1.868192217881892109e+06 -9.547302022913444787e+06 3.027801536652483419e+07 -1.057717079141852632e+07 -9.613621315473893285e+07 -3.463064580746538471e+06
2.452580948213372380e+07 1.108351342099252361e+04 -1.732277295442407727e+08 -7.871893435289720073e+06 -5.025613538769346476e+07 -9.547302022913444787e+06 5.458679947100310028e+07 -1.632053306656721532e+08 5.253805722386866808e+07 4.737628100273034573e+08 2.502674889727201685e+07
-5.242300912535401434e+07 -2.177924269221301438e+04 2.798331038099790812e+08 2.472130756472495943e+07 1.743210796930654049e+08 3.027801536652483419e+07 -1.632053306656721532e+08 7.238318170529054403e+08 -1.727967372427741587e+08 -1.409330721559912443e+09 -4.967059383746614307e+07
1.807959972653215379e+07 7.914780928906611734e+03 -3.713240723933976293e+08 -9.546455603724999353e+06 -6.209596804124005884e+07 -1.057717079141852632e+07 5.253805722386866808e+07 -1.727967372427741587e+08 6.419404582544731349e+07 5.324707549302756786e+08 1.804216027819789201e+07
2.022274438290384114e+08 9.096402011879855127e+04 -4.980594475362324715e+09 -9.209967347392117977e+07 -4.280358592266452909e+08 -9.613621315473893285e+07 4.737628100273034573e+08 -1.409330721559912443e+09 5.324707549302756786e+08 5.361832624701304436e+09 2.054957592868076563e+08
4.060553458451765031e+07 3.019874834046624892e+04 -1.992612362796975970e+08 -2.990872208495011088e+06 -1.454483009488885477e+07 -3.463064580746538471e+06 2.502674889727201685e+07 -4.967059383746614307e+07 1.804216027819789201e+07 2.054957592868076563e+08 5.680141742641339451e+07
