# HMCode_logT_AGN A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
2.763845279993291842e+04 -6.795873892119926168e+05 -4.290083265494795484e+01 7.049544550843661651e+06 1.081670203676760430e+05 3.242840109277190641e+05 1.072799740035355935e+05 -6.942531393412925536e+05 1.459252865543371532e+06 -5.092196173644351074e+05 -6.740310081785723567e+06 -7.554777617497426691e+05
-6.795873892119926168e+05 3.196470692734462768e+07 2.562527841646484831e+03 -1.469912077477792501e+08 -2.392368307623830158e+06 -1.235115181049458310e+07 -2.505619900656856596e+06 1.814003827579763904e+07 -3.729242733974580467e+07 1.389689350204757042e+07 1.473519622811645865e+08 4.068669220285388082e+07
-4.290083265494795484e+01 2.562527841646484831e+03 3.008439741813720980e-01 -1.078412621408908853e+04 -1.518770568445288234e+02 -6.885995809969144830e+02 -1.519436921495814659e+02 1.130647883825877443e+03 -2.106957358315955844e+03 8.348188320555810833e+02 9.360005128799444719e+03 3.889879968766230377e+03
7.049544550843661651e+06 -1.469912077477792501e+08 -1.078412621408908853e+04 1.091210849712224770e+10 3.008393720187633485e+07 -2.370313684901349843e+08 8.389803463200179976e+04 4.355712907511336356e+07 -4.930246422727664113e+08 2.538851676201873645e+07 -1.847287568822244883e+09 -1.863164344695394933e+08
1.081670203676760430e+05 -2.392368307623830158e+06 -1.518770568445288234e+02 3.008393720187633485e+07 4.643744554489676375e+05 1.146325758386071306e+06 4.527484516271920875e+05 -2.762582999056704808e+06 6.262139393155922182e+06 -2.062564913503071526e+06 -2.876524113244662806e+07 -2.656413350955901202e+06
3.242840109277190641e+05 -1.235115181049458310e+07 -6.885995809969144830e+02 -2.370313684901349843e+08 1.146325758386071306e+06 2.984634406166013330e+07 2.687648968840000220e+06 -2.181333196243435517e+07 6.802355417514942586e+07 -1.877953537596338615e+07 -6.449367479803103209e+07 -1.264722654728862643e+07
1.072799740035355935e+05 -2.505619900656856596e+06 -1.519436921495814659e+02 8.389803463200179976e+04 4.527484516271920875e+05 2.687648968840000220e+06 5.679438888250942109e+05 -3.751109754257545341e+06 9.937101262674808502e+06 -2.810499138103405945e+06 -2.806651235035626963e+07 -2.680733943153161556e+06
-6.942531393412925536e+05 1.814003827579763904e+07 1.130647883825877443e+03 4.355712907511336356e+07 -2.762582999056704808e+06 -2.181333196243435517e+07 -3.751109754257545341e+06 2.633715172342282534e+07 -7.097854499122394621e+07 1.988076886806489155e+07 1.707027781590256393e+08 1.981076727157864347e+07
1.459252865543371532e+06 -3.729242733974580467e+07 -2.106957358315955844e+03 -4.930246422727664113e+08 6.262139393155922182e+06 6.802355417514942586e+07 9.937101262674808502e+06 -7.097854499122394621e+07 5.831620868564870358e+08 -5.389698391888792068e+07 -3.495930943375377655e+08 -3.777027523243911564e+07
-5.092196173644351074e+05 1.389689350204757042e+07 8.348188320555810833e+02 2.538851676201873645e+07 -2.062564913503071526e+06 -1.877953537596338615e+07 -2.810499138103405945e+06 1.988076886806489155e+07 -5.389698391888792068e+07 1.610421831877889298e+07 1.245334403994420916e+08 1.489693143369271606e+07
-6.740310081785723567e+06 1.473519622811645865e+08 9.360005128799444719e+03 -1.847287568822244883e+09 -2.876524113244662806e+07 -6.449367479803103209e+07 -2.806651235035626963e+07 1.707027781590256393e+08 -3.495930943375377655e+08 1.245334403994420916e+08 1.795907418890191555e+09 1.635461139213482738e+08
-7.554777617497426691e+05 4.068669220285388082e+07 3.889879968766230377e+03 -1.863164344695394933e+08 -2.656413350955901202e+06 -1.264722654728862643e+07 -2.680733943153161556e+06 1.981076727157864347e+07 -3.777027523243911564e+07 1.489693143369271606e+07 1.635461139213482738e+08 5.693527073046108335e+07
