# logA m_wdm mnu nnu ns ombh2 omch2 tau theta
6.418405360523585230e+07 3.136654017684525570e+03 -9.544609386410994455e+06 -1.057544974615092576e+07 5.252488721284892410e+07 -3.712339282063858509e+08 5.323561232228876352e+08 -6.208819668219681084e+07 -1.727753530256556273e+08
3.136654017684525570e+03 7.104913587520037543e-01 -5.515157364835328053e+02 -6.294036689474032755e+02 4.200933661504531301e+03 -3.234551428111456335e+04 3.697156984964803996e+04 -2.370072431531573329e+03 -9.156521019208259531e+03
-9.544609386410994455e+06 -5.515157364835328053e+02 1.619355365416381508e+06 1.664792407360743964e+06 -7.869440427387562580e+06 8.958334881852321327e+07 -9.203892858857135475e+07 7.901905290529650636e+06 2.468403028121317923e+07
-1.057544974615092576e+07 -6.294036689474032755e+02 1.664792407360743964e+06 1.868679626130222809e+06 -9.545027573833437636e+06 5.900577083010945469e+07 -9.615591342041841149e+07 9.605254257583394647e+06 3.030842891090221331e+07
5.252488721284892410e+07 4.200933661504531301e+03 -7.869440427387562580e+06 -9.545027573833437636e+06 5.456927187717107683e+07 -1.731042443217943013e+08 4.736104220532270074e+08 -5.024605473167123646e+07 -1.631774819056400657e+08
-3.712339282063858509e+08 -3.234551428111456335e+04 8.958334881852321327e+07 5.900577083010945469e+07 -1.731042443217943013e+08 1.506673286823201752e+10 -4.980181545799365044e+09 1.277318287825306654e+08 2.801865888482863307e+08
5.323561232228876352e+08 3.697156984964803996e+04 -9.203892858857135475e+07 -9.615591342041841149e+07 4.736104220532270074e+08 -4.980181545799365044e+09 5.362508534865306854e+09 -4.279503064086762071e+08 -1.410813475455818415e+09
-6.208819668219681084e+07 -2.370072431531573329e+03 7.901905290529650636e+06 9.605254257583394647e+06 -5.024605473167123646e+07 1.277318287825306654e+08 -4.279503064086762071e+08 6.900813908781225979e+07 1.743044698127282560e+08
-1.727753530256556273e+08 -9.156521019208259531e+03 2.468403028121317923e+07 3.030842891090221331e+07 -1.631774819056400657e+08 2.801865888482863307e+08 -1.410813475455818415e+09 1.743044698127282560e+08 7.252773600148942471e+08
