# HMCode_logT_AGN A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
2.764051850476500840e+04 -6.796903953465855448e+05 -2.225967369474450663e+01 7.049969317241461948e+06 1.081743754683140432e+05 3.243108126161578693e+05 1.072859046627067728e+05 -6.943010353968531126e+05 1.459319884352976689e+06 -5.092552702775048092e+05 -6.740734148712271824e+06 -7.556178473009577719e+05
-6.796903953465855448e+05 3.197224069201808423e+07 1.349904155172707306e+03 -1.470130475118189454e+08 -2.392725654046485666e+06 -1.235275302065832913e+07 -2.505928348700953647e+06 1.814258578545017540e+07 -3.729621507105869800e+07 1.389880058685717359e+07 1.473728794852296114e+08 4.069825992347799242e+07
-2.225967369474450663e+01 1.349904155172707306e+03 8.436698547949311733e-02 -5.677215129028809315e+03 -7.873823017079381259e+01 -3.539880579328608974e+02 -7.841090868068079089e+01 5.855339947254295794e+02 -1.079428942970953813e+03 4.312993347258481549e+02 4.851788837181873532e+03 2.060788764037001329e+03
7.049969317241461948e+06 -1.470130475118189454e+08 -5.677215129028809315e+03 1.091219256221771431e+10 3.008545422480420768e+07 -2.370264065814943910e+08 8.504870900784041442e+04 4.354754794528656453e+07 -4.930127710515397787e+08 2.538150964210293069e+07 -1.847373966893195629e+09 -1.863471204558618069e+08
1.081743754683140432e+05 -2.392725654046485666e+06 -7.873823017079381259e+01 3.008545422480420768e+07 4.644008155727371341e+05 1.146418676253505051e+06 4.527695331929310923e+05 -2.762752600028761663e+06 6.262374583141927607e+06 -2.062690948375684908e+06 -2.876675933876588568e+07 -2.656898457028298173e+06
3.243108126161578693e+05 -1.235275302065832913e+07 -3.539880579328608974e+02 -2.370264065814943910e+08 1.146418676253505051e+06 2.984678940042577684e+07 2.687725367233884055e+06 -2.181397395860819146e+07 6.802448342840738595e+07 -1.878003853715179116e+07 -6.449894590164363384e+07 -1.264932819579424895e+07
1.072859046627067728e+05 -2.505928348700953647e+06 -7.841090868068079089e+01 8.504870900784041442e+04 4.527695331929310923e+05 2.687725367233884055e+06 5.679598148777225288e+05 -3.751243804830953944e+06 9.937268255435176194e+06 -2.810599959938700311e+06 -2.806770120756140351e+07 -2.681152277237751987e+06
-6.943010353968531126e+05 1.814258578545017540e+07 5.855339947254295794e+02 4.354754794528656453e+07 -2.762752600028761663e+06 -2.181397395860819146e+07 -3.751243804830953944e+06 2.633825993153160810e+07 -7.098003442453950644e+07 1.988160007351048291e+07 1.707124705741314292e+08 1.981425394947458059e+07
1.459319884352976689e+06 -3.729621507105869800e+07 -1.079428942970953813e+03 -4.930127710515397787e+08 6.262374583141927607e+06 6.802448342840738595e+07 9.937268255435176194e+06 -7.098003442453950644e+07 5.831637067240304947e+08 -5.389813405677760392e+07 -3.496060013594967723e+08 -3.777532704089892656e+07
-5.092552702775048092e+05 1.389880058685717359e+07 4.312993347258481549e+02 2.538150964210293069e+07 -2.062690948375684908e+06 -1.878003853715179116e+07 -2.810599959938700311e+06 1.988160007351048291e+07 -5.389813405677760392e+07 1.610484936190120317e+07 1.245406352871428132e+08 1.489949245041120425e+07
-6.740734148712271824e+06 1.473728794852296114e+08 4.851788837181873532e+03 -1.847373966893195629e+09 -2.876675933876588568e+07 -6.449894590164363384e+07 -2.806770120756140351e+07 1.707124705741314292e+08 -3.496060013594967723e+08 1.245406352871428132e+08 1.795994345516101837e+09 1.635746802323362231e+08
-7.556178473009577719e+05 4.069825992347799242e+07 2.060788764037001329e+03 -1.863471204558618069e+08 -2.656898457028298173e+06 -1.264932819579424895e+07 -2.681152277237751987e+06 1.981425394947458059e+07 -3.777532704089892656e+07 1.489949245041120425e+07 1.635746802323362231e+08 5.695418187646215409e+07
