# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
4.849112631555715780e+04 -1.155897545961034717e+06 -2.048467548353822565e+01 2.218924243413201766e+05 2.280866400912366807e+05 -1.362579965309361229e+06 1.197091968098024279e+07 -1.333396330781974830e+07 8.706508602003769483e+05 3.362414208574070595e+06
-1.155897545961034717e+06 6.146851254340583086e+07 3.873159731881364678e+02 -9.400233971555100754e+06 -1.003094299337816611e+07 4.966223524781056494e+07 -3.748521761724682450e+08 5.078018254272851944e+08 -5.994816043828605860e+07 -1.642334720259516835e+08
-2.048467548353822565e+01 3.873159731881364678e+02 1.315467305676194798e-02 -7.549467755665021684e+01 -7.720861758933942554e+01 5.312672888307333778e+02 -4.647163280256935650e+03 4.694009953962109648e+03 -2.889766009127109783e+02 -1.101618957934133277e+03
2.218924243413201766e+05 -9.400233971555100754e+06 -7.549467755665021684e+01 1.656181821943833726e+06 1.633265124451069161e+06 -7.783734014587274753e+06 9.358447151736971736e+07 -9.146022642929410934e+07 7.795439432753770612e+06 2.414571718018794805e+07
2.280866400912366807e+05 -1.003094299337816611e+07 -7.720861758933942554e+01 1.633265124451069161e+06 1.757635447902855929e+06 -8.968468152460094541e+06 5.940065837677616626e+07 -9.104164314706557989e+07 9.190255172157077119e+06 2.858375407383183762e+07
-1.362579965309361229e+06 4.966223524781056494e+07 5.312672888307333778e+02 -7.783734014587274753e+06 -8.968468152460094541e+06 5.174112292103461921e+07 -1.806342281176105142e+08 4.486466444506387115e+08 -4.794890128576816618e+07 -1.539825084833177030e+08
1.197091968098024279e+07 -3.748521761724682450e+08 -4.647163280256935650e+03 9.358447151736971736e+07 5.940065837677616626e+07 -1.806342281176105142e+08 1.538630666269696808e+10 -5.068705284378963470e+09 1.314232259761832207e+08 2.824125977408908606e+08
-1.333396330781974830e+07 5.078018254272851944e+08 4.694009953962109648e+03 -9.146022642929410934e+07 -9.104164314706557989e+07 4.486466444506387115e+08 -5.068705284378963470e+09 5.141800428126575470e+09 -4.096542739207723737e+08 -1.330673081151643991e+09
8.706508602003769483e+05 -5.994816043828605860e+07 -2.889766009127109783e+02 7.795439432753770612e+06 9.190255172157077119e+06 -4.794890128576816618e+07 1.314232259761832207e+08 -4.096542739207723737e+08 6.719068826693268120e+07 1.676461218347872794e+08
3.362414208574070595e+06 -1.642334720259516835e+08 -1.101618957934133277e+03 2.414571718018794805e+07 2.858375407383183762e+07 -1.539825084833177030e+08 2.824125977408908606e+08 -1.330673081151643991e+09 1.676461218347872794e+08 6.983790224502062798e+08
