# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
2.961862924362124130e+07 -6.429172512219896307e+05 1.311598585404729843e+07 2.314299709341723938e+06 -2.245286073312972207e+06 3.737489561677531153e+07 -2.381703207716050092e+06 1.709619384943157062e+07 -1.384906632874491513e+08 1.390296642785210013e+08 -1.168634939459261857e+07 -3.578857531704753637e+07
-6.429172512219896307e+05 2.675791277195298244e+04 -4.925884705552094383e+05 -4.915803442940600507e+04 1.046237760297981149e+05 -7.092042775012558559e+05 1.044660062237612001e+05 -6.717346951498206472e+05 6.847616421683139168e+06 -6.539549152429056354e+06 3.122941699338194449e+05 1.428124939136427827e+06
1.311598585404729843e+07 -4.925884705552094383e+05 1.577667359495111927e+07 9.637934769927486777e+05 -1.996397027594401268e+06 1.391449629716088809e+07 -2.757120530429443344e+06 1.944605149176616594e+07 2.910899726486778632e+07 1.208005549564196616e+08 -1.852229458101176098e+07 -5.328302599657035619e+07
2.314299709341723938e+06 -4.915803442940600507e+04 9.637934769927486777e+05 1.875733401688932790e+05 -1.728129610281599162e+05 3.079634824070239440e+06 -1.777256482633964624e+05 1.277477809969946742e+06 -1.179963252349731326e+07 1.071748583092064410e+07 -8.088822796474465868e+05 -2.550929006984181236e+06
-2.245286073312972207e+06 1.046237760297981149e+05 -1.996397027594401268e+06 -1.728129610281599162e+05 4.510637604916085256e+05 -2.468073877813850529e+06 4.406260422481114510e+05 -2.672782576606868766e+06 2.924634138429895043e+07 -2.792208435388572142e+07 1.098896470112411305e+06 6.101325090711991303e+06
3.737489561677531153e+07 -7.092042775012558559e+05 1.391449629716088809e+07 3.079634824070239440e+06 -2.468073877813850529e+06 5.190621919527256489e+07 -2.523944298119183630e+06 1.846614194139428437e+07 -1.749638012189363241e+08 1.528757776019845903e+08 -1.183395665581025742e+07 -3.592887361505688727e+07
-2.381703207716050092e+06 1.044660062237612001e+05 -2.757120530429443344e+06 -1.777256482633964624e+05 4.406260422481114510e+05 -2.523944298119183630e+06 5.600237973722649040e+05 -3.679427572013510857e+06 -5.367299340213295072e+05 -2.747167483942660689e+07 2.648381515854164492e+06 9.878561613833332434e+06
1.709619384943157062e+07 -6.717346951498206472e+05 1.944605149176616594e+07 1.277477809969946742e+06 -2.672782576606868766e+06 1.846614194139428437e+07 -3.679427572013510857e+06 2.575251240354247764e+07 4.871734445170654356e+07 1.656275145567758381e+08 -2.148370521088639274e+07 -7.017478130138598382e+07
-1.384906632874491513e+08 6.847616421683139168e+06 2.910899726486778632e+07 -1.179963252349731326e+07 2.924634138429895043e+07 -1.749638012189363241e+08 -5.367299340213295072e+05 4.871734445170654356e+07 1.086528094583781815e+10 -1.801428564569516897e+09 -2.395499140248005986e+08 -4.990863033699505925e+08
1.390296642785210013e+08 -6.539549152429056354e+06 1.208005549564196616e+08 1.071748583092064410e+07 -2.792208435388572142e+07 1.528757776019845903e+08 -2.747167483942660689e+07 1.656275145567758381e+08 -1.801428564569516897e+09 1.752281327532567739e+09 -6.185410319939740002e+07 -3.444024153828707933e+08
-1.168634939459261857e+07 3.122941699338194449e+05 -1.852229458101176098e+07 -8.088822796474465868e+05 1.098896470112411305e+06 -1.183395665581025742e+07 2.648381515854164492e+06 -2.148370521088639274e+07 -2.395499140248005986e+08 -6.185410319939740002e+07 2.961715195892003551e+07 6.753981062490186095e+07
-3.578857531704753637e+07 1.428124939136427827e+06 -5.328302599657035619e+07 -2.550929006984181236e+06 6.101325090711991303e+06 -3.592887361505688727e+07 9.878561613833332434e+06 -7.017478130138598382e+07 -4.990863033699505925e+08 -3.444024153828707933e+08 6.753981062490186095e+07 5.837246005001063347e+08
