# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
3.173567973753997311e+07 1.114759176076773729e+05 -1.300455488461537361e+08 -2.228931244399253745e+06 -1.317529131089437380e+07 -2.654994464731471147e+06 1.878554755183593929e+07 -4.044025908968862146e+07 1.459917982108030654e+07 1.501706931136657000e+08 4.033696667143697292e+07
1.114759176076773729e+05 5.154567818849166088e+02 -4.379379649267499335e+05 -6.326215969007623244e+03 -3.331964450680475420e+04 -7.310672646873594203e+03 5.314611499001051561e+04 -1.048287237132401060e+05 3.958276259383101569e+04 4.318303983503321069e+05 1.656341625503986434e+05
-1.300455488461537361e+08 -4.379379649267499335e+05 1.068896766180235672e+10 2.733512154990994930e+07 -2.406358087580128312e+08 -3.719995948514799238e+05 5.175578378145605326e+07 -4.958777999048987627e+08 2.916469687345177680e+07 -1.777357000144291162e+09 -1.665928810437304080e+08
-2.228931244399253745e+06 -6.326215969007623244e+03 2.733512154990994930e+07 4.337808680963521474e+05 1.152728891190563096e+06 4.582126351775524090e+05 -2.718502711666013114e+06 6.403808388300023042e+06 -2.074427247171424562e+06 -2.840999922226189449e+07 -2.453605052079100627e+06
-1.317529131089437380e+07 -3.331964450680475420e+04 -2.406358087580128312e+08 1.152728891190563096e+06 3.070459873785905167e+07 2.842790434851588681e+06 -2.267583872638551518e+07 7.078460839132490754e+07 -1.961528586073114723e+07 -7.060232554177474976e+07 -1.353445757669050992e+07
-2.654994464731471147e+06 -7.310672646873594203e+03 -3.719995948514799238e+05 4.582126351775524090e+05 2.842790434851588681e+06 6.134896073719531996e+05 -3.971924918393270578e+06 1.064778661091015115e+07 -3.023089135957318824e+06 -3.011164364233992249e+07 -2.848479488655835856e+06
1.878554755183593929e+07 5.314611499001051561e+04 5.175578378145605326e+07 -2.718502711666013114e+06 -2.267583872638551518e+07 -3.971924918393270578e+06 2.733149558333980665e+07 -7.466512693593756855e+07 2.092855204207693785e+07 1.790982707107098699e+08 2.059084270516624674e+07
-4.044025908968862146e+07 -1.048287237132401060e+05 -4.958777999048987627e+08 6.403808388300023042e+06 7.078460839132490754e+07 1.064778661091015115e+07 -7.466512693593756855e+07 5.943489217235753536e+08 -5.736522514447228611e+07 -3.820326775317822695e+08 -4.138973324374766648e+07
1.459917982108030654e+07 3.958276259383101569e+04 2.916469687345177680e+07 -2.074427247171424562e+06 -1.961528586073114723e+07 -3.023089135957318824e+06 2.092855204207693785e+07 -5.736522514447228611e+07 1.712816825335098803e+07 1.335809633043605685e+08 1.563721483342785388e+07
1.501706931136657000e+08 4.318303983503321069e+05 -1.777357000144291162e+09 -2.840999922226189449e+07 -7.060232554177474976e+07 -3.011164364233992249e+07 1.790982707107098699e+08 -3.820326775317822695e+08 1.335809633043605685e+08 1.877499394020838022e+09 1.666183389335089028e+08
4.033696667143697292e+07 1.656341625503986434e+05 -1.665928810437304080e+08 -2.453605052079100627e+06 -1.353445757669050992e+07 -2.848479488655835856e+06 2.059084270516624674e+07 -4.138973324374766648e+07 1.563721483342785388e+07 1.666183389335089028e+08 5.636555259084683657e+07
