# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
4.849575289872500434e+04 -1.224818408286531302e+01 1.197184936320290342e+07 2.219094110570893972e+05 8.707122493925947929e+05 2.281013180552673002e+05 -1.362690726232995512e+06 3.362595803315711673e+06 -1.155980319100319175e+06 -1.333496134645001590e+07
-1.224818408286531302e+01 4.841063475777894996e-03 -2.792166171813888013e+03 -4.504851897245026748e+01 -1.731723935012968809e+02 -4.601668837391844136e+01 3.174277242012072406e+02 -6.555293140474216216e+02 2.315007653028846164e+02 2.800188629599526848e+03
1.197184936320290342e+07 -2.792166171813888013e+03 1.538619183444837952e+10 9.360080989466552436e+07 1.314346945804988295e+08 5.939030664943110943e+07 -1.806561657059751749e+08 2.819058346249481440e+08 -3.748681369482062459e+08 -5.068232525742843628e+09
2.219094110570893972e+05 -4.504851897245026748e+01 9.360080989466552436e+07 1.655492414845721563e+06 7.795659704598943703e+06 1.634083466613395140e+06 -7.784134054358532652e+06 2.417958910683438182e+07 -9.400532049949692562e+06 -9.150285375960758328e+07
8.707122493925947929e+05 -1.731723935012968809e+02 1.314346945804988295e+08 7.795659704598943703e+06 6.719160751743271947e+07 9.190445579552639276e+06 -4.795037579710987955e+07 1.676485330432850122e+08 -5.994929116728758067e+07 -4.096671383316830993e+08
2.281013180552673002e+05 -4.601668837391844136e+01 5.939030664943110943e+07 1.634083466613395140e+06 9.190445579552639276e+06 1.756898817013276042e+06 -8.968807250294618309e+06 2.855037726546075568e+07 -1.003119804727393016e+07 -9.100495699371005595e+07
-1.362690726232995512e+06 3.174277242012072406e+02 -1.806561657059751749e+08 -7.784134054358532652e+06 -4.795037579710987955e+07 -8.968807250294618309e+06 5.174374180545068532e+07 -1.539866208624046445e+08 4.966419199320459366e+07 4.486700561266965866e+08
3.362595803315711673e+06 -6.555293140474216216e+02 2.819058346249481440e+08 2.417958910683438182e+07 1.676485330432850122e+08 2.855037726546075568e+07 -1.539866208624046445e+08 6.968994487974064350e+08 -1.642366199595834911e+08 -1.328983111149747133e+09
-1.155980319100319175e+06 2.315007653028846164e+02 -3.748681369482062459e+08 -9.400532049949692562e+06 -5.994929116728758067e+07 -1.003119804727393016e+07 4.966419199320459366e+07 -1.642366199595834911e+08 6.146998632676878572e+07 5.078193122054888010e+08
-1.333496134645001590e+07 2.800188629599526848e+03 -5.068232525742843628e+09 -9.150285375960758328e+07 -4.096671383316830993e+08 -9.100495699371005595e+07 4.486700561266965866e+08 -1.328983111149747133e+09 5.078193122054888010e+08 5.139987233418656349e+09
