# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
4.844402866708226793e+04 -1.428601259352357431e+02 1.196139252412721328e+07 2.217157988005472289e+05 8.700176753957123728e+05 2.279374126104573079e+05 -1.361431620151764480e+06 3.360606328757467214e+06 -1.155044344196771970e+06 -1.332372703541211970e+07
-1.428601259352357431e+02 6.208804812260504402e-01 -3.251894934137165183e+04 -5.308040648591719446e+02 -2.036969498048814330e+03 -5.431127609835158410e+02 3.714605755043834506e+03 -7.762741871169190745e+03 2.726671828663304495e+03 3.295560330675887235e+04
1.196139252412721328e+07 -3.251894934137165183e+04 1.538411735111780167e+10 9.356197697461391985e+07 1.313032797347543985e+08 5.935850288316877186e+07 -1.804036705232055187e+08 2.815367789285470843e+08 -3.746854509646806121e+08 -5.065985437691842079e+09
2.217157988005472289e+05 -5.308040648591719446e+02 9.356197697461391985e+07 1.654772895852044690e+06 7.793099409660883248e+06 1.633475308100599563e+06 -7.779465400735519826e+06 2.417222590845464543e+07 -9.397068086976133287e+06 -9.146096497938905656e+07
8.700176753957123728e+05 -2.036969498048814330e+03 1.313032797347543985e+08 7.793099409660883248e+06 6.718103916176860034e+07 9.188274682564515620e+06 -4.793329685657175630e+07 1.676215083763410151e+08 -5.993627005540838838e+07 -4.095196364146777987e+08
2.279374126104573079e+05 -5.431127609835158410e+02 5.935850288316877186e+07 1.633475308100599563e+06 9.188274682564515620e+06 1.756406187247463036e+06 -8.964920393787264824e+06 2.854466024861725420e+07 -1.002829023384670354e+07 -9.097007664109970629e+07
-1.361431620151764480e+06 3.714605755043834506e+03 -1.804036705232055187e+08 -7.779465400735519826e+06 -4.793329685657175630e+07 -8.964920393787264824e+06 5.171328655510120094e+07 -1.539402548119456172e+08 4.964152855114044249e+07 4.484003844296489954e+08
3.360606328757467214e+06 -7.762741871169190745e+03 2.815367789285470843e+08 2.417222590845464543e+07 1.676215083763410151e+08 2.854466024861725420e+07 -1.539402548119456172e+08 6.968352267283496857e+08 -1.642013462826211751e+08 -1.328567790721622229e+09
-1.155044344196771970e+06 2.726671828663304495e+03 -3.746854509646806121e+08 -9.397068086976133287e+06 -5.993627005540838838e+07 -1.002829023384670354e+07 4.964152855114044249e+07 -1.642013462826211751e+08 6.145300445802529901e+07 5.076188751193679571e+08
-1.332372703541211970e+07 3.295560330675887235e+04 -5.065985437691842079e+09 -9.146096497938905656e+07 -4.095196364146777987e+08 -9.097007664109970629e+07 4.484003844296489954e+08 -1.328567790721622229e+09 5.076188751193679571e+08 5.137561261711557388e+09
