# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.186062829184404388e+07 -6.781835942939320812e+05 1.386948997881654836e+07 4.233227717333851615e+04 -2.387201026510906406e+06 4.052637797920983285e+07 -2.501242392607669812e+06 1.810315232624649629e+07 -1.466843267014645934e+08 1.470542984869965613e+08 -1.232806889693510905e+07 -3.723950803640604019e+07
-6.781835942939320812e+05 2.760867951306160467e+04 -5.086872938430379145e+05 -7.149630148949203203e+02 1.080554576810589351e+05 -7.535802656808169559e+05 1.071907833911333291e+05 -6.935322942390199751e+05 7.043157241013356484e+06 -6.733916795492241159e+06 3.238918350283580367e+05 1.458258156960294815e+06
1.386948997881654836e+07 -5.086872938430379145e+05 1.609435805226876959e+07 1.390008134698465801e+04 -2.060583791026951512e+06 1.486033048869846947e+07 -2.808913421046628617e+06 1.986767788162442669e+07 2.549878931616077572e+07 1.244208628857506514e+08 -1.877172583073659614e+07 -5.387891672939080000e+07
4.233227717333851615e+04 -7.149630148949203203e+02 1.390008134698465801e+04 7.903283547008388155e+01 -2.531288330506155944e+03 6.385545162846888707e+04 -2.531000981760673312e+03 1.882349770625479505e+04 -1.804708738845841435e+05 1.560320616107612441e+05 -1.144912611895904593e+04 -3.505714816593913565e+04
-2.387201026510906406e+06 1.080554576810589351e+05 -2.060583791026951512e+06 -2.531288330506155944e+03 4.647079390897863777e+05 -2.649417411569503136e+06 4.516483424508105963e+05 -2.759895313435976859e+06 3.004678108743648604e+07 -2.870224301147860661e+07 1.144882714269323973e+06 6.225186653202138841e+06
4.052637797920983285e+07 -7.535802656808169559e+05 1.486033048869846947e+07 6.385545162846888707e+04 -2.649417411569503136e+06 5.667192748253827542e+07 -2.674836397114573978e+06 1.976045091044554487e+07 -1.858849061112118661e+08 1.631413724712317288e+08 -1.261716219304868765e+07 -3.770059886729743332e+07
-2.501242392607669812e+06 1.071907833911333291e+05 -2.808913421046628617e+06 -2.531000981760673312e+03 4.516483424508105963e+05 -2.674836397114573978e+06 5.684704416921657976e+05 -3.748981413150309119e+06 7.868353722327385913e+04 -2.808744840475502238e+07 2.686464804885525256e+06 9.968331999519139528e+06
1.810315232624649629e+07 -6.935322942390199751e+05 1.986767788162442669e+07 1.882349770625479505e+04 -2.759895313435976859e+06 1.976045091044554487e+07 -3.748981413150309119e+06 2.631954621324367076e+07 4.370966749390831590e+07 1.705497966045851111e+08 -2.180330311764339730e+07 -7.095490550825634599e+07
-1.466843267014645934e+08 7.043157241013356484e+06 2.549878931616077572e+07 -1.804708738845841435e+05 3.004678108743648604e+07 -1.858849061112118661e+08 7.868353722327385913e+04 4.370966749390831590e+07 1.091105576567295265e+10 -1.846585080136522055e+09 -2.371077498135223985e+08 -4.926737394757598639e+08
1.470542984869965613e+08 -6.733916795492241159e+06 1.244208628857506514e+08 1.560320616107612441e+05 -2.870224301147860661e+07 1.631413724712317288e+08 -2.808744840475502238e+07 1.705497966045851111e+08 -1.846585080136522055e+09 1.796562240152411699e+09 -6.441256029473355412e+07 -3.511163287335039973e+08
-1.232806889693510905e+07 3.238918350283580367e+05 -1.877172583073659614e+07 -1.144912611895904593e+04 1.144882714269323973e+06 -1.261716219304868765e+07 2.686464804885525256e+06 -2.180330311764339730e+07 -2.371077498135223985e+08 -6.441256029473355412e+07 2.983940834415556118e+07 6.800915413022737205e+07
-3.723950803640604019e+07 1.458258156960294815e+06 -5.387891672939080000e+07 -3.505714816593913565e+04 6.225186653202138841e+06 -3.770059886729743332e+07 9.968331999519139528e+06 -7.095490550825634599e+07 -4.926737394757598639e+08 -3.511163287335039973e+08 6.800915413022737205e+07 5.846216455987770557e+08
