# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
3.173567973753997311e+07 1.135814437077378097e+05 -1.702213873096807003e+08 -2.965317366377125029e+06 -1.486753855097959749e+07 -3.496335758582512848e+06 2.444409680682333559e+07 -5.229884264153993875e+07 1.802105817020507529e+07 2.015699594250955284e+08 4.033696667143697292e+07
1.135814437077378097e+05 5.249996178762181671e+02 -5.219891376509980764e+05 -7.831790123040868821e+03 -3.729824050210832502e+04 -9.061803024197130071e+03 6.545266943175302004e+04 -1.295557846201904176e+05 4.689781245745359774e+04 5.387451781702336157e+05 1.676487108974821749e+05
-1.702213873096807003e+08 -5.219891376509980764e+05 1.506428947317358017e+10 8.955296685667195916e+07 1.275692913807324320e+08 5.895320927263221890e+07 -1.727977822466481328e+08 2.791784039550629854e+08 -3.710098329520702362e+08 -4.976815861406157494e+09 -1.985020590568609834e+08
-2.965317366377125029e+06 -7.831790123040868821e+03 8.955296685667195916e+07 1.617742527483370388e+06 7.898484883713238873e+06 1.664746676236996893e+06 -7.863373775306255557e+06 2.470715335108211637e+07 -9.540036118695747107e+06 -9.202402890033710003e+07 -2.978080408544059377e+06
-1.486753855097959749e+07 -3.729824050210832502e+04 1.275692913807324320e+08 7.898484883713238873e+06 6.899232895209427178e+07 9.602017987331513315e+06 -5.022114354099824280e+07 1.742630978332053423e+08 -6.206895712859184295e+07 -4.277384325552921295e+08 -1.448651925604000688e+07
-3.496335758582512848e+06 -9.061803024197130071e+03 5.895320927263221890e+07 1.664746676236996893e+06 9.602017987331513315e+06 1.867167859036725014e+06 -9.539385894791251048e+06 3.026579183278051391e+07 -1.057117225336057320e+07 -9.606623324808809161e+07 -3.450638993404232897e+06
2.444409680682333559e+07 6.545266943175302004e+04 -1.727977822466481328e+08 -7.863373775306255557e+06 -5.022114354099824280e+07 -9.539385894791251048e+06 5.452600216869327426e+07 -1.631081752052311599e+08 5.249230818386857212e+07 4.732333000583196282e+08 2.492231290822644532e+07
-5.229884264153993875e+07 -1.295557846201904176e+05 2.791784039550629854e+08 2.470715335108211637e+07 1.742630978332053423e+08 3.026579183278051391e+07 -1.631081752052311599e+08 7.236903536587221622e+08 -1.727220164955341220e+08 -1.408475461619471788e+09 -4.951894992699553072e+07
1.802105817020507529e+07 4.689781245745359774e+04 -3.710098329520702362e+08 -9.540036118695747107e+06 -6.206895712859184295e+07 -1.057117225336057320e+07 5.249230818386857212e+07 -1.727220164955341220e+08 6.415929162761455029e+07 5.320718607148926258e+08 1.796911290955910832e+07
2.015699594250955284e+08 5.387451781702336157e+05 -4.976815861406157494e+09 -9.202402890033710003e+07 -4.277384325552921295e+08 -9.606623324808809161e+07 4.732333000583196282e+08 -1.408475461619471788e+09 5.320718607148926258e+08 5.357131974812750816e+09 2.046706339106917679e+08
4.033696667143697292e+07 1.676487108974821749e+05 -1.985020590568609834e+08 -2.978080408544059377e+06 -1.448651925604000688e+07 -3.450638993404232897e+06 2.492231290822644532e+07 -4.951894992699553072e+07 1.796911290955910832e+07 2.046706339106917679e+08 5.636555259084682912e+07
