# HMCode_logT_AGN logA m_wdm mnu nnu ns ombh2 omch2 tau theta
4.837846292634697602e+04 -1.153848978721768595e+06 -3.885562784370211489e+02 2.214682881019264460e+05 2.277276822666144872e+05 -1.359825983033747412e+06 1.194805056499561481e+07 -1.330938406499025971e+07 8.691313549735501874e+05 3.358054819135897793e+06
-1.153848978721768595e+06 6.143119230299501121e+07 7.424061763221307046e+03 -9.392617379522718489e+06 -1.002454731504633464e+07 4.961243775439569354e+07 -3.744506083613055944e+08 5.073614651407251954e+08 -5.991954895938855410e+07 -1.641558116928824782e+08
-3.885562784370211489e+02 7.424061763221307046e+03 4.526229547666782871e+00 -1.445335534406556690e+03 -1.479978167164327033e+03 1.010564820638724086e+04 -8.834247772019261902e+04 8.973930048099912528e+04 -5.544666688154014082e+03 -2.117420418179417902e+04
2.214682881019264460e+05 -9.392617379522718489e+06 -1.445335534406556690e+03 1.654598778458061628e+06 1.631926599759985926e+06 -7.773470024499532767e+06 9.349903690759335458e+07 -9.136813194446261227e+07 7.789812177236406133e+06 2.412949594472895190e+07
2.277276822666144872e+05 -1.002454731504633464e+07 -1.479978167164327033e+03 1.631926599759985926e+06 1.756550774588471279e+06 -8.959920519587747753e+06 5.933065412379325181e+07 -9.096494142367945611e+07 9.185482149464389309e+06 2.857115200701003894e+07
-1.359825983033747412e+06 4.961243775439569354e+07 1.010564820638724086e+04 -7.773470024499532767e+06 -8.959920519587747753e+06 5.167421323128806055e+07 -1.800790513728840649e+08 4.480543473148450851e+08 -4.791138155452557653e+07 -1.538804494501698017e+08
1.194805056499561481e+07 -3.744506083613055944e+08 -8.834247772019261902e+04 9.349903690759335458e+07 5.933065412379325181e+07 -1.800790513728840649e+08 1.538173885529485321e+10 -5.063766102794135094e+09 1.311345839135422558e+08 2.815993768740230203e+08
-1.330938406499025971e+07 5.073614651407251954e+08 8.973930048099912528e+04 -9.136813194446261227e+07 -9.096494142367945611e+07 4.480543473148450851e+08 -5.063766102794135094e+09 5.136471592290938377e+09 -4.093303615640242100e+08 -1.329759008004155636e+09
8.691313549735501874e+05 -5.991954895938855410e+07 -5.544666688154014082e+03 7.789812177236406133e+06 9.185482149464389309e+06 -4.791138155452557653e+07 1.311345839135422558e+08 -4.093303615640242100e+08 6.716745961364220083e+07 1.675866381140108705e+08
3.358054819135897793e+06 -1.641558116928824782e+08 -2.117420418179417902e+04 2.412949594472895190e+07 2.857115200701003894e+07 -1.538804494501698017e+08 2.815993768740230203e+08 -1.329759008004155636e+09 1.675866381140108705e+08 6.982372113473769426e+08
