# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
3.191224107118894905e+07 1.967621079782364177e+04 -1.305012764912534207e+08 -2.237042768791069742e+06 -1.321757132349196263e+07 -2.662880829455921426e+06 1.885123346663268656e+07 -4.053998827713029832e+07 1.464798634484174289e+07 1.506833969891116023e+08 4.060553458451765031e+07
1.967621079782364177e+04 1.756416072326889477e+01 -7.485783433320454787e+04 -1.075106323188186252e+03 -5.647238875720884607e+03 -1.241627750942654529e+03 9.067130941121959040e+03 -1.775325936562448987e+04 6.723270578778029630e+03 7.349078183446932235e+04 2.985985614663616798e+04
-1.305012764912534207e+08 -7.485783433320454787e+04 1.069076140079491043e+10 2.736956744709554315e+07 -2.405179252759079635e+08 -3.431677882244841894e+05 5.151966954605603218e+07 -4.955765387088230848e+08 2.899378231235151738e+07 -1.779457576593873739e+09 -1.672299885141191185e+08
-2.237042768791069742e+06 -1.075106323188186252e+03 2.736956744709554315e+07 4.344120698513702373e+05 1.155162811579666799e+06 4.587777538372820709e+05 -2.722945174078004435e+06 6.410307609814080410e+06 -2.077732217853002716e+06 -2.844913609321857616e+07 -2.464393544340825174e+06
-1.321757132349196263e+07 -5.647238875720884607e+03 -2.405179252759079635e+08 1.155162811579666799e+06 3.071805278587485105e+07 2.845040881457395386e+06 -2.269467923297934607e+07 7.081294620946817100e+07 -1.963007795719274879e+07 -7.075027613575197756e+07 -1.358890451771160774e+07
-2.662880829455921426e+06 -1.241627750942654529e+03 -3.431677882244841894e+05 4.587777538372820709e+05 2.845040881457395386e+06 6.139673957066683797e+05 -3.975874518167231232e+06 1.065297332243909873e+07 -3.026050945406131446e+06 -3.014586159088769183e+07 -2.858974267797845416e+06
1.885123346663268656e+07 9.067130941121959040e+03 5.151966954605603218e+07 -2.722945174078004435e+06 -2.269467923297934607e+07 -3.975874518167231232e+06 2.736371686686377972e+07 -7.471059129459957778e+07 2.095264331036006659e+07 1.793716172686931789e+08 2.067974562907249853e+07
-4.053998827713029832e+07 -1.775325936562448987e+04 -4.955765387088230848e+08 6.410307609814080410e+06 7.081294620946817100e+07 1.065297332243909873e+07 -7.471059129459957778e+07 5.944018029432586432e+08 -5.740010856496719271e+07 -3.824149433047416210e+08 -4.151983810469359159e+07
1.464798634484174289e+07 6.723270578778029630e+03 2.899378231235151738e+07 -2.077732217853002716e+06 -1.963007795719274879e+07 -3.026050945406131446e+06 2.095264331036006659e+07 -5.740010856496719271e+07 1.714646903799441084e+07 1.337835660761448741e+08 1.570150190085846744e+07
1.506833969891116023e+08 7.349078183446932235e+04 -1.779457576593873739e+09 -2.844913609321857616e+07 -7.075027613575197756e+07 -3.014586159088769183e+07 1.793716172686931789e+08 -3.824149433047416210e+08 1.337835660761448741e+08 1.879908356373973846e+09 1.673072532270098925e+08
4.060553458451765031e+07 2.985985614663616798e+04 -1.672299885141191185e+08 -2.464393544340825174e+06 -1.358890451771160774e+07 -2.858974267797845416e+06 2.067974562907249853e+07 -4.151983810469359159e+07 1.570150190085846744e+07 1.673072532270098925e+08 5.680141742641338706e+07
