# HMCode_logT_AGN m_wdm ombh2 mnu tau nnu ns theta logA omch2
2.745852656702202148e+04 -9.948565769814697433e+02 7.010156556681497954e+06 1.074774535036469897e+05 3.218909399539803271e+05 1.067303500776947039e+05 -6.898238745529087028e+05 1.453140823599739466e+06 -5.059492577159278444e+05 -6.700960241539459676e+06
-9.948565769814697433e+02 5.162900731863862802e+01 -2.515184537344059208e+05 -3.641248932264652922e+03 -1.375072694449240953e+04 -3.630261421020672060e+03 2.531501877534449522e+04 -4.981783163221748691e+04 1.859772206254209959e+04 2.261776466011512093e+05
7.010156556681497954e+06 -2.515184537344059208e+05 1.090350225210178566e+10 2.993096962043226138e+07 -2.375087795446871519e+08 -3.263229410943652329e+04 4.451909533267879486e+07 -4.942274028325055838e+08 2.608289926589388028e+07 -1.838629309279963493e+09
1.074774535036469897e+05 -3.641248932264652922e+03 2.993096962043226138e+07 4.617440115817422047e+05 1.137307634200138273e+06 4.506371047461324488e+05 -2.745695069337111432e+06 6.238562567108551040e+06 -2.050123262880473863e+06 -2.861438771359469369e+07
3.218909399539803271e+05 -1.375072694449240953e+04 -2.375087795446871519e+08 1.137307634200138273e+06 2.980291503109554946e+07 2.680238301412014756e+06 -2.175066830433002114e+07 6.793311773958982527e+07 -1.873072081601131707e+07 -6.398892201682786644e+07
1.067303500776947039e+05 -3.630261421020672060e+03 -3.263229410943652329e+04 4.506371047461324488e+05 2.680238301412014756e+06 5.663386601461584214e+05 -3.737719438384907320e+06 9.920190744966987520e+06 -2.800528857381073758e+06 -2.794806114539697021e+07
-6.898238745529087028e+05 2.531501877534449522e+04 4.451909533267879486e+07 -2.745695069337111432e+06 -2.175066830433002114e+07 -3.737719438384907320e+06 2.622677038928968459e+07 -7.082949308759400249e+07 1.979873371526497975e+07 1.697445836531650424e+08
1.453140823599739466e+06 -4.981783163221748691e+04 -4.942274028325055838e+08 6.238562567108551040e+06 6.793311773958982527e+07 9.920190744966987520e+06 -7.082949308759400249e+07 5.829956672159069777e+08 -5.378313061517037451e+07 -3.483078789636545777e+08
-5.059492577159278444e+05 1.859772206254209959e+04 2.608289926589388028e+07 -2.050123262880473863e+06 -1.873072081601131707e+07 -2.800528857381073758e+06 1.979873371526497975e+07 -5.378313061517037451e+07 1.604244543957558833e+07 1.238287265246671736e+08
-6.700960241539459676e+06 2.261776466011512093e+05 -1.838629309279963493e+09 -2.861438771359469369e+07 -6.398892201682786644e+07 -2.794806114539697021e+07 1.697445836531650424e+08 -3.483078789636545777e+08 1.238287265246671736e+08 1.787311552476430655e+09
