# m_wdm ombh2 mnu tau nnu ns theta logA omch2
2.333079404193425313e-04 -6.027015681171534425e+02 -1.053955500823698799e+01 -4.457315095136471683e+01 -1.200959249708090049e+01 7.917648521977322673e+01 -1.753100130291807943e+02 5.948505697920223412e+01 7.036971396169922173e+02
-6.027015681171534425e+02 1.506829172051803589e+10 8.963414985560804605e+07 1.278740861463923156e+08 5.902678297568503767e+07 -1.733725769541226029e+08 2.800498917541379929e+08 -3.714294883242838383e+08 -4.981861796973113060e+09
-1.053955500823698799e+01 8.963414985560804605e+07 1.619360269303903915e+06 7.904910956613334827e+06 1.666266674983797362e+06 -7.874776866695996374e+06 2.472604103141531348e+07 -9.548620179337710142e+06 -9.212517512907281518e+07
-4.457315095136471683e+01 1.278740861463923156e+08 7.904910956613334827e+06 6.902203669639790058e+07 9.608087125115498900e+06 -5.026801435957082361e+07 1.743405167792075276e+08 -6.210509631458642334e+07 -4.281364706860972643e+08
-1.200959249708090049e+01 5.902678297568503767e+07 1.666266674983797362e+06 9.608087125115498900e+06 1.868534453463512240e+06 -9.549973071875531226e+06 3.028207205418580770e+07 -1.057918600866376981e+07 -9.615972081524047256e+07
7.917648521977322673e+01 -1.733725769541226029e+08 -7.874776866695996374e+06 -5.026801435957082361e+07 -9.549973071875531226e+06 5.460747660094815493e+07 -1.632379726146758795e+08 5.255355430474939942e+07 4.739422144579697847e+08
-1.753100130291807943e+02 2.800498917541379929e+08 2.472604103141531348e+07 1.743405167792075276e+08 3.028207205418580770e+07 -1.632379726146758795e+08 7.238783121951904297e+08 -1.728217205298187435e+08 -1.409616650918430805e+09
5.948505697920223412e+01 -3.714294883242838383e+08 -9.548620179337710142e+06 -6.210509631458642334e+07 -1.057918600866376981e+07 5.255355430474939942e+07 -1.728217205298187435e+08 6.420576941687209159e+07 5.326053436625373960e+08
7.036971396169922173e+02 -4.981861796973113060e+09 -9.212517512907281518e+07 -4.281364706860972643e+08 -9.615972081524047256e+07 4.739422144579697847e+08 -1.409616650918430805e+09 5.326053436625373960e+08 5.363418422397243500e+09
