# A_ksz logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.196921715433495492e+07 1.466338067025155388e+07 2.045224111272264054e+03 -2.239600266024180222e+06 4.069347629398647696e+07 -2.665360120808276348e+06 1.887205314325654879e+07 -1.306442986906057894e+08 1.508454608067300320e+08 -1.323091364022836648e+07 -4.057119261551013589e+07
1.466338067025155388e+07 1.715221899823844433e+07 6.929300154946797647e+02 -2.078768686925445683e+06 1.572196012386640906e+07 -3.026977786536493804e+06 2.096024045436923951e+07 2.894048790185619891e+07 1.338472341992381811e+08 -1.963473876992676035e+07 -5.741098638380432874e+07
2.045224111272264054e+03 6.929300154946797647e+02 1.878384517268675558e-01 -1.108208977133535313e+02 3.104380276265769226e+03 -1.277217266957714656e+02 9.351866790451615543e+02 -7.807517363152739563e+03 7.577608859405170733e+03 -5.815256396402128303e+02 -1.819321616591101019e+03
-2.239600266024180222e+06 -2.078768686925445683e+06 -1.108208977133535313e+02 4.353604501400330337e+05 -2.467823309428921901e+06 4.581886972208636580e+05 -2.724342922797761858e+06 2.736731453368869796e+07 -2.842239911194987223e+07 1.155929250142131001e+06 6.379107439681307413e+06
4.069347629398647696e+07 1.572196012386640906e+07 3.104380276265769226e+03 -2.467823309428921901e+06 5.694622802098686248e+07 -2.862304287813194562e+06 2.070818203763912991e+07 -1.674315749384898245e+08 1.675269796230368316e+08 -1.360624633604343794e+07 -4.156095809761337191e+07
-2.665360120808276348e+06 -3.026977786536493804e+06 -1.277217266957714656e+02 4.581886972208636580e+05 -2.862304287813194562e+06 6.148965841623861343e+05 -3.977115487757546827e+06 -3.210722728809633991e+05 -3.019633296992173046e+07 2.845748020253665745e+06 1.068847731268266588e+07
1.887205314325654879e+07 2.096024045436923951e+07 9.351866790451615543e+02 -2.724342922797761858e+06 2.070818203763912991e+07 -3.977115487757546827e+06 2.737391631407606602e+07 5.144574811585450172e+07 1.794578278747054040e+08 -2.270063975683759525e+07 -7.472483587300927937e+07
-1.306442986906057894e+08 2.894048790185619891e+07 -7.807517363152739563e+03 2.736731453368869796e+07 -1.674315749384898245e+08 -3.210722728809633991e+05 5.144574811585450172e+07 1.069161084856635284e+10 -1.780782453068121672e+09 -2.404809679823134840e+08 -4.949438244237600565e+08
1.508454608067300320e+08 1.338472341992381811e+08 7.577608859405170733e+03 -2.842239911194987223e+07 1.675269796230368316e+08 -3.019633296992173046e+07 1.794578278747054040e+08 -1.780782453068121672e+09 1.882690925440382719e+09 -7.079698398751530051e+07 -3.842615033963597417e+08
-1.323091364022836648e+07 -1.963473876992676035e+07 -5.815256396402128303e+02 1.155929250142131001e+06 -1.360624633604343794e+07 2.845748020253665745e+06 -2.270063975683759525e+07 -2.404809679823134840e+08 -7.079698398751530051e+07 3.072229497270876169e+07 7.082181777415060997e+07
-4.057119261551013589e+07 -5.741098638380432874e+07 -1.819321616591101019e+03 6.379107439681307413e+06 -4.156095809761337191e+07 1.068847731268266588e+07 -7.472483587300927937e+07 -4.949438244237600565e+08 -3.842615033963597417e+08 7.082181777415060997e+07 5.959036663247505426e+08
