# m_wdm ombh2 mnu tau nnu ns theta logA omch2
1.729225003157968711e-03 -1.310174005150592848e+03 -1.950983678644309549e+01 -8.377839376787451897e+01 -2.186024414314878683e+01 1.496077478572984489e+02 -3.063947923725754663e+02 1.113334366245267404e+02 1.316457807641335648e+03
-1.310174005150592848e+03 1.069127133243622780e+10 2.737952946265137568e+07 -2.404835608510709703e+08 -3.349176884239066858e+05 5.145106633126948774e+07 -4.954914854565606117e+08 2.894432116808227077e+07 -1.780063271994715452e+09
-1.950983678644309549e+01 2.737952946265137568e+07 4.345963462176168687e+05 1.155877596783929039e+06 4.589417844131147722e+05 -2.724247707167989574e+06 6.412182316793953069e+06 -2.078698067681742134e+06 -2.846054236145291105e+07
-8.377839376787451897e+01 -2.404835608510709703e+08 1.155877596783929039e+06 3.072199741019546241e+07 2.845697669458042365e+06 -2.270022681471248716e+07 7.082115767561984062e+07 -1.963441482298198342e+07 -7.079370181721445918e+07
-2.186024414314878683e+01 -3.349176884239066858e+05 4.589417844131147722e+05 2.845697669458042365e+06 6.141047364584704628e+05 -3.977025967388711870e+06 1.065444664315954223e+07 -3.026910858839557040e+06 -3.015576634292499721e+07
1.496077478572984489e+02 5.145106633126948774e+07 -2.724247707167989574e+06 -2.270022681471248716e+07 -3.977025967388711870e+06 2.737320703522386029e+07 -7.472375788059487939e+07 2.095971149974201992e+07 1.794516765587706268e+08
-3.063947923725754663e+02 -4.954914854565606117e+08 6.412182316793953069e+06 7.082115767561984062e+07 1.065444664315954223e+07 -7.472375788059487939e+07 5.944165038244479895e+08 -5.741016278182121366e+07 -3.825247267490894198e+08
1.113334366245267404e+02 2.894432116808227077e+07 -2.078698067681742134e+06 -1.963441482298198342e+07 -3.026910858839557040e+06 2.095971149974201992e+07 -5.741016278182121366e+07 1.715181806140167639e+07 1.338426886456565708e+08
1.316457807641335648e+03 -1.780063271994715452e+09 -2.846054236145291105e+07 -7.079370181721445918e+07 -3.015576634292499721e+07 1.794516765587706268e+08 -3.825247267490894198e+08 1.338426886456565708e+08 1.880609094460099459e+09
